Hour,"Capacity, A*h","Capacity, %"
2160,5.5657,99.6794182964396
2161,5.5657,99.6794182964396
2162,5.5657,99.6794182964396
2163,5.5657,99.6794182964396
2164,5.5657,99.6794182964396
2165,5.5657,99.6794182964396
2166,5.5657,99.6794182964396
2167,5.5657,99.6794182964396
2168,5.5657,99.6794182964396
2169,5.5657,99.6794182964396
2170,5.5657,99.6794182964396
2171,5.5657,99.6794182964396
2172,5.5657,99.6794182964396
2173,5.5657,99.6794182964396
2174,5.5657,99.6794182964396
2175,5.5657,99.6794182964396
2176,5.5655,99.6758363779641
2177,5.5655,99.6758363779641
2178,5.5655,99.6758363779641
2179,5.5655,99.6758363779641
2180,5.5655,99.6758363779641
2181,5.5655,99.6758363779641
2182,5.5655,99.6758363779641
2183,5.5655,99.6758363779641
2184,5.5655,99.6758363779641
2185,5.5655,99.6758363779641
2186,5.5655,99.6758363779641
2187,5.5655,99.6758363779641
2188,5.5655,99.6758363779641
2189,5.5655,99.6758363779641
2190,5.5655,99.6758363779641
2191,5.5655,99.6758363779641
2192,5.5655,99.6758363779641
2193,5.5655,99.6758363779641
2194,5.5655,99.6758363779641
2195,5.5655,99.6758363779641
2196,5.5655,99.6758363779641
2197,5.5655,99.6758363779641
2198,5.5655,99.6758363779641
2199,5.5655,99.6758363779641
2200,5.5653,99.6722544594885
2201,5.5653,99.6722544594885
2202,5.5653,99.6722544594885
2203,5.5653,99.6722544594885
2204,5.5653,99.6722544594885
2205,5.5653,99.6722544594885
2206,5.5653,99.6722544594885
2207,5.5653,99.6722544594885
2208,5.5653,99.6722544594885
2209,5.5653,99.6722544594885
2210,5.5653,99.6722544594885
2211,5.5653,99.6722544594885
2212,5.5653,99.6722544594885
2213,5.5653,99.6722544594885
2214,5.5653,99.6722544594885
2215,5.5653,99.6722544594885
2216,5.5653,99.6722544594885
2217,5.5653,99.6722544594885
2218,5.5653,99.6722544594885
2219,5.5653,99.6722544594885
2220,5.5653,99.6722544594885
2221,5.5653,99.6722544594885
2222,5.5653,99.6722544594885
2223,5.5653,99.6722544594885
2224,5.5651,99.668672541013
2225,5.5651,99.668672541013
2226,5.5651,99.668672541013
2227,5.5651,99.668672541013
2228,5.5651,99.668672541013
2229,5.5651,99.668672541013
2230,5.5651,99.668672541013
2231,5.5651,99.668672541013
2232,5.5651,99.668672541013
2233,5.5651,99.668672541013
2234,5.5651,99.668672541013
2235,5.5651,99.668672541013
2236,5.5651,99.668672541013
2237,5.5651,99.668672541013
2238,5.5651,99.668672541013
2239,5.5651,99.668672541013
2240,5.5651,99.668672541013
2241,5.5651,99.668672541013
2242,5.5651,99.668672541013
2243,5.5651,99.668672541013
2244,5.5651,99.668672541013
2245,5.5651,99.668672541013
2246,5.5651,99.668672541013
2247,5.5651,99.668672541013
2248,5.5649,99.6650906225374
2249,5.5649,99.6650906225374
2250,5.5649,99.6650906225374
2251,5.5649,99.6650906225374
2252,5.5649,99.6650906225374
2253,5.5649,99.6650906225374
2254,5.5649,99.6650906225374
2255,5.5649,99.6650906225374
2256,5.5649,99.6650906225374
2257,5.5649,99.6650906225374
2258,5.5649,99.6650906225374
2259,5.5649,99.6650906225374
2260,5.5649,99.6650906225374
2261,5.5649,99.6650906225374
2262,5.5649,99.6650906225374
2263,5.5649,99.6650906225374
2264,5.5649,99.6650906225374
2265,5.5649,99.6650906225374
2266,5.5649,99.6650906225374
2267,5.5649,99.6650906225374
2268,5.5649,99.6650906225374
2269,5.5649,99.6650906225374
2270,5.5649,99.6650906225374
2271,5.5649,99.6650906225374
2272,5.5647,99.6615087040619
2273,5.5647,99.6615087040619
2274,5.5647,99.6615087040619
2275,5.5647,99.6615087040619
2276,5.5647,99.6615087040619
2277,5.5647,99.6615087040619
2278,5.5647,99.6615087040619
2279,5.5647,99.6615087040619
2280,5.5647,99.6615087040619
2281,5.5647,99.6615087040619
2282,5.5647,99.6615087040619
2283,5.5647,99.6615087040619
2284,5.5647,99.6615087040619
2285,5.5647,99.6615087040619
2286,5.5647,99.6615087040619
2287,5.5647,99.6615087040619
2288,5.5647,99.6615087040619
2289,5.5647,99.6615087040619
2290,5.5647,99.6615087040619
2291,5.5647,99.6615087040619
2292,5.5647,99.6615087040619
2293,5.5647,99.6615087040619
2294,5.5647,99.6615087040619
2295,5.5647,99.6615087040619
2296,5.5645,99.6579267855864
2297,5.5645,99.6579267855864
2298,5.5645,99.6579267855864
2299,5.5645,99.6579267855864
2300,5.5645,99.6579267855864
2301,5.5645,99.6579267855864
2302,5.5645,99.6579267855864
2303,5.5645,99.6579267855864
2304,5.5645,99.6579267855864
2305,5.5645,99.6579267855864
2306,5.5645,99.6579267855864
2307,5.5645,99.6579267855864
2308,5.5645,99.6579267855864
2309,5.5645,99.6579267855864
2310,5.5645,99.6579267855864
2311,5.5645,99.6579267855864
2312,5.5645,99.6579267855864
2313,5.5645,99.6579267855864
2314,5.5645,99.6579267855864
2315,5.5645,99.6579267855864
2316,5.5645,99.6579267855864
2317,5.5645,99.6579267855864
2318,5.5645,99.6579267855864
2319,5.5645,99.6579267855864
2320,5.5643,99.6543448671108
2321,5.5643,99.6543448671108
2322,5.5643,99.6543448671108
2323,5.5643,99.6543448671108
2324,5.5643,99.6543448671108
2325,5.5643,99.6543448671108
2326,5.5643,99.6543448671108
2327,5.5643,99.6543448671108
2328,5.5643,99.6543448671108
2329,5.5643,99.6543448671108
2330,5.5643,99.6543448671108
2331,5.5643,99.6543448671108
2332,5.5643,99.6543448671108
2333,5.5643,99.6543448671108
2334,5.5643,99.6543448671108
2335,5.5643,99.6543448671108
2336,5.5643,99.6543448671108
2337,5.5643,99.6543448671108
2338,5.5643,99.6543448671108
2339,5.5643,99.6543448671108
2340,5.5643,99.6543448671108
2341,5.5643,99.6543448671108
2342,5.5643,99.6543448671108
2343,5.5643,99.6543448671108
2344,5.5641,99.6507629486353
2345,5.5641,99.6507629486353
2346,5.5641,99.6507629486353
2347,5.5641,99.6507629486353
2348,5.5641,99.6507629486353
2349,5.5641,99.6507629486353
2350,5.5641,99.6507629486353
2351,5.5641,99.6507629486353
2352,5.5641,99.6507629486353
2353,5.5641,99.6507629486353
2354,5.5641,99.6507629486353
2355,5.5641,99.6507629486353
2356,5.5641,99.6507629486353
2357,5.5641,99.6507629486353
2358,5.5641,99.6507629486353
2359,5.5641,99.6507629486353
2360,5.5641,99.6507629486353
2361,5.5641,99.6507629486353
2362,5.5641,99.6507629486353
2363,5.5641,99.6507629486353
2364,5.5641,99.6507629486353
2365,5.5641,99.6507629486353
2366,5.5641,99.6507629486353
2367,5.5641,99.6507629486353
2368,5.5639,99.6471810301598
2369,5.5639,99.6471810301598
2370,5.5639,99.6471810301598
2371,5.5639,99.6471810301598
2372,5.5639,99.6471810301598
2373,5.5639,99.6471810301598
2374,5.5639,99.6471810301598
2375,5.5639,99.6471810301598
2376,5.5639,99.6471810301598
2377,5.5639,99.6471810301598
2378,5.5639,99.6471810301598
2379,5.5639,99.6471810301598
2380,5.5639,99.6471810301598
2381,5.5639,99.6471810301598
2382,5.5639,99.6471810301598
2383,5.5639,99.6471810301598
2384,5.5639,99.6471810301598
2385,5.5639,99.6471810301598
2386,5.5639,99.6471810301598
2387,5.5639,99.6471810301598
2388,5.5639,99.6471810301598
2389,5.5639,99.6471810301598
2390,5.5639,99.6471810301598
2391,5.5639,99.6471810301598
2392,5.5637,99.6435991116842
2393,5.5637,99.6435991116842
2394,5.5637,99.6435991116842
2395,5.5637,99.6435991116842
2396,5.5637,99.6435991116842
2397,5.5637,99.6435991116842
2398,5.5637,99.6435991116842
2399,5.5637,99.6435991116842
2400,5.5637,99.6435991116842
2401,5.5637,99.6435991116842
2402,5.5637,99.6435991116842
2403,5.5637,99.6435991116842
2404,5.5637,99.6435991116842
2405,5.5637,99.6435991116842
2406,5.5637,99.6435991116842
2407,5.5637,99.6435991116842
2408,5.5637,99.6435991116842
2409,5.5637,99.6435991116842
2410,5.5637,99.6435991116842
2411,5.5637,99.6435991116842
2412,5.5637,99.6435991116842
2413,5.5637,99.6435991116842
2414,5.5637,99.6435991116842
2415,5.5637,99.6435991116842
2416,5.5635,99.6400171932087
2417,5.5635,99.6400171932087
2418,5.5635,99.6400171932087
2419,5.5635,99.6400171932087
2420,5.5635,99.6400171932087
2421,5.5635,99.6400171932087
2422,5.5635,99.6400171932087
2423,5.5635,99.6400171932087
2424,5.5635,99.6400171932087
2425,5.5635,99.6400171932087
2426,5.5635,99.6400171932087
2427,5.5635,99.6400171932087
2428,5.5635,99.6400171932087
2429,5.5635,99.6400171932087
2430,5.5635,99.6400171932087
2431,5.5635,99.6400171932087
2432,5.5635,99.6400171932087
2433,5.5635,99.6400171932087
2434,5.5635,99.6400171932087
2435,5.5635,99.6400171932087
2436,5.5635,99.6400171932087
2437,5.5635,99.6400171932087
2438,5.5635,99.6400171932087
2439,5.5635,99.6400171932087
2440,5.5633,99.6364352747331
2441,5.5633,99.6364352747331
2442,5.5633,99.6364352747331
2443,5.5633,99.6364352747331
2444,5.5633,99.6364352747331
2445,5.5633,99.6364352747331
2446,5.5633,99.6364352747331
2447,5.5633,99.6364352747331
2448,5.5633,99.6364352747331
2449,5.5633,99.6364352747331
2450,5.5633,99.6364352747331
2451,5.5633,99.6364352747331
2452,5.5633,99.6364352747331
2453,5.5633,99.6364352747331
2454,5.5633,99.6364352747331
2455,5.5633,99.6364352747331
2456,5.5633,99.6364352747331
2457,5.5633,99.6364352747331
2458,5.5633,99.6364352747331
2459,5.5633,99.6364352747331
2460,5.5633,99.6364352747331
2461,5.5633,99.6364352747331
2462,5.5633,99.6364352747331
2463,5.5633,99.6364352747331
2464,5.5631,99.6328533562576
2465,5.5631,99.6328533562576
2466,5.5631,99.6328533562576
2467,5.5631,99.6328533562576
2468,5.5631,99.6328533562576
2469,5.5631,99.6328533562576
2470,5.5631,99.6328533562576
2471,5.5631,99.6328533562576
2472,5.5631,99.6328533562576
2473,5.5631,99.6328533562576
2474,5.5631,99.6328533562576
2475,5.5631,99.6328533562576
2476,5.5631,99.6328533562576
2477,5.5631,99.6328533562576
2478,5.5631,99.6328533562576
2479,5.5631,99.6328533562576
2480,5.5631,99.6328533562576
2481,5.5631,99.6328533562576
2482,5.5631,99.6328533562576
2483,5.5631,99.6328533562576
2484,5.5631,99.6328533562576
2485,5.5631,99.6328533562576
2486,5.5631,99.6328533562576
2487,5.5631,99.6328533562576
2488,5.5629,99.6292714377821
2489,5.5629,99.6292714377821
2490,5.5629,99.6292714377821
2491,5.5629,99.6292714377821
2492,5.5629,99.6292714377821
2493,5.5629,99.6292714377821
2494,5.5629,99.6292714377821
2495,5.5629,99.6292714377821
2496,5.5629,99.6292714377821
2497,5.5629,99.6292714377821
2498,5.5629,99.6292714377821
2499,5.5629,99.6292714377821
2500,5.5629,99.6292714377821
2501,5.5629,99.6292714377821
2502,5.5629,99.6292714377821
2503,5.5629,99.6292714377821
2504,5.5629,99.6292714377821
2505,5.5629,99.6292714377821
2506,5.5629,99.6292714377821
2507,5.5629,99.6292714377821
2508,5.5629,99.6292714377821
2509,5.5629,99.6292714377821
2510,5.5629,99.6292714377821
2511,5.5629,99.6292714377821
2512,5.5627,99.6256895193065
2513,5.5627,99.6256895193065
2514,5.5627,99.6256895193065
2515,5.5627,99.6256895193065
2516,5.5627,99.6256895193065
2517,5.5627,99.6256895193065
2518,5.5627,99.6256895193065
2519,5.5627,99.6256895193065
2520,5.5627,99.6256895193065
2521,5.5627,99.6256895193065
2522,5.5627,99.6256895193065
2523,5.5627,99.6256895193065
2524,5.5627,99.6256895193065
2525,5.5627,99.6256895193065
2526,5.5627,99.6256895193065
2527,5.5627,99.6256895193065
2528,5.5627,99.6256895193065
2529,5.5627,99.6256895193065
2530,5.5627,99.6256895193065
2531,5.5627,99.6256895193065
2532,5.5627,99.6256895193065
2533,5.5627,99.6256895193065
2534,5.5627,99.6256895193065
2535,5.5627,99.6256895193065
2536,5.5625,99.622107600831
2537,5.5625,99.622107600831
2538,5.5625,99.622107600831
2539,5.5625,99.622107600831
2540,5.5625,99.622107600831
2541,5.5625,99.622107600831
2542,5.5625,99.622107600831
2543,5.5625,99.622107600831
2544,5.5625,99.622107600831
2545,5.5625,99.622107600831
2546,5.5625,99.622107600831
2547,5.5625,99.622107600831
2548,5.5625,99.622107600831
2549,5.5625,99.622107600831
2550,5.5625,99.622107600831
2551,5.5625,99.622107600831
2552,5.5625,99.622107600831
2553,5.5625,99.622107600831
2554,5.5625,99.622107600831
2555,5.5625,99.622107600831
2556,5.5625,99.622107600831
2557,5.5625,99.622107600831
2558,5.5625,99.622107600831
2559,5.5625,99.622107600831
2560,5.5623,99.6185256823555
2561,5.5623,99.6185256823555
2562,5.5623,99.6185256823555
2563,5.5623,99.6185256823555
2564,5.5623,99.6185256823555
2565,5.5623,99.6185256823555
2566,5.5623,99.6185256823555
2567,5.5623,99.6185256823555
2568,5.5623,99.6185256823555
2569,5.5623,99.6185256823555
2570,5.5623,99.6185256823555
2571,5.5623,99.6185256823555
2572,5.5623,99.6185256823555
2573,5.5623,99.6185256823555
2574,5.5623,99.6185256823555
2575,5.5623,99.6185256823555
2576,5.5623,99.6185256823555
2577,5.5623,99.6185256823555
2578,5.5623,99.6185256823555
2579,5.5623,99.6185256823555
2580,5.5623,99.6185256823555
2581,5.5623,99.6185256823555
2582,5.5623,99.6185256823555
2583,5.5623,99.6185256823555
2584,5.5621,99.6149437638799
2585,5.5621,99.6149437638799
2586,5.5621,99.6149437638799
2587,5.5621,99.6149437638799
2588,5.5621,99.6149437638799
2589,5.5621,99.6149437638799
2590,5.5621,99.6149437638799
2591,5.5621,99.6149437638799
2592,5.5621,99.6149437638799
2593,5.5621,99.6149437638799
2594,5.5621,99.6149437638799
2595,5.5621,99.6149437638799
2596,5.5621,99.6149437638799
2597,5.5621,99.6149437638799
2598,5.5621,99.6149437638799
2599,5.5621,99.6149437638799
2600,5.5621,99.6149437638799
2601,5.5621,99.6149437638799
2602,5.5621,99.6149437638799
2603,5.5621,99.6149437638799
2604,5.5621,99.6149437638799
2605,5.5621,99.6149437638799
2606,5.5621,99.6149437638799
2607,5.5621,99.6149437638799
2608,5.5619,99.6113618454044
2609,5.5619,99.6113618454044
2610,5.5619,99.6113618454044
2611,5.5619,99.6113618454044
2612,5.5619,99.6113618454044
2613,5.5619,99.6113618454044
2614,5.5619,99.6113618454044
2615,5.5619,99.6113618454044
2616,5.5619,99.6113618454044
2617,5.5619,99.6113618454044
2618,5.5619,99.6113618454044
2619,5.5619,99.6113618454044
2620,5.5619,99.6113618454044
2621,5.5619,99.6113618454044
2622,5.5619,99.6113618454044
2623,5.5619,99.6113618454044
2624,5.5619,99.6113618454044
2625,5.5619,99.6113618454044
2626,5.5619,99.6113618454044
2627,5.5619,99.6113618454044
2628,5.5619,99.6113618454044
2629,5.5619,99.6113618454044
2630,5.5619,99.6113618454044
2631,5.5619,99.6113618454044
2632,5.5617,99.6077799269289
2633,5.5617,99.6077799269289
2634,5.5617,99.6077799269289
2635,5.5617,99.6077799269289
2636,5.5617,99.6077799269289
2637,5.5617,99.6077799269289
2638,5.5617,99.6077799269289
2639,5.5617,99.6077799269289
2640,5.5617,99.6077799269289
2641,5.5617,99.6077799269289
2642,5.5617,99.6077799269289
2643,5.5617,99.6077799269289
2644,5.5617,99.6077799269289
2645,5.5617,99.6077799269289
2646,5.5617,99.6077799269289
2647,5.5617,99.6077799269289
2648,5.5617,99.6077799269289
2649,5.5617,99.6077799269289
2650,5.5617,99.6077799269289
2651,5.5617,99.6077799269289
2652,5.5617,99.6077799269289
2653,5.5617,99.6077799269289
2654,5.5617,99.6077799269289
2655,5.5617,99.6077799269289
2656,5.5615,99.6041980084533
2657,5.5615,99.6041980084533
2658,5.5615,99.6041980084533
2659,5.5615,99.6041980084533
2660,5.5615,99.6041980084533
2661,5.5615,99.6041980084533
2662,5.5615,99.6041980084533
2663,5.5615,99.6041980084533
2664,5.5615,99.6041980084533
2665,5.5615,99.6041980084533
2666,5.5615,99.6041980084533
2667,5.5615,99.6041980084533
2668,5.5615,99.6041980084533
2669,5.5615,99.6041980084533
2670,5.5615,99.6041980084533
2671,5.5615,99.6041980084533
2672,5.5615,99.6041980084533
2673,5.5615,99.6041980084533
2674,5.5615,99.6041980084533
2675,5.5615,99.6041980084533
2676,5.5615,99.6041980084533
2677,5.5615,99.6041980084533
2678,5.5615,99.6041980084533
2679,5.5615,99.6041980084533
2680,5.5613,99.6006160899778
2681,5.5613,99.6006160899778
2682,5.5613,99.6006160899778
2683,5.5613,99.6006160899778
2684,5.5613,99.6006160899778
2685,5.5613,99.6006160899778
2686,5.5613,99.6006160899778
2687,5.5613,99.6006160899778
2688,5.5613,99.6006160899778
2689,5.5613,99.6006160899778
2690,5.5613,99.6006160899778
2691,5.5613,99.6006160899778
2692,5.5613,99.6006160899778
2693,5.5613,99.6006160899778
2694,5.5613,99.6006160899778
2695,5.5613,99.6006160899778
2696,5.5613,99.6006160899778
2697,5.5613,99.6006160899778
2698,5.5613,99.6006160899778
2699,5.5613,99.6006160899778
2700,5.5613,99.6006160899778
2701,5.5613,99.6006160899778
2702,5.5613,99.6006160899778
2703,5.5613,99.6006160899778
2704,5.5611,99.5970341715023
2705,5.5611,99.5970341715023
2706,5.5611,99.5970341715023
2707,5.5611,99.5970341715023
2708,5.5611,99.5970341715023
2709,5.5611,99.5970341715023
2710,5.5611,99.5970341715023
2711,5.5611,99.5970341715023
2712,5.5611,99.5970341715023
2713,5.5611,99.5970341715023
2714,5.5611,99.5970341715023
2715,5.5611,99.5970341715023
2716,5.5611,99.5970341715023
2717,5.5611,99.5970341715023
2718,5.5611,99.5970341715023
2719,5.5611,99.5970341715023
2720,5.5611,99.5970341715023
2721,5.5611,99.5970341715023
2722,5.5611,99.5970341715023
2723,5.5611,99.5970341715023
2724,5.5611,99.5970341715023
2725,5.5611,99.5970341715023
2726,5.5611,99.5970341715023
2727,5.5611,99.5970341715023
2728,5.5609,99.5934522530267
2729,5.5609,99.5934522530267
2730,5.5609,99.5934522530267
2731,5.5609,99.5934522530267
2732,5.5609,99.5934522530267
2733,5.5609,99.5934522530267
2734,5.5609,99.5934522530267
2735,5.5609,99.5934522530267
2736,5.5609,99.5934522530267
2737,5.5609,99.5934522530267
2738,5.5609,99.5934522530267
2739,5.5609,99.5934522530267
2740,5.5609,99.5934522530267
2741,5.5609,99.5934522530267
2742,5.5609,99.5934522530267
2743,5.5609,99.5934522530267
2744,5.5609,99.5934522530267
2745,5.5609,99.5934522530267
2746,5.5609,99.5934522530267
2747,5.5609,99.5934522530267
2748,5.5609,99.5934522530267
2749,5.5609,99.5934522530267
2750,5.5609,99.5934522530267
2751,5.5609,99.5934522530267
2752,5.5607,99.5898703345512
2753,5.5607,99.5898703345512
2754,5.5607,99.5898703345512
2755,5.5607,99.5898703345512
2756,5.5607,99.5898703345512
2757,5.5607,99.5898703345512
2758,5.5607,99.5898703345512
2759,5.5607,99.5898703345512
2760,5.5607,99.5898703345512
2761,5.5607,99.5898703345512
2762,5.5607,99.5898703345512
2763,5.5607,99.5898703345512
2764,5.5607,99.5898703345512
2765,5.5607,99.5898703345512
2766,5.5607,99.5898703345512
2767,5.5607,99.5898703345512
2768,5.5607,99.5898703345512
2769,5.5607,99.5898703345512
2770,5.5607,99.5898703345512
2771,5.5607,99.5898703345512
2772,5.5607,99.5898703345512
2773,5.5607,99.5898703345512
2774,5.5607,99.5898703345512
2775,5.5607,99.5898703345512
2776,5.5605,99.5862884160757
2777,5.5605,99.5862884160757
2778,5.5605,99.5862884160757
2779,5.5605,99.5862884160757
2780,5.5605,99.5862884160757
2781,5.5605,99.5862884160757
2782,5.5605,99.5862884160757
2783,5.5605,99.5862884160757
2784,5.5605,99.5862884160757
2785,5.5605,99.5862884160757
2786,5.5605,99.5862884160757
2787,5.5605,99.5862884160757
2788,5.5605,99.5862884160757
2789,5.5605,99.5862884160757
2790,5.5605,99.5862884160757
2791,5.5605,99.5862884160757
2792,5.5605,99.5862884160757
2793,5.5605,99.5862884160757
2794,5.5605,99.5862884160757
2795,5.5605,99.5862884160757
2796,5.5605,99.5862884160757
2797,5.5605,99.5862884160757
2798,5.5605,99.5862884160757
2799,5.5605,99.5862884160757
2800,5.5603,99.5827064976001
2801,5.5603,99.5827064976001
2802,5.5603,99.5827064976001
2803,5.5603,99.5827064976001
2804,5.5603,99.5827064976001
2805,5.5603,99.5827064976001
2806,5.5603,99.5827064976001
2807,5.5603,99.5827064976001
2808,5.5603,99.5827064976001
2809,5.5603,99.5827064976001
2810,5.5603,99.5827064976001
2811,5.5603,99.5827064976001
2812,5.5603,99.5827064976001
2813,5.5603,99.5827064976001
2814,5.5603,99.5827064976001
2815,5.5603,99.5827064976001
2816,5.5603,99.5827064976001
2817,5.5603,99.5827064976001
2818,5.5603,99.5827064976001
2819,5.5603,99.5827064976001
2820,5.5603,99.5827064976001
2821,5.5603,99.5827064976001
2822,5.5603,99.5827064976001
2823,5.5603,99.5827064976001
2824,5.5601,99.5791245791246
2825,5.5601,99.5791245791246
2826,5.5601,99.5791245791246
2827,5.5601,99.5791245791246
2828,5.5601,99.5791245791246
2829,5.5601,99.5791245791246
2830,5.5601,99.5791245791246
2831,5.5601,99.5791245791246
2832,5.5601,99.5791245791246
2833,5.5601,99.5791245791246
2834,5.5601,99.5791245791246
2835,5.5601,99.5791245791246
2836,5.5601,99.5791245791246
2837,5.5601,99.5791245791246
2838,5.5601,99.5791245791246
2839,5.5601,99.5791245791246
2840,5.5601,99.5791245791246
2841,5.5601,99.5791245791246
2842,5.5601,99.5791245791246
2843,5.5601,99.5791245791246
2844,5.5601,99.5791245791246
2845,5.5601,99.5791245791246
2846,5.5601,99.5791245791246
2847,5.5601,99.5791245791246
2848,5.5599,99.575542660649
2849,5.5599,99.575542660649
2850,5.5599,99.575542660649
2851,5.5599,99.575542660649
2852,5.5599,99.575542660649
2853,5.5599,99.575542660649
2854,5.5599,99.575542660649
2855,5.5599,99.575542660649
2856,5.5599,99.575542660649
2857,5.5599,99.575542660649
2858,5.5599,99.575542660649
2859,5.5599,99.575542660649
2860,5.5599,99.575542660649
2861,5.5599,99.575542660649
2862,5.5599,99.575542660649
2863,5.5599,99.575542660649
2864,5.5599,99.575542660649
2865,5.5599,99.575542660649
2866,5.5599,99.575542660649
2867,5.5599,99.575542660649
2868,5.5599,99.575542660649
2869,5.5599,99.575542660649
2870,5.5599,99.575542660649
2871,5.5599,99.575542660649
2872,5.5597,99.5719607421735
2873,5.5597,99.5719607421735
2874,5.5597,99.5719607421735
2875,5.5597,99.5719607421735
2876,5.5597,99.5719607421735
2877,5.5597,99.5719607421735
2878,5.5597,99.5719607421735
2879,5.5597,99.5719607421735
2880,5.5597,99.5719607421735
2881,5.5597,99.5719607421735
2882,5.5597,99.5719607421735
2883,5.5597,99.5719607421735
2884,5.5597,99.5719607421735
2885,5.5597,99.5719607421735
2886,5.5597,99.5719607421735
2887,5.5597,99.5719607421735
2888,5.5597,99.5719607421735
2889,5.5597,99.5719607421735
2890,5.5597,99.5719607421735
2891,5.5597,99.5719607421735
2892,5.5597,99.5719607421735
2893,5.5597,99.5719607421735
2894,5.5597,99.5719607421735
2895,5.5597,99.5719607421735
2896,5.5595,99.568378823698
2897,5.5595,99.568378823698
2898,5.5595,99.568378823698
2899,5.5595,99.568378823698
2900,5.5595,99.568378823698
2901,5.5595,99.568378823698
2902,5.5595,99.568378823698
2903,5.5595,99.568378823698
2904,5.5595,99.568378823698
2905,5.5595,99.568378823698
2906,5.5595,99.568378823698
2907,5.5595,99.568378823698
2908,5.5595,99.568378823698
2909,5.5595,99.568378823698
2910,5.5595,99.568378823698
2911,5.5595,99.568378823698
2912,5.5595,99.568378823698
2913,5.5595,99.568378823698
2914,5.5595,99.568378823698
2915,5.5595,99.568378823698
2916,5.5595,99.568378823698
2917,5.5595,99.568378823698
2918,5.5595,99.568378823698
2919,5.5595,99.568378823698
2920,5.5593,99.5647969052225
2921,5.5593,99.5647969052225
2922,5.5593,99.5647969052225
2923,5.5593,99.5647969052225
2924,5.5593,99.5647969052225
2925,5.5593,99.5647969052225
2926,5.5593,99.5647969052225
2927,5.5593,99.5647969052225
2928,5.5593,99.5647969052225
2929,5.5593,99.5647969052225
2930,5.5593,99.5647969052225
2931,5.5593,99.5647969052225
2932,5.5593,99.5647969052225
2933,5.5593,99.5647969052225
2934,5.5593,99.5647969052225
2935,5.5593,99.5647969052225
2936,5.5593,99.5647969052225
2937,5.5593,99.5647969052225
2938,5.5593,99.5647969052225
2939,5.5593,99.5647969052225
2940,5.5593,99.5647969052225
2941,5.5593,99.5647969052225
2942,5.5593,99.5647969052225
2943,5.5593,99.5647969052225
2944,5.5591,99.5612149867469
2945,5.5591,99.5612149867469
2946,5.5591,99.5612149867469
2947,5.5591,99.5612149867469
2948,5.5591,99.5612149867469
2949,5.5591,99.5612149867469
2950,5.5591,99.5612149867469
2951,5.5591,99.5612149867469
2952,5.5591,99.5612149867469
2953,5.5591,99.5612149867469
2954,5.5591,99.5612149867469
2955,5.5591,99.5612149867469
2956,5.5591,99.5612149867469
2957,5.5591,99.5612149867469
2958,5.5591,99.5612149867469
2959,5.5591,99.5612149867469
2960,5.5591,99.5612149867469
2961,5.5591,99.5612149867469
2962,5.5591,99.5612149867469
2963,5.5591,99.5612149867469
2964,5.5591,99.5612149867469
2965,5.5591,99.5612149867469
2966,5.5591,99.5612149867469
2967,5.5591,99.5612149867469
2968,5.5589,99.5576330682714
2969,5.5589,99.5576330682714
2970,5.5589,99.5576330682714
2971,5.5589,99.5576330682714
2972,5.5589,99.5576330682714
2973,5.5589,99.5576330682714
2974,5.5589,99.5576330682714
2975,5.5589,99.5576330682714
2976,5.5589,99.5576330682714
2977,5.5589,99.5576330682714
2978,5.5589,99.5576330682714
2979,5.5589,99.5576330682714
2980,5.5589,99.5576330682714
2981,5.5589,99.5576330682714
2982,5.5589,99.5576330682714
2983,5.5589,99.5576330682714
2984,5.5589,99.5576330682714
2985,5.5589,99.5576330682714
2986,5.5589,99.5576330682714
2987,5.5589,99.5576330682714
2988,5.5589,99.5576330682714
2989,5.5589,99.5576330682714
2990,5.5589,99.5576330682714
2991,5.5589,99.5576330682714
2992,5.5587,99.5540511497958
2993,5.5587,99.5540511497958
2994,5.5587,99.5540511497958
2995,5.5587,99.5540511497958
2996,5.5587,99.5540511497958
2997,5.5587,99.5540511497958
2998,5.5587,99.5540511497958
2999,5.5587,99.5540511497958
3000,5.5587,99.5540511497958
3001,5.5587,99.5540511497958
3002,5.5587,99.5540511497958
3003,5.5587,99.5540511497958
3004,5.5587,99.5540511497958
3005,5.5587,99.5540511497958
3006,5.5587,99.5540511497958
3007,5.5587,99.5540511497958
3008,5.5587,99.5540511497958
3009,5.5587,99.5540511497958
3010,5.5587,99.5540511497958
3011,5.5587,99.5540511497958
3012,5.5587,99.5540511497958
3013,5.5587,99.5540511497958
3014,5.5587,99.5540511497958
3015,5.5587,99.5540511497958
3016,5.5585,99.5504692313203
3017,5.5585,99.5504692313203
3018,5.5585,99.5504692313203
3019,5.5585,99.5504692313203
3020,5.5585,99.5504692313203
3021,5.5585,99.5504692313203
3022,5.5585,99.5504692313203
3023,5.5585,99.5504692313203
3024,5.5585,99.5504692313203
3025,5.5585,99.5504692313203
3026,5.5585,99.5504692313203
3027,5.5585,99.5504692313203
3028,5.5585,99.5504692313203
3029,5.5585,99.5504692313203
3030,5.5585,99.5504692313203
3031,5.5585,99.5504692313203
3032,5.5585,99.5504692313203
3033,5.5585,99.5504692313203
3034,5.5585,99.5504692313203
3035,5.5585,99.5504692313203
3036,5.5585,99.5504692313203
3037,5.5585,99.5504692313203
3038,5.5585,99.5504692313203
