P2,P1,E,Pch,Pdis,Demand,Emax,SolarGen,Pdumped
1.81,17.48,47.52,0.0,13.51,32.81,119.87,0.0,3.31
1.79,18.75,33.67,0.0,7.31,27.85,119.87,0.0,3.31
1.73,18.43,26.16,0.0,2.73,22.89,119.87,0.0,3.31
1.67,17.54,23.37,0.0,1.0,20.22,119.87,0.0,3.31
1.64,16.68,22.34,0.0,0.75,19.08,119.87,0.0,3.31
1.62,15.98,21.57,0.0,0.71,18.31,119.87,0.0,3.31
1.59,15.23,20.84,0.0,0.73,17.55,119.87,0.0,3.31
1.58,15.15,20.09,0.0,0.81,17.55,119.87,0.0,3.31
1.57,15.03,19.25,0.0,0.95,17.55,119.87,0.0,3.31
1.61,17.57,18.28,0.0,1.41,20.6,119.87,0.0,3.31
1.56,17.48,16.83,0.0,2.41,22.89,119.87,1.44,3.31
1.31,10.13,14.36,0.0,2.74,26.24,119.87,12.06,3.31
0.39,0.55,11.55,0.0,1.51,27.47,119.87,25.02,3.31
0.0,0.0,10.0,9.05,0.0,27.85,119.87,36.9,3.31
0.0,0.0,17.08,16.88,0.0,29.38,119.87,46.26,3.31
0.0,0.0,31.22,22.2,0.0,29.76,119.87,51.96,3.31
0.0,0.0,50.25,25.33,0.0,28.61,119.87,53.94,3.31
0.0,0.0,72.22,25.3,0.0,25.94,119.87,51.24,3.31
0.0,0.0,94.27,19.34,0.0,25.18,119.87,44.52,3.31
0.0,0.0,110.41,9.7,0.0,24.8,119.87,34.5,3.31
0.59,0.6,119.87,0.0,1.85,25.18,119.87,22.14,3.31
1.65,1.24,117.98,0.0,18.98,31.28,119.87,9.42,3.31
1.89,6.83,98.51,0.0,29.07,38.15,119.87,0.36,3.31
1.83,14.53,68.7,0.0,20.65,37.01,119.87,0.0,3.31
1.81,17.48,47.52,0.0,13.51,32.81,119.87,0.0,3.31
1.79,18.75,33.67,0.0,7.31,27.85,119.87,0.0,3.31
1.73,18.43,26.16,0.0,2.73,22.89,119.87,0.0,3.31
1.67,17.54,23.37,0.0,1.0,20.22,119.87,0.0,3.31
1.64,16.68,22.34,0.0,0.75,19.08,119.87,0.0,3.31
1.62,15.98,21.57,0.0,0.71,18.31,119.87,0.0,3.31
1.59,15.23,20.84,0.0,0.73,17.55,119.87,0.0,3.31
1.58,15.15,20.09,0.0,0.81,17.55,119.87,0.0,3.31
1.57,15.03,19.25,0.0,0.95,17.55,119.87,0.0,3.31
1.61,17.57,18.28,0.0,1.41,20.6,119.87,0.0,3.31
1.56,17.48,16.83,0.0,2.41,22.89,119.87,1.44,3.31
1.31,10.13,14.36,0.0,2.74,26.24,119.87,12.06,3.31
0.39,0.55,11.55,0.0,1.51,27.47,119.87,25.02,3.31
0.0,0.0,10.0,9.05,0.0,27.85,119.87,36.9,3.31
0.0,0.0,17.08,16.88,0.0,29.38,119.87,46.26,3.31
0.0,0.0,31.22,22.2,0.0,29.76,119.87,51.96,3.31
0.0,0.0,50.24,25.33,0.0,28.61,119.87,53.94,3.31
0.0,0.0,72.22,25.3,0.0,25.94,119.87,51.24,3.31
0.0,0.0,94.27,19.34,0.0,25.18,119.87,44.52,3.31
0.0,0.0,110.41,9.7,0.0,24.8,119.87,34.5,3.31
0.59,0.6,119.87,0.0,1.85,25.18,119.87,22.14,3.31
1.65,1.24,117.97,0.0,18.98,31.28,119.87,9.42,3.31
1.89,6.83,98.51,0.0,29.07,38.15,119.87,0.36,3.31
1.83,14.53,68.7,0.0,20.65,37.01,119.87,0.0,3.31
1.81,17.49,47.52,0.0,13.51,32.81,119.87,0.0,3.31
1.79,18.75,33.66,0.0,7.31,27.85,119.87,0.0,3.31
1.73,18.43,26.16,0.0,2.73,22.89,119.87,0.0,3.31
1.67,17.54,23.37,0.0,1.0,20.22,119.87,0.0,3.31
1.64,16.68,22.34,0.0,0.75,19.08,119.87,0.0,3.31
1.62,15.98,21.57,0.0,0.71,18.31,119.87,0.0,3.31
1.59,15.23,20.84,0.0,0.73,17.55,119.87,0.0,3.31
1.58,15.15,20.09,0.0,0.81,17.55,119.87,0.0,3.31
1.57,15.03,19.26,0.0,0.95,17.55,119.87,0.0,3.31
1.61,17.57,18.28,0.0,1.41,20.6,119.87,0.0,3.31
1.56,17.48,16.83,0.0,2.41,22.89,119.87,1.44,3.31
1.31,10.13,14.36,0.0,2.74,26.24,119.87,12.06,3.31
0.39,0.55,11.55,0.0,1.51,27.47,119.87,25.02,3.31
0.0,0.0,10.0,9.05,0.0,27.85,119.87,36.9,3.31
0.0,0.0,17.08,16.88,0.0,29.38,119.87,46.26,3.31
0.0,0.0,31.22,22.2,0.0,29.76,119.87,51.96,3.31
0.0,0.0,50.24,25.33,0.0,28.61,119.87,53.94,3.31
0.0,0.0,72.22,25.3,0.0,25.94,119.87,51.24,3.31
0.0,0.0,94.27,19.34,0.0,25.18,119.87,44.52,3.31
0.0,0.0,110.41,9.7,0.0,24.8,119.87,34.5,3.31
0.59,0.6,119.87,0.0,1.85,25.18,119.87,22.14,3.31
1.65,1.24,117.97,0.0,18.98,31.28,119.87,9.42,3.31
1.89,6.83,98.51,0.0,29.07,38.15,119.87,0.36,3.31
1.83,14.53,68.69,0.0,20.65,37.01,119.86,0.0,3.31
1.81,17.49,47.52,0.0,13.51,32.81,119.86,0.0,3.31
1.79,18.75,33.66,0.0,7.31,27.85,119.86,0.0,3.31
1.73,18.43,26.16,0.0,2.73,22.89,119.86,0.0,3.31
1.67,17.54,23.36,0.0,1.0,20.22,119.86,0.0,3.31
1.64,16.68,22.34,0.0,0.75,19.08,119.86,0.0,3.31
1.62,15.98,21.57,0.0,0.71,18.31,119.86,0.0,3.31
1.59,15.23,20.84,0.0,0.73,17.55,119.86,0.0,3.31
1.58,15.15,20.09,0.0,0.81,17.55,119.86,0.0,3.31
1.57,15.03,19.26,0.0,0.95,17.55,119.86,0.0,3.31
1.61,17.57,18.28,0.0,1.41,20.6,119.86,0.0,3.31
1.56,17.48,16.83,0.0,2.41,22.89,119.86,1.44,3.31
1.31,10.13,14.36,0.0,2.74,26.24,119.86,12.06,3.31
0.39,0.55,11.55,0.0,1.51,27.47,119.86,25.02,3.31
0.0,0.0,10.0,9.05,0.0,27.85,119.86,36.9,3.31
0.0,0.0,17.08,16.88,0.0,29.38,119.86,46.26,3.31
0.0,0.0,31.21,22.2,0.0,29.76,119.86,51.96,3.31
0.0,0.0,50.24,25.33,0.0,28.61,119.86,53.94,3.31
0.0,0.0,72.21,25.3,0.0,25.94,119.86,51.24,3.31
0.0,0.0,94.26,19.34,0.0,25.18,119.86,44.52,3.31
0.0,0.0,110.4,9.7,0.0,24.8,119.86,34.5,3.31
0.59,0.6,119.86,0.0,1.85,25.18,119.86,22.14,3.31
1.65,1.24,117.97,0.0,18.98,31.28,119.86,9.42,3.31
1.89,6.83,98.5,0.0,29.07,38.15,119.86,0.36,3.31
1.83,14.53,68.69,0.0,20.64,37.01,119.86,0.0,3.31
1.81,17.49,47.52,0.0,13.51,32.81,119.86,0.0,3.31
1.79,18.75,33.66,0.0,7.31,27.85,119.86,0.0,3.31
1.73,18.43,26.16,0.0,2.73,22.89,119.86,0.0,3.31
1.67,17.54,23.36,0.0,1.0,20.22,119.86,0.0,3.31
1.64,16.69,22.34,0.0,0.75,19.08,119.86,0.0,3.31
1.62,15.98,21.57,0.0,0.71,18.31,119.86,0.0,3.31
1.59,15.23,20.84,0.0,0.73,17.55,119.86,0.0,3.31
1.58,15.15,20.09,0.0,0.81,17.55,119.86,0.0,3.31
1.57,15.03,19.26,0.0,0.95,17.55,119.86,0.0,3.31
1.61,17.57,18.28,0.0,1.41,20.6,119.86,0.0,3.31
1.56,17.48,16.83,0.0,2.41,22.89,119.86,1.44,3.31
1.31,10.13,14.36,0.0,2.74,26.24,119.86,12.06,3.31
0.39,0.55,11.55,0.0,1.51,27.47,119.86,25.02,3.31
0.0,0.0,10.0,9.05,0.0,27.85,119.86,36.9,3.31
0.0,0.0,17.08,16.88,0.0,29.38,119.86,46.26,3.31
0.0,0.0,31.21,22.2,0.0,29.76,119.86,51.96,3.31
0.0,0.0,50.24,25.33,0.0,28.61,119.86,53.94,3.31
0.0,0.0,72.21,25.3,0.0,25.94,119.86,51.24,3.31
0.0,0.0,94.26,19.34,0.0,25.18,119.86,44.52,3.31
0.0,0.0,110.4,9.7,0.0,24.8,119.86,34.5,3.31
0.59,0.6,119.86,0.0,1.85,25.18,119.86,22.14,3.31
1.65,1.24,117.96,0.0,18.98,31.28,119.86,9.42,3.31
1.89,6.83,98.5,0.0,29.07,38.15,119.86,0.36,3.31
1.83,14.53,68.69,0.0,20.64,37.01,119.86,0.0,3.31
1.81,17.49,47.52,0.0,13.51,32.81,119.86,0.0,3.31
1.79,18.75,33.66,0.0,7.31,27.85,119.86,0.0,3.31
1.73,18.43,26.16,0.0,2.73,22.89,119.86,0.0,3.31
1.67,17.54,23.36,0.0,1.0,20.22,119.86,0.0,3.31
1.64,16.69,22.34,0.0,0.75,19.08,119.86,0.0,3.31
1.62,15.98,21.57,0.0,0.71,18.31,119.86,0.0,3.31
1.59,15.23,20.84,0.0,0.73,17.55,119.86,0.0,3.31
1.58,15.15,20.09,0.0,0.81,17.55,119.86,0.0,3.31
1.57,15.03,19.26,0.0,0.95,17.55,119.86,0.0,3.31
1.61,17.57,18.28,0.0,1.41,20.6,119.86,0.0,3.31
1.56,17.48,16.83,0.0,2.41,22.89,119.86,1.44,3.31
1.31,10.13,14.36,0.0,2.74,26.24,119.86,12.06,3.31
0.39,0.55,11.55,0.0,1.51,27.47,119.86,25.02,3.31
0.0,0.0,10.0,9.05,0.0,27.85,119.86,36.9,3.31
0.0,0.0,17.08,16.88,0.0,29.38,119.86,46.26,3.31
0.0,0.0,31.21,22.2,0.0,29.76,119.86,51.96,3.31
0.0,0.0,50.24,25.33,0.0,28.61,119.86,53.94,3.31
0.0,0.0,72.21,25.3,0.0,25.94,119.86,51.24,3.31
0.0,0.0,94.26,19.34,0.0,25.18,119.86,44.52,3.31
0.0,0.0,110.4,9.7,0.0,24.8,119.86,34.5,3.31
0.59,0.6,119.86,0.0,1.85,25.18,119.86,22.14,3.31
1.65,1.24,117.96,0.0,18.98,31.28,119.86,9.42,3.31
1.89,6.83,98.5,0.0,29.07,38.15,119.86,0.36,3.31
1.83,14.53,68.69,0.0,20.64,37.01,119.86,0.0,3.31
1.81,17.49,47.51,0.0,13.51,32.81,119.86,0.0,3.31
1.79,18.75,33.66,0.0,7.31,27.85,119.85,0.0,3.31
1.73,18.43,26.16,0.0,2.73,22.89,119.85,0.0,3.31
1.67,17.54,23.36,0.0,1.0,20.22,119.85,0.0,3.31
1.64,16.69,22.34,0.0,0.75,19.08,119.85,0.0,3.31
1.62,15.98,21.57,0.0,0.71,18.31,119.85,0.0,3.31
1.59,15.23,20.84,0.0,0.73,17.55,119.85,0.0,3.31
1.58,15.15,20.09,0.0,0.81,17.55,119.85,0.0,3.31
1.57,15.03,19.26,0.0,0.95,17.55,119.85,0.0,3.31
1.61,17.57,18.28,0.0,1.41,20.6,119.85,0.0,3.31
1.56,17.48,16.83,0.0,2.41,22.89,119.85,1.44,3.31
1.31,10.13,14.36,0.0,2.74,26.24,119.85,12.06,3.31
0.39,0.55,11.55,0.0,1.51,27.47,119.85,25.02,3.31
0.0,0.0,10.0,9.05,0.0,27.85,119.85,36.9,3.31
0.0,0.0,17.08,16.88,0.0,29.38,119.85,46.26,3.31
0.0,0.0,31.21,22.2,0.0,29.76,119.85,51.96,3.31
0.0,0.0,50.24,25.33,0.0,28.61,119.85,53.94,3.31
0.0,0.0,72.21,25.3,0.0,25.94,119.85,51.24,3.31
0.0,0.0,94.25,19.34,0.0,25.18,119.85,44.52,3.31
0.0,0.0,110.39,9.7,0.0,24.8,119.85,34.5,3.31
0.59,0.6,119.85,0.0,1.85,25.18,119.85,22.14,3.31
1.65,1.24,117.96,0.0,18.98,31.28,119.85,9.42,3.31
1.89,6.83,98.49,0.0,29.06,38.15,119.85,0.36,3.31
1.83,14.54,68.68,0.0,20.64,37.01,119.85,0.0,3.31
1.81,17.49,47.51,0.0,13.51,32.81,119.85,0.0,3.31
1.79,18.75,33.66,0.0,7.31,27.85,119.85,0.0,3.31
1.73,18.44,26.16,0.0,2.73,22.89,119.85,0.0,3.31
1.67,17.54,23.36,0.0,1.0,20.22,119.85,0.0,3.31
1.64,16.69,22.34,0.0,0.75,19.08,119.85,0.0,3.31
1.62,15.98,21.57,0.0,0.71,18.31,119.85,0.0,3.31
1.59,15.23,20.84,0.0,0.73,17.55,119.85,0.0,3.31
1.58,15.15,20.09,0.0,0.81,17.55,119.85,0.0,3.31
1.57,15.03,19.26,0.0,0.95,17.55,119.85,0.0,3.31
1.61,17.57,18.28,0.0,1.41,20.6,119.85,0.0,3.31
1.56,17.48,16.83,0.0,2.41,22.89,119.85,1.44,3.31
1.31,10.13,14.36,0.0,2.74,26.24,119.85,12.06,3.31
0.39,0.55,11.55,0.0,1.51,27.47,119.85,25.02,3.31
0.0,0.0,10.0,9.05,0.0,27.85,119.85,36.9,3.31
0.0,0.0,17.08,16.88,0.0,29.38,119.85,46.26,3.31
0.0,0.0,31.21,22.2,0.0,29.76,119.85,51.96,3.31
0.0,0.0,50.24,25.33,0.0,28.61,119.85,53.94,3.31
0.0,0.0,72.21,25.3,0.0,25.94,119.85,51.24,3.31
0.0,0.0,94.25,19.34,0.0,25.18,119.85,44.52,3.31
0.0,0.0,110.39,9.7,0.0,24.8,119.85,34.5,3.31
0.59,0.6,119.85,0.0,1.85,25.18,119.85,22.14,3.31
1.65,1.24,117.96,0.0,18.98,31.28,119.85,9.42,3.31
1.89,6.83,98.49,0.0,29.06,38.15,119.85,0.36,3.31
1.83,14.54,68.68,0.0,20.64,37.01,119.85,0.0,3.31
1.81,17.49,47.51,0.0,13.51,32.81,119.85,0.0,3.31
1.79,18.75,33.66,0.0,7.31,27.85,119.85,0.0,3.31
1.73,18.44,26.16,0.0,2.73,22.89,119.85,0.0,3.31
1.67,17.54,23.36,0.0,1.0,20.22,119.85,0.0,3.31
1.64,16.69,22.34,0.0,0.75,19.08,119.85,0.0,3.31
1.62,15.98,21.57,0.0,0.71,18.31,119.85,0.0,3.31
1.59,15.23,20.84,0.0,0.73,17.55,119.85,0.0,3.31
1.58,15.15,20.09,0.0,0.81,17.55,119.85,0.0,3.31
1.57,15.03,19.26,0.0,0.95,17.55,119.85,0.0,3.31
1.61,17.57,18.28,0.0,1.41,20.6,119.85,0.0,3.31
1.56,17.48,16.83,0.0,2.41,22.89,119.85,1.44,3.31
1.31,10.13,14.36,0.0,2.74,26.24,119.85,12.06,3.31
0.39,0.55,11.55,0.0,1.51,27.47,119.85,25.02,3.31
0.0,0.0,10.0,9.05,0.0,27.85,119.85,36.9,3.31
0.0,0.0,17.08,16.88,0.0,29.38,119.85,46.26,3.31
0.0,0.0,31.21,22.2,0.0,29.76,119.85,51.96,3.31
0.0,0.0,50.24,25.33,0.0,28.61,119.85,53.94,3.31
0.0,0.0,72.2,25.3,0.0,25.94,119.85,51.24,3.31
0.0,0.0,94.25,19.34,0.0,25.18,119.85,44.52,3.31
0.0,0.0,110.39,9.7,0.0,24.8,119.85,34.5,3.31
0.59,0.6,119.85,0.0,1.85,25.18,119.85,22.14,3.31
1.65,1.24,117.95,0.0,18.98,31.28,119.85,9.42,3.31
1.89,6.83,98.49,0.0,29.06,38.15,119.85,0.36,3.31
1.83,14.54,68.68,0.0,20.64,37.01,119.85,0.0,3.31
1.81,17.49,47.51,0.0,13.51,32.81,119.85,0.0,3.31
1.79,18.75,33.66,0.0,7.31,27.85,119.85,0.0,3.31
1.73,18.44,26.16,0.0,2.73,22.89,119.85,0.0,3.31
1.67,17.54,23.36,0.0,1.0,20.22,119.85,0.0,3.31
1.64,16.69,22.33,0.0,0.75,19.08,119.85,0.0,3.31
1.62,15.98,21.57,0.0,0.71,18.31,119.85,0.0,3.31
1.59,15.23,20.84,0.0,0.73,17.55,119.85,0.0,3.31
1.58,15.15,20.09,0.0,0.81,17.55,119.85,0.0,3.31
1.57,15.03,19.26,0.0,0.95,17.55,119.85,0.0,3.31
1.61,17.57,18.28,0.0,1.41,20.6,119.85,0.0,3.31
1.56,17.48,16.84,0.0,2.41,22.89,119.85,1.44,3.31
1.31,10.13,14.36,0.0,2.74,26.24,119.85,12.06,3.31
0.39,0.55,11.55,0.0,1.51,27.47,119.85,25.02,3.31
0.0,0.0,10.0,9.05,0.0,27.85,119.85,36.9,3.31
0.0,0.0,17.08,16.88,0.0,29.38,119.85,46.26,3.31
0.0,0.0,31.21,22.2,0.0,29.76,119.85,51.96,3.31
0.0,0.0,50.23,25.33,0.0,28.61,119.85,53.94,3.31
0.0,0.0,72.2,25.3,0.0,25.94,119.85,51.24,3.31
0.0,0.0,94.25,19.34,0.0,25.18,119.85,44.52,3.31
0.0,0.0,110.39,9.7,0.0,24.8,119.85,34.5,3.31
0.59,0.6,119.85,0.0,1.85,25.18,119.85,22.14,3.31
1.65,1.24,117.95,0.0,18.98,31.28,119.85,9.42,3.31
1.89,6.83,98.49,0.0,29.06,38.15,119.84,0.36,3.31
1.83,14.54,68.68,0.0,20.64,37.01,119.84,0.0,3.31
1.81,17.49,47.51,0.0,13.5,32.81,119.84,0.0,3.31
1.79,18.75,33.66,0.0,7.31,27.85,119.84,0.0,3.31
1.73,18.44,26.16,0.0,2.73,22.89,119.84,0.0,3.31
1.67,17.54,23.36,0.0,1.0,20.22,119.84,0.0,3.31
1.64,16.69,22.33,0.0,0.75,19.08,119.84,0.0,3.31
1.62,15.98,21.57,0.0,0.71,18.31,119.84,0.0,3.31
1.59,15.23,20.84,0.0,0.73,17.55,119.84,0.0,3.31
1.58,15.15,20.09,0.0,0.81,17.55,119.84,0.0,3.31
1.57,15.03,19.26,0.0,0.95,17.55,119.84,0.0,3.31
1.61,17.57,18.29,0.0,1.41,20.6,119.84,0.0,3.31
1.56,17.48,16.84,0.0,2.41,22.89,119.84,1.44,3.31
1.31,10.13,14.36,0.0,2.74,26.24,119.84,12.06,3.31
0.39,0.55,11.55,0.0,1.51,27.47,119.84,25.02,3.31
0.0,0.0,10.0,9.05,0.0,27.85,119.84,36.9,3.31
0.0,0.0,17.08,16.88,0.0,29.38,119.84,46.26,3.31
0.0,0.0,31.21,22.2,0.0,29.76,119.84,51.96,3.31
0.0,0.0,50.23,25.33,0.0,28.61,119.84,53.94,3.31
0.0,0.0,72.2,25.3,0.0,25.94,119.84,51.24,3.31
0.0,0.0,94.24,19.34,0.0,25.18,119.84,44.52,3.31
0.0,0.0,110.38,9.7,0.0,24.8,119.84,34.5,3.31
0.59,0.6,119.84,0.0,1.85,25.18,119.84,22.14,3.31
1.65,1.24,117.95,0.0,18.98,31.28,119.84,9.42,3.31
1.89,6.83,98.48,0.0,29.06,38.15,119.84,0.36,3.31
1.83,14.54,68.67,0.0,20.64,37.01,119.84,0.0,3.31
1.81,17.49,47.51,0.0,13.5,32.81,119.84,0.0,3.31
1.79,18.75,33.66,0.0,7.31,27.85,119.84,0.0,3.31
1.73,18.44,26.16,0.0,2.73,22.89,119.84,0.0,3.31
1.67,17.55,23.36,0.0,1.0,20.22,119.84,0.0,3.31
1.64,16.69,22.33,0.0,0.75,19.08,119.84,0.0,3.31
1.62,15.98,21.57,0.0,0.71,18.31,119.84,0.0,3.31
1.59,15.23,20.84,0.0,0.73,17.55,119.84,0.0,3.31
1.58,15.15,20.09,0.0,0.81,17.55,119.84,0.0,3.31
1.57,15.03,19.26,0.0,0.95,17.55,119.84,0.0,3.31
1.61,17.57,18.29,0.0,1.41,20.6,119.84,0.0,3.31
1.56,17.48,16.84,0.0,2.41,22.89,119.84,1.44,3.31
1.31,10.13,14.36,0.0,2.74,26.24,119.84,12.06,3.31
0.39,0.55,11.55,0.0,1.51,27.47,119.84,25.02,3.31
0.0,0.0,10.0,9.05,0.0,27.85,119.84,36.9,3.31
0.0,0.0,17.08,16.88,0.0,29.38,119.84,46.26,3.31
0.0,0.0,31.21,22.2,0.0,29.76,119.84,51.96,3.31
0.0,0.0,50.23,25.33,0.0,28.61,119.84,53.94,3.31
0.0,0.0,72.2,25.3,0.0,25.94,119.84,51.24,3.31
0.0,0.0,94.24,19.34,0.0,25.18,119.84,44.52,3.31
0.0,0.0,110.38,9.7,0.0,24.8,119.84,34.5,3.31
0.59,0.6,119.84,0.0,1.85,25.18,119.84,22.14,3.31
1.65,1.24,117.94,0.0,18.98,31.28,119.84,9.42,3.31
1.89,6.83,98.48,0.0,29.06,38.15,119.84,0.36,3.31
1.83,14.54,68.67,0.0,20.64,37.01,119.84,0.0,3.31
1.81,17.49,47.5,0.0,13.5,32.81,119.84,0.0,3.31
1.79,18.75,33.65,0.0,7.31,27.85,119.84,0.0,3.31
1.73,18.44,26.15,0.0,2.73,22.89,119.84,0.0,3.31
1.67,17.55,23.36,0.0,1.0,20.22,119.84,0.0,3.31
1.64,16.69,22.33,0.0,0.75,19.08,119.84,0.0,3.31
1.62,15.98,21.57,0.0,0.71,18.31,119.84,0.0,3.31
1.59,15.23,20.84,0.0,0.73,17.55,119.84,0.0,3.31
1.59,15.15,20.09,0.0,0.81,17.55,119.84,0.0,3.31
1.57,15.03,19.26,0.0,0.95,17.55,119.84,0.0,3.31
1.61,17.57,18.29,0.0,1.41,20.6,119.84,0.0,3.31
1.56,17.48,16.84,0.0,2.41,22.89,119.84,1.44,3.31
1.31,10.13,14.36,0.0,2.74,26.24,119.84,12.06,3.31
0.39,0.55,11.55,0.0,1.51,27.47,119.84,25.02,3.31
0.0,0.0,10.0,9.05,0.0,27.85,119.84,36.9,3.31
0.0,0.0,17.08,16.88,0.0,29.38,119.84,46.26,3.31
0.0,0.0,31.21,22.2,0.0,29.76,119.84,51.96,3.31
0.0,0.0,50.23,25.33,0.0,28.61,119.84,53.94,3.31
0.0,0.0,72.2,25.3,0.0,25.94,119.84,51.24,3.31
0.0,0.0,94.24,19.34,0.0,25.18,119.84,44.52,3.31
0.0,0.0,110.38,9.7,0.0,24.8,119.84,34.5,3.31
0.59,0.61,119.84,0.0,1.85,25.18,119.84,22.14,3.31
1.65,1.24,117.94,0.0,18.98,31.28,119.84,9.42,3.31
1.89,6.83,98.48,0.0,29.06,38.15,119.84,0.36,3.31
1.83,14.54,68.67,0.0,20.64,37.01,119.83,0.0,3.31
1.81,17.49,47.5,0.0,13.5,32.81,119.83,0.0,3.31
1.79,18.75,33.65,0.0,7.31,27.85,119.83,0.0,3.31
1.73,18.44,26.15,0.0,2.72,22.89,119.83,0.0,3.31
1.67,17.55,23.36,0.0,1.0,20.22,119.83,0.0,3.31
1.64,16.69,22.33,0.0,0.75,19.08,119.83,0.0,3.31
1.62,15.98,21.57,0.0,0.71,18.31,119.83,0.0,3.31
1.59,15.23,20.84,0.0,0.73,17.55,119.83,0.0,3.31
1.59,15.15,20.09,0.0,0.81,17.55,119.83,0.0,3.31
1.57,15.03,19.26,0.0,0.95,17.55,119.83,0.0,3.31
1.61,17.57,18.29,0.0,1.41,20.6,119.83,0.0,3.31
1.56,17.48,16.84,0.0,2.41,22.89,119.83,1.44,3.31
1.31,10.13,14.36,0.0,2.74,26.24,119.83,12.06,3.31
0.39,0.55,11.55,0.0,1.51,27.47,119.83,25.02,3.31
0.0,0.0,10.0,9.05,0.0,27.85,119.83,36.9,3.31
0.0,0.0,17.08,16.88,0.0,29.38,119.83,46.26,3.31
0.0,0.0,31.21,22.2,0.0,29.76,119.83,51.96,3.31
0.0,0.0,50.23,25.33,0.0,28.61,119.83,53.94,3.31
0.0,0.0,72.19,25.3,0.0,25.94,119.83,51.24,3.31
0.0,0.0,94.24,19.34,0.0,25.18,119.83,44.52,3.31
0.0,0.0,110.37,9.7,0.0,24.8,119.83,34.5,3.31
0.59,0.61,119.83,0.0,1.85,25.18,119.83,22.14,3.31
1.65,1.24,117.94,0.0,18.98,31.28,119.83,9.42,3.31
1.89,6.83,98.47,0.0,29.07,38.15,119.83,0.36,3.31
1.83,14.54,68.66,0.0,20.64,37.01,119.83,0.0,3.31
1.81,17.49,47.5,0.0,13.5,32.81,119.83,0.0,3.31
1.79,18.75,33.65,0.0,7.31,27.85,119.83,0.0,3.31
1.73,18.44,26.15,0.0,2.72,22.89,119.83,0.0,3.31
1.67,17.55,23.36,0.0,1.0,20.22,119.83,0.0,3.31
1.64,16.69,22.33,0.0,0.75,19.08,119.83,0.0,3.31
1.62,15.98,21.57,0.0,0.71,18.31,119.83,0.0,3.31
1.59,15.23,20.84,0.0,0.73,17.55,119.83,0.0,3.31
1.59,15.15,20.1,0.0,0.81,17.55,119.83,0.0,3.31
1.57,15.03,19.26,0.0,0.95,17.55,119.83,0.0,3.31
1.61,17.57,18.29,0.0,1.41,20.6,119.83,0.0,3.31
1.56,17.48,16.84,0.0,2.42,22.89,119.83,1.44,3.31
1.31,10.13,14.36,0.0,2.74,26.24,119.83,12.06,3.31
0.39,0.55,11.55,0.0,1.51,27.47,119.83,25.02,3.31
0.0,0.0,10.0,9.05,0.0,27.85,119.83,36.9,3.31
0.0,0.0,17.08,16.88,0.0,29.38,119.83,46.26,3.31
0.0,0.0,31.21,22.2,0.0,29.76,119.83,51.96,3.31
0.0,0.0,50.23,25.33,0.0,28.61,119.83,53.94,3.31
0.0,0.0,72.19,25.3,0.0,25.94,119.83,51.24,3.31
0.0,0.0,94.23,19.34,0.0,25.18,119.83,44.52,3.31
0.0,0.0,110.37,9.7,0.0,24.8,119.83,34.5,3.31
0.59,0.61,119.83,0.0,1.85,25.18,119.83,22.14,3.31
1.65,1.24,117.94,0.0,18.98,31.28,119.83,9.42,3.31
1.89,6.83,98.47,0.0,29.07,38.15,119.83,0.36,3.31
1.83,14.54,68.66,0.0,20.63,37.01,119.83,0.0,3.31
1.81,17.5,47.5,0.0,13.5,32.81,119.83,0.0,3.31
1.79,18.75,33.65,0.0,7.31,27.85,119.83,0.0,3.31
1.73,18.44,26.15,0.0,2.72,22.89,119.83,0.0,3.31
1.67,17.55,23.36,0.0,1.0,20.22,119.83,0.0,3.31
1.64,16.69,22.33,0.0,0.75,19.08,119.83,0.0,3.31
1.62,15.98,21.57,0.0,0.71,18.31,119.83,0.0,3.31
1.59,15.23,20.84,0.0,0.73,17.55,119.83,0.0,3.31
1.59,15.15,20.1,0.0,0.81,17.55,119.83,0.0,3.31
1.57,15.03,19.27,0.0,0.95,17.55,119.83,0.0,3.31
1.61,17.57,18.29,0.0,1.41,20.6,119.83,0.0,3.31
1.56,17.47,16.84,0.0,2.42,22.89,119.83,1.44,3.31
1.31,10.13,14.36,0.0,2.74,26.24,119.83,12.06,3.31
0.39,0.55,11.55,0.0,1.51,27.47,119.83,25.02,3.31
0.0,0.0,10.0,9.05,0.0,27.85,119.83,36.9,3.31
0.0,0.0,17.08,16.88,0.0,29.38,119.83,46.26,3.31
0.0,0.0,31.21,22.2,0.0,29.76,119.83,51.96,3.31
0.0,0.0,50.23,25.33,0.0,28.61,119.83,53.94,3.31
0.0,0.0,72.19,25.3,0.0,25.94,119.83,51.24,3.31
0.0,0.0,94.23,19.34,0.0,25.18,119.83,44.52,3.31
0.0,0.0,110.37,9.7,0.0,24.8,119.83,34.5,3.31
0.59,0.61,119.83,0.0,1.85,25.18,119.83,22.14,3.31
1.65,1.24,117.93,0.0,18.98,31.28,119.83,9.42,3.31
1.89,6.83,98.47,0.0,29.07,38.15,119.83,0.36,3.31
1.83,14.54,68.66,0.0,20.63,37.01,119.83,0.0,3.31
1.81,17.5,47.49,0.0,13.5,32.81,119.83,0.0,3.31
1.79,18.75,33.65,0.0,7.31,27.85,119.82,0.0,3.31
1.73,18.44,26.15,0.0,2.72,22.89,119.82,0.0,3.31
