P2,P1,E,Pch,Pdis,Demand,Emax,SolarGen,Pdumped
1.57,1.21,118.06,0.0,19.08,31.28,120.0,9.42,3.31
1.84,6.67,98.49,0.0,29.27,38.15,120.0,0.36,3.31
1.8,14.31,68.46,0.0,20.9,37.01,120.0,0.0,3.31
1.81,17.37,47.03,0.0,13.63,32.81,120.0,0.0,3.31
1.79,18.76,33.05,0.0,7.3,27.85,119.99,0.0,3.31
1.74,18.5,25.56,0.0,2.65,22.89,119.99,0.0,3.31
1.68,17.57,22.84,0.0,0.98,20.22,119.99,0.0,3.31
1.64,16.7,21.84,0.0,0.73,19.08,119.99,0.0,3.31
1.62,16.0,21.09,0.0,0.69,18.31,119.99,0.0,3.31
1.6,15.25,20.38,0.0,0.7,17.55,119.99,0.0,3.31
1.59,15.18,19.65,0.0,0.78,17.55,119.99,0.0,3.31
1.58,15.06,18.85,0.0,0.92,17.55,119.99,0.0,3.31
1.62,17.63,17.91,0.0,1.35,20.6,119.99,0.0,3.31
1.58,17.62,16.53,0.0,2.26,22.89,119.99,1.44,3.31
1.32,10.21,14.22,0.0,2.64,26.24,119.99,12.06,3.31
0.4,0.57,11.51,0.0,1.47,27.47,119.99,25.02,3.31
0.0,0.0,10.0,9.05,0.0,27.85,119.99,36.9,3.31
0.0,0.0,17.09,16.88,0.0,29.38,119.99,46.26,3.31
0.0,0.0,31.24,22.2,0.0,29.76,119.99,51.96,3.31
0.0,0.0,50.3,25.33,0.0,28.61,119.99,53.94,3.31
0.0,0.0,72.3,25.3,0.0,25.94,119.99,51.24,3.31
0.0,0.0,94.38,19.34,0.0,25.18,119.99,44.52,3.31
0.0,0.0,110.53,9.7,0.0,24.8,119.99,34.5,3.31
0.57,0.6,119.99,0.0,1.87,25.18,119.99,22.14,3.31
1.6,1.22,118.08,0.0,19.04,31.28,119.99,9.42,3.31
1.86,6.71,98.55,0.0,29.21,38.15,119.99,0.36,3.31
1.81,14.34,68.58,0.0,20.85,37.01,119.99,0.0,3.31
1.81,17.39,47.2,0.0,13.62,32.81,119.99,0.0,3.31
1.79,18.76,33.23,0.0,7.3,27.85,119.99,0.0,3.31
1.73,18.5,25.74,0.0,2.66,22.89,119.99,0.0,3.31
1.67,17.56,23.02,0.0,0.98,20.22,119.99,0.0,3.31
1.64,16.69,22.01,0.0,0.74,19.08,119.99,0.0,3.31
1.62,15.99,21.25,0.0,0.7,18.31,119.99,0.0,3.31
1.6,15.24,20.53,0.0,0.72,17.55,119.99,0.0,3.31
1.59,15.17,19.8,0.0,0.79,17.55,119.99,0.0,3.31
1.57,15.05,18.98,0.0,0.93,17.55,119.99,0.0,3.31
1.62,17.61,18.03,0.0,1.37,20.6,119.99,0.0,3.31
1.57,17.58,16.62,0.0,2.3,22.89,119.99,1.44,3.31
1.32,10.18,14.27,0.0,2.68,26.24,119.99,12.06,3.31
0.4,0.57,11.52,0.0,1.48,27.47,119.99,25.02,3.31
0.0,0.0,10.0,9.05,0.0,27.85,119.99,36.9,3.31
0.0,0.0,17.09,16.88,0.0,29.38,119.99,46.26,3.31
0.0,0.0,31.24,22.2,0.0,29.76,119.99,51.96,3.31
0.0,0.0,50.3,25.33,0.0,28.61,119.99,53.94,3.31
0.0,0.0,72.3,25.3,0.0,25.94,119.99,51.24,3.31
0.0,0.0,94.37,19.34,0.0,25.18,119.99,44.52,3.31
0.0,0.0,110.53,9.7,0.0,24.8,119.99,34.5,3.31
0.58,0.6,119.99,0.0,1.86,25.18,119.99,22.14,3.31
1.62,1.22,118.08,0.0,19.02,31.28,119.99,9.42,3.31
1.87,6.73,98.57,0.0,29.19,38.15,119.99,0.36,3.31
1.82,14.37,68.64,0.0,20.82,37.01,119.99,0.0,3.31
1.81,17.4,47.28,0.0,13.6,32.81,119.99,0.0,3.31
1.79,18.76,33.33,0.0,7.3,27.85,119.99,0.0,3.31
1.73,18.5,25.84,0.0,2.66,22.89,119.99,0.0,3.31
1.67,17.56,23.11,0.0,0.98,20.22,119.99,0.0,3.31
1.64,16.69,22.1,0.0,0.74,19.08,119.99,0.0,3.31
1.62,15.98,21.34,0.0,0.71,18.31,119.99,0.0,3.31
1.6,15.23,20.61,0.0,0.72,17.55,119.99,0.0,3.31
1.59,15.16,19.87,0.0,0.8,17.55,119.99,0.0,3.31
1.57,15.04,19.05,0.0,0.94,17.55,119.99,0.0,3.31
1.62,17.6,18.09,0.0,1.38,20.6,119.99,0.0,3.31
1.57,17.56,16.67,0.0,2.32,22.89,119.99,1.44,3.31
1.31,10.17,14.29,0.0,2.69,26.24,119.99,12.06,3.31
0.4,0.56,11.53,0.0,1.49,27.47,119.99,25.02,3.31
0.0,0.0,10.0,9.05,0.0,27.85,119.99,36.9,3.31
0.0,0.0,17.09,16.88,0.0,29.38,119.99,46.26,3.31
0.0,0.0,31.24,22.2,0.0,29.76,119.99,51.96,3.31
0.0,0.0,50.29,25.33,0.0,28.61,119.99,53.94,3.31
0.0,0.0,72.3,25.3,0.0,25.94,119.99,51.24,3.31
0.0,0.0,94.37,19.34,0.0,25.18,119.99,44.52,3.31
0.0,0.0,110.53,9.7,0.0,24.8,119.99,34.5,3.31
0.58,0.6,119.99,0.0,1.86,25.18,119.99,22.14,3.31
1.62,1.23,118.08,0.0,19.01,31.28,119.99,9.42,3.31
1.88,6.75,98.58,0.0,29.17,38.15,119.99,0.36,3.31
1.82,14.39,68.67,0.0,20.8,37.01,119.99,0.0,3.31
1.81,17.41,47.34,0.0,13.59,32.81,119.99,0.0,3.31
1.79,18.76,33.4,0.0,7.31,27.85,119.99,0.0,3.31
1.73,18.49,25.91,0.0,2.67,22.89,119.99,0.0,3.31
1.67,17.56,23.17,0.0,0.99,20.22,119.99,0.0,3.31
1.64,16.69,22.16,0.0,0.75,19.08,119.99,0.0,3.31
1.62,15.98,21.39,0.0,0.71,18.31,119.99,0.0,3.31
1.6,15.23,20.66,0.0,0.72,17.55,119.99,0.0,3.31
1.59,15.16,19.92,0.0,0.81,17.55,119.99,0.0,3.31
1.57,15.03,19.1,0.0,0.94,17.55,119.99,0.0,3.31
1.62,17.6,18.13,0.0,1.39,20.6,119.99,0.0,3.31
1.57,17.54,16.7,0.0,2.34,22.89,119.99,1.44,3.31
1.31,10.16,14.3,0.0,2.7,26.24,119.99,12.06,3.31
0.39,0.56,11.53,0.0,1.49,27.47,119.99,25.02,3.31
0.0,0.0,10.0,9.05,0.0,27.85,119.99,36.9,3.31
0.0,0.0,17.09,16.88,0.0,29.38,119.99,46.26,3.31
0.0,0.0,31.24,22.2,0.0,29.76,119.99,51.96,3.31
0.0,0.0,50.29,25.33,0.0,28.61,119.99,53.94,3.31
0.0,0.0,72.29,25.3,0.0,25.94,119.99,51.24,3.31
0.0,0.0,94.37,19.34,0.0,25.18,119.99,44.52,3.31
0.0,0.0,110.53,9.7,0.0,24.8,119.99,34.5,3.31
0.58,0.6,119.99,0.0,1.85,25.18,119.99,22.14,3.31
1.63,1.23,118.08,0.0,19.01,31.28,119.99,9.42,3.31
1.88,6.76,98.59,0.0,29.15,38.15,119.98,0.36,3.31
1.82,14.41,68.69,0.0,20.78,37.01,119.98,0.0,3.31
1.81,17.42,47.38,0.0,13.58,32.81,119.98,0.0,3.31
1.79,18.76,33.45,0.0,7.31,27.85,119.98,0.0,3.31
1.73,18.48,25.96,0.0,2.67,22.89,119.98,0.0,3.31
1.67,17.56,23.21,0.0,0.99,20.22,119.98,0.0,3.31
1.64,16.69,22.2,0.0,0.75,19.08,119.98,0.0,3.31
1.62,15.98,21.43,0.0,0.71,18.31,119.98,0.0,3.31
1.59,15.23,20.7,0.0,0.73,17.55,119.98,0.0,3.31
1.59,15.15,19.96,0.0,0.81,17.55,119.98,0.0,3.31
1.57,15.03,19.13,0.0,0.95,17.55,119.98,0.0,3.31
1.62,17.59,18.16,0.0,1.39,20.6,119.98,0.0,3.31
1.57,17.53,16.73,0.0,2.35,22.89,119.98,1.44,3.31
1.31,10.15,14.31,0.0,2.71,26.24,119.98,12.06,3.31
0.39,0.56,11.53,0.0,1.5,27.47,119.98,25.02,3.31
0.0,0.0,10.0,9.05,0.0,27.85,119.98,36.9,3.31
0.0,0.0,17.09,16.88,0.0,29.38,119.98,46.26,3.31
0.0,0.0,31.24,22.2,0.0,29.76,119.98,51.96,3.31
0.0,0.0,50.29,25.33,0.0,28.61,119.98,53.94,3.31
0.0,0.0,72.29,25.3,0.0,25.94,119.98,51.24,3.31
0.0,0.0,94.37,19.34,0.0,25.18,119.98,44.52,3.31
0.0,0.0,110.52,9.7,0.0,24.8,119.98,34.5,3.31
0.58,0.61,119.98,0.0,1.85,25.18,119.98,22.14,3.31
1.63,1.23,118.08,0.0,19.0,31.28,119.98,9.42,3.31
1.88,6.77,98.6,0.0,29.14,38.15,119.98,0.36,3.31
1.82,14.42,68.71,0.0,20.76,37.01,119.98,0.0,3.31
1.81,17.42,47.41,0.0,13.57,32.81,119.98,0.0,3.31
1.79,18.75,33.49,0.0,7.31,27.85,119.98,0.0,3.31
1.73,18.48,25.99,0.0,2.68,22.89,119.98,0.0,3.31
1.67,17.55,23.25,0.0,0.99,20.22,119.98,0.0,3.31
1.64,16.68,22.23,0.0,0.75,19.08,119.98,0.0,3.31
1.62,15.98,21.46,0.0,0.71,18.31,119.98,0.0,3.31
1.59,15.23,20.73,0.0,0.73,17.55,119.98,0.0,3.31
1.59,15.15,19.98,0.0,0.81,17.55,119.98,0.0,3.31
1.57,15.03,19.15,0.0,0.95,17.55,119.98,0.0,3.31
1.62,17.59,18.18,0.0,1.4,20.6,119.98,0.0,3.31
1.56,17.52,16.74,0.0,2.36,22.89,119.98,1.44,3.31
1.31,10.15,14.32,0.0,2.71,26.24,119.98,12.06,3.31
0.39,0.56,11.54,0.0,1.5,27.47,119.98,25.02,3.31
0.0,0.0,10.0,9.05,0.0,27.85,119.98,36.9,3.31
0.0,0.0,17.09,16.88,0.0,29.38,119.98,46.26,3.31
0.0,0.0,31.24,22.2,0.0,29.76,119.98,51.96,3.31
0.0,0.0,50.29,25.33,0.0,28.61,119.98,53.94,3.31
0.0,0.0,72.29,25.3,0.0,25.94,119.98,51.24,3.31
0.0,0.0,94.36,19.34,0.0,25.18,119.98,44.52,3.31
0.0,0.0,110.52,9.7,0.0,24.8,119.98,34.5,3.31
0.58,0.61,119.98,0.0,1.85,25.18,119.98,22.14,3.31
1.63,1.23,118.08,0.0,19.0,31.28,119.98,9.42,3.31
1.88,6.77,98.6,0.0,29.13,38.15,119.98,0.36,3.31
1.82,14.43,68.72,0.0,20.75,37.01,119.98,0.0,3.31
1.81,17.43,47.44,0.0,13.57,32.81,119.98,0.0,3.31
1.79,18.75,33.52,0.0,7.31,27.85,119.98,0.0,3.31
1.73,18.47,26.02,0.0,2.69,22.89,119.98,0.0,3.31
1.67,17.55,23.27,0.0,0.99,20.22,119.98,0.0,3.31
1.64,16.68,22.25,0.0,0.75,19.08,119.98,0.0,3.31
1.62,15.98,21.48,0.0,0.72,18.31,119.98,0.0,3.31
1.59,15.22,20.75,0.0,0.73,17.55,119.98,0.0,3.31
1.59,15.15,20.0,0.0,0.81,17.55,119.98,0.0,3.31
1.57,15.03,19.17,0.0,0.95,17.55,119.98,0.0,3.31
1.61,17.59,18.19,0.0,1.4,20.6,119.98,0.0,3.31
1.56,17.52,16.76,0.0,2.37,22.89,119.98,1.44,3.31
1.31,10.15,14.33,0.0,2.72,26.24,119.98,12.06,3.31
0.39,0.56,11.54,0.0,1.5,27.47,119.98,25.02,3.31
0.0,0.0,10.0,9.05,0.0,27.85,119.98,36.9,3.31
0.0,0.0,17.09,16.88,0.0,29.38,119.98,46.26,3.31
0.0,0.0,31.24,22.2,0.0,29.76,119.98,51.96,3.31
0.0,0.0,50.29,25.33,0.0,28.61,119.98,53.94,3.31
0.0,0.0,72.29,25.3,0.0,25.94,119.98,51.24,3.31
0.0,0.0,94.36,19.34,0.0,25.18,119.98,44.52,3.31
0.0,0.0,110.52,9.7,0.0,24.8,119.98,34.5,3.31
0.58,0.61,119.98,0.0,1.85,25.18,119.98,22.14,3.31
1.64,1.23,118.08,0.0,18.99,31.28,119.98,9.42,3.31
1.89,6.78,98.6,0.0,29.13,38.15,119.98,0.36,3.31
1.82,14.44,68.73,0.0,20.74,37.01,119.97,0.0,3.31
1.81,17.43,47.46,0.0,13.56,32.81,119.97,0.0,3.31
1.79,18.75,33.54,0.0,7.31,27.85,119.97,0.0,3.31
1.73,18.47,26.05,0.0,2.69,22.89,119.97,0.0,3.31
1.67,17.55,23.29,0.0,1.0,20.22,119.97,0.0,3.31
1.64,16.68,22.27,0.0,0.75,19.08,119.97,0.0,3.31
1.62,15.98,21.5,0.0,0.72,18.31,119.97,0.0,3.31
1.59,15.22,20.76,0.0,0.73,17.55,119.97,0.0,3.31
1.59,15.15,20.01,0.0,0.81,17.55,119.97,0.0,3.31
1.57,15.03,19.18,0.0,0.95,17.55,119.97,0.0,3.31
1.61,17.58,18.2,0.0,1.4,20.6,119.97,0.0,3.31
1.56,17.51,16.77,0.0,2.37,22.89,119.97,1.44,3.31
1.31,10.15,14.33,0.0,2.72,26.24,119.97,12.06,3.31
0.39,0.56,11.54,0.0,1.5,27.47,119.97,25.02,3.31
0.0,0.0,10.0,9.05,0.0,27.85,119.97,36.9,3.31
0.0,0.0,17.09,16.88,0.0,29.38,119.97,46.26,3.31
0.0,0.0,31.24,22.2,0.0,29.76,119.97,51.96,3.31
0.0,0.0,50.29,25.33,0.0,28.61,119.97,53.94,3.31
0.0,0.0,72.29,25.3,0.0,25.94,119.97,51.24,3.31
0.0,0.0,94.36,19.34,0.0,25.18,119.97,44.52,3.31
0.0,0.0,110.51,9.7,0.0,24.8,119.97,34.5,3.31
0.59,0.61,119.97,0.0,1.85,25.18,119.97,22.14,3.31
1.64,1.23,118.08,0.0,18.99,31.28,119.97,9.42,3.31
1.89,6.78,98.6,0.0,29.12,38.15,119.97,0.36,3.31
1.82,14.45,68.73,0.0,20.73,37.01,119.97,0.0,3.31
1.81,17.44,47.47,0.0,13.56,32.81,119.97,0.0,3.31
1.79,18.75,33.56,0.0,7.31,27.85,119.97,0.0,3.31
1.73,18.47,26.07,0.0,2.69,22.89,119.97,0.0,3.31
1.67,17.55,23.3,0.0,1.0,20.22,119.97,0.0,3.31
1.64,16.68,22.28,0.0,0.75,19.08,119.97,0.0,3.31
1.62,15.98,21.51,0.0,0.72,18.31,119.97,0.0,3.31
1.59,15.22,20.77,0.0,0.73,17.55,119.97,0.0,3.31
1.59,15.15,20.02,0.0,0.81,17.55,119.97,0.0,3.31
1.57,15.03,19.19,0.0,0.95,17.55,119.97,0.0,3.31
1.61,17.58,18.21,0.0,1.4,20.6,119.97,0.0,3.31
1.56,17.51,16.77,0.0,2.38,22.89,119.97,1.44,3.31
1.31,10.14,14.33,0.0,2.72,26.24,119.97,12.06,3.31
0.39,0.55,11.54,0.0,1.5,27.47,119.97,25.02,3.31
0.0,0.0,10.0,9.05,0.0,27.85,119.97,36.9,3.31
0.0,0.0,17.09,16.88,0.0,29.38,119.97,46.26,3.31
0.0,0.0,31.24,22.2,0.0,29.76,119.97,51.96,3.31
0.0,0.0,50.29,25.33,0.0,28.61,119.97,53.94,3.31
0.0,0.0,72.28,25.3,0.0,25.94,119.97,51.24,3.31
0.0,0.0,94.36,19.34,0.0,25.18,119.97,44.52,3.31
0.0,0.0,110.51,9.7,0.0,24.8,119.97,34.5,3.31
0.59,0.61,119.97,0.0,1.85,25.18,119.97,22.14,3.31
1.64,1.23,118.08,0.0,18.99,31.28,119.97,9.42,3.31
1.89,6.79,98.6,0.0,29.11,38.15,119.97,0.36,3.31
1.83,14.46,68.74,0.0,20.72,37.01,119.97,0.0,3.31
1.81,17.44,47.48,0.0,13.56,32.81,119.97,0.0,3.31
1.79,18.75,33.58,0.0,7.31,27.85,119.97,0.0,3.31
1.73,18.46,26.08,0.0,2.7,22.89,119.97,0.0,3.31
1.67,17.55,23.32,0.0,1.0,20.22,119.97,0.0,3.31
1.64,16.68,22.29,0.0,0.75,19.08,119.97,0.0,3.31
1.62,15.98,21.52,0.0,0.72,18.31,119.97,0.0,3.31
1.59,15.22,20.78,0.0,0.73,17.55,119.97,0.0,3.31
1.59,15.15,20.03,0.0,0.81,17.55,119.97,0.0,3.31
1.57,15.03,19.2,0.0,0.95,17.55,119.97,0.0,3.31
1.61,17.58,18.22,0.0,1.41,20.6,119.97,0.0,3.31
1.56,17.51,16.78,0.0,2.38,22.89,119.97,1.44,3.31
1.31,10.14,14.34,0.0,2.72,26.24,119.97,12.06,3.31
0.39,0.55,11.54,0.0,1.5,27.47,119.97,25.02,3.31
0.0,0.0,10.0,9.05,0.0,27.85,119.97,36.9,3.31
0.0,0.0,17.09,16.88,0.0,29.38,119.97,46.26,3.31
0.0,0.0,31.24,22.2,0.0,29.76,119.97,51.96,3.31
0.0,0.0,50.29,25.33,0.0,28.61,119.97,53.94,3.31
0.0,0.0,72.28,25.3,0.0,25.94,119.97,51.24,3.31
0.0,0.0,94.35,19.34,0.0,25.18,119.97,44.52,3.31
0.0,0.0,110.51,9.7,0.0,24.8,119.97,34.5,3.31
0.59,0.61,119.97,0.0,1.84,25.18,119.97,22.14,3.31
1.64,1.24,118.08,0.0,18.99,31.28,119.97,9.42,3.31
1.89,6.79,98.6,0.0,29.11,38.15,119.97,0.36,3.31
1.83,14.46,68.74,0.0,20.72,37.01,119.97,0.0,3.31
1.81,17.44,47.5,0.0,13.55,32.81,119.97,0.0,3.31
1.79,18.75,33.6,0.0,7.31,27.85,119.96,0.0,3.31
1.73,18.46,26.1,0.0,2.7,22.89,119.96,0.0,3.31
1.67,17.55,23.33,0.0,1.0,20.22,119.96,0.0,3.31
1.64,16.68,22.3,0.0,0.75,19.08,119.96,0.0,3.31
1.62,15.98,21.53,0.0,0.72,18.31,119.96,0.0,3.31
1.59,15.22,20.79,0.0,0.73,17.55,119.96,0.0,3.31
1.58,15.15,20.04,0.0,0.81,17.55,119.96,0.0,3.31
1.57,15.03,19.2,0.0,0.95,17.55,119.96,0.0,3.31
1.61,17.58,18.23,0.0,1.41,20.6,119.96,0.0,3.31
1.56,17.5,16.78,0.0,2.38,22.89,119.96,1.44,3.31
1.31,10.14,14.34,0.0,2.73,26.24,119.96,12.06,3.31
0.39,0.55,11.54,0.0,1.5,27.47,119.96,25.02,3.31
0.0,0.0,10.0,9.05,0.0,27.85,119.96,36.9,3.31
0.0,0.0,17.09,16.88,0.0,29.38,119.96,46.26,3.31
0.0,0.0,31.24,22.2,0.0,29.76,119.96,51.96,3.31
0.0,0.0,50.28,25.33,0.0,28.61,119.96,53.94,3.31
0.0,0.0,72.28,25.3,0.0,25.94,119.96,51.24,3.31
0.0,0.0,94.35,19.34,0.0,25.18,119.96,44.52,3.31
0.0,0.0,110.5,9.7,0.0,24.8,119.96,34.5,3.31
0.59,0.61,119.96,0.0,1.84,25.18,119.96,22.14,3.31
1.64,1.24,118.07,0.0,18.99,31.28,119.96,9.42,3.31
1.89,6.8,98.6,0.0,29.11,38.15,119.96,0.36,3.31
1.83,14.47,68.75,0.0,20.71,37.01,119.96,0.0,3.31
1.81,17.45,47.5,0.0,13.55,32.81,119.96,0.0,3.31
1.79,18.75,33.61,0.0,7.31,27.85,119.96,0.0,3.31
1.73,18.46,26.11,0.0,2.7,22.89,119.96,0.0,3.31
1.67,17.54,23.33,0.0,1.0,20.22,119.96,0.0,3.31
1.64,16.68,22.31,0.0,0.75,19.08,119.96,0.0,3.31
1.62,15.98,21.53,0.0,0.72,18.31,119.96,0.0,3.31
1.59,15.22,20.8,0.0,0.73,17.55,119.96,0.0,3.31
1.58,15.15,20.05,0.0,0.82,17.55,119.96,0.0,3.31
1.57,15.02,19.21,0.0,0.95,17.55,119.96,0.0,3.31
1.61,17.58,18.23,0.0,1.41,20.6,119.96,0.0,3.31
1.56,17.5,16.79,0.0,2.39,22.89,119.96,1.44,3.31
1.31,10.14,14.34,0.0,2.73,26.24,119.96,12.06,3.31
0.39,0.55,11.54,0.0,1.51,27.47,119.96,25.02,3.31
0.0,0.0,10.0,9.05,0.0,27.85,119.96,36.9,3.31
0.0,0.0,17.09,16.88,0.0,29.38,119.96,46.26,3.31
0.0,0.0,31.24,22.2,0.0,29.76,119.96,51.96,3.31
0.0,0.0,50.28,25.33,0.0,28.61,119.96,53.94,3.31
0.0,0.0,72.28,25.3,0.0,25.94,119.96,51.24,3.31
0.0,0.0,94.35,19.34,0.0,25.18,119.96,44.52,3.31
0.0,0.0,110.5,9.7,0.0,24.8,119.96,34.5,3.31
0.59,0.61,119.96,0.0,1.84,25.18,119.96,22.14,3.31
1.64,1.24,118.07,0.0,18.99,31.28,119.96,9.42,3.31
1.89,6.8,98.6,0.0,29.1,38.15,119.96,0.36,3.31
1.83,14.47,68.75,0.0,20.71,37.01,119.96,0.0,3.31
1.81,17.45,47.51,0.0,13.55,32.81,119.96,0.0,3.31
1.79,18.75,33.62,0.0,7.31,27.85,119.96,0.0,3.31
1.73,18.45,26.12,0.0,2.71,22.89,119.96,0.0,3.31
1.67,17.54,23.34,0.0,1.0,20.22,119.96,0.0,3.31
1.64,16.68,22.31,0.0,0.75,19.08,119.96,0.0,3.31
1.62,15.98,21.54,0.0,0.72,18.31,119.96,0.0,3.31
1.59,15.22,20.8,0.0,0.73,17.55,119.96,0.0,3.31
1.58,15.15,20.05,0.0,0.82,17.55,119.96,0.0,3.31
1.57,15.02,19.21,0.0,0.95,17.55,119.96,0.0,3.31
1.61,17.58,18.24,0.0,1.41,20.6,119.96,0.0,3.31
1.56,17.5,16.79,0.0,2.39,22.89,119.96,1.44,3.31
1.31,10.14,14.34,0.0,2.73,26.24,119.96,12.06,3.31
0.39,0.55,11.54,0.0,1.51,27.47,119.96,25.02,3.31
0.0,0.0,10.0,9.05,0.0,27.85,119.96,36.9,3.31
0.0,0.0,17.09,16.88,0.0,29.38,119.96,46.26,3.31
0.0,0.0,31.24,22.2,0.0,29.76,119.96,51.96,3.31
0.0,0.0,50.28,25.33,0.0,28.61,119.96,53.94,3.31
0.0,0.0,72.28,25.3,0.0,25.94,119.96,51.24,3.31
0.0,0.0,94.35,19.34,0.0,25.18,119.96,44.52,3.31
0.0,0.0,110.5,9.7,0.0,24.8,119.96,34.5,3.31
0.59,0.61,119.96,0.0,1.84,25.18,119.96,22.14,3.31
1.64,1.24,118.07,0.0,18.98,31.28,119.96,9.42,3.31
1.89,6.8,98.6,0.0,29.1,38.15,119.96,0.36,3.31
1.83,14.48,68.75,0.0,20.7,37.01,119.96,0.0,3.31
1.81,17.45,47.52,0.0,13.54,32.81,119.96,0.0,3.31
1.79,18.75,33.63,0.0,7.32,27.85,119.96,0.0,3.31
1.73,18.45,26.12,0.0,2.71,22.89,119.96,0.0,3.31
1.67,17.54,23.34,0.0,1.0,20.22,119.96,0.0,3.31
1.64,16.68,22.32,0.0,0.75,19.08,119.96,0.0,3.31
1.62,15.98,21.54,0.0,0.72,18.31,119.96,0.0,3.31
1.59,15.22,20.81,0.0,0.73,17.55,119.96,0.0,3.31
1.58,15.15,20.05,0.0,0.82,17.55,119.96,0.0,3.31
1.57,15.02,19.22,0.0,0.95,17.55,119.96,0.0,3.31
1.61,17.58,18.24,0.0,1.41,20.6,119.96,0.0,3.31
1.56,17.5,16.79,0.0,2.39,22.89,119.96,1.44,3.31
1.31,10.14,14.34,0.0,2.73,26.24,119.96,12.06,3.31
0.39,0.55,11.55,0.0,1.51,27.47,119.96,25.02,3.31
0.0,0.0,10.0,9.05,0.0,27.85,119.96,36.9,3.31
0.0,0.0,17.09,16.88,0.0,29.38,119.96,46.26,3.31
0.0,0.0,31.23,22.2,0.0,29.76,119.96,51.96,3.31
0.0,0.0,50.28,25.33,0.0,28.61,119.96,53.94,3.31
0.0,0.0,72.27,25.3,0.0,25.94,119.96,51.24,3.31
0.0,0.0,94.34,19.34,0.0,25.18,119.96,44.52,3.31
0.0,0.0,110.5,9.7,0.0,24.8,119.96,34.5,3.31
0.59,0.61,119.96,0.0,1.84,25.18,119.96,22.14,3.31
1.64,1.24,118.06,0.0,18.98,31.28,119.96,9.42,3.31
1.89,6.8,98.59,0.0,29.1,38.15,119.95,0.36,3.31
1.83,14.48,68.75,0.0,20.7,37.01,119.95,0.0,3.31
1.81,17.45,47.52,0.0,13.54,32.81,119.95,0.0,3.31
1.79,18.75,33.63,0.0,7.32,27.85,119.95,0.0,3.31
1.73,18.45,26.13,0.0,2.71,22.89,119.95,0.0,3.31
1.67,17.54,23.35,0.0,1.0,20.22,119.95,0.0,3.31
1.64,16.68,22.32,0.0,0.75,19.08,119.95,0.0,3.31
