P2,P1,E,Pch,Pdis,Demand,Emax,SolarGen,Pdumped
0.0,13.07,79.74,0.0,4.48,17.55,192.04,0.0,0.0
0.0,12.84,74.46,0.0,4.71,17.55,192.03,0.0,0.0
0.0,15.07,68.92,0.0,5.53,20.6,192.03,0.0,0.0
0.0,15.13,62.42,0.0,6.32,22.89,192.02,1.44,0.0
0.0,8.73,54.99,0.0,5.44,26.24,192.02,12.06,0.0
0.0,1.25,48.59,0.0,1.2,27.47,192.01,25.02,0.0
0.0,0.0,47.18,9.05,0.0,27.85,192.01,36.9,0.0
0.0,0.0,54.42,16.88,0.0,29.38,192.01,46.26,0.0
0.0,0.0,67.93,22.2,0.0,29.76,192.0,51.96,0.0
0.0,0.0,85.69,25.33,0.0,28.61,192.0,53.94,0.0
0.0,0.0,105.95,25.3,0.0,25.94,192.0,51.24,0.0
0.0,0.0,126.19,19.34,0.0,25.18,191.99,44.52,0.0
0.0,0.0,141.66,9.7,0.0,24.8,191.99,34.5,0.0
0.0,1.57,149.42,0.0,1.47,25.18,191.98,22.14,0.0
0.0,14.74,147.7,0.0,7.12,31.28,191.97,9.42,0.0
0.0,28.93,139.32,0.0,8.86,38.15,191.97,0.36,0.0
0.0,29.41,128.9,0.0,7.59,37.01,191.96,0.0,0.0
0.0,26.43,119.96,0.0,6.38,32.81,191.96,0.0,0.0
0.0,22.36,112.46,0.0,5.49,27.85,191.95,0.0,0.0
0.0,18.06,106.0,0.0,4.83,22.89,191.95,0.0,0.0
0.0,15.72,100.32,0.0,4.5,20.22,191.94,0.0,0.0
0.0,14.71,95.03,0.0,4.37,19.08,191.94,0.0,0.0
0.0,13.99,89.89,0.0,4.33,18.31,191.93,0.0,0.0
0.0,13.22,84.8,0.0,4.33,17.55,191.93,0.0,0.0
0.0,13.07,79.71,0.0,4.48,17.55,191.92,0.0,0.0
0.0,12.84,74.43,0.0,4.71,17.55,191.92,0.0,0.0
0.0,15.07,68.89,0.0,5.53,20.6,191.91,0.0,0.0
0.0,15.13,62.39,0.0,6.32,22.89,191.91,1.44,0.0
0.0,8.73,54.95,0.0,5.44,26.24,191.9,12.06,0.0
0.0,1.25,48.55,0.0,1.2,27.47,191.9,25.02,0.0
0.0,0.0,47.14,9.05,0.0,27.85,191.9,36.9,0.0
0.0,0.0,54.38,16.88,0.0,29.38,191.89,46.26,0.0
0.0,0.0,67.89,22.2,0.0,29.76,191.89,51.96,0.0
0.0,0.0,85.65,25.33,0.0,28.61,191.89,53.94,0.0
0.0,0.0,105.92,25.3,0.0,25.94,191.88,51.24,0.0
0.0,0.0,126.15,19.34,0.0,25.18,191.88,44.52,0.0
0.0,0.0,141.63,9.7,0.0,24.8,191.87,34.5,0.0
0.0,1.57,149.39,0.0,1.47,25.18,191.87,22.14,0.0
0.0,14.74,147.66,0.0,7.12,31.28,191.86,9.42,0.0
0.0,28.93,139.29,0.0,8.86,38.15,191.85,0.36,0.0
0.0,29.41,128.86,0.0,7.59,37.01,191.85,0.0,0.0
0.0,26.43,119.93,0.0,6.38,32.81,191.84,0.0,0.0
0.0,22.36,112.43,0.0,5.49,27.85,191.84,0.0,0.0
0.0,18.06,105.97,0.0,4.83,22.89,191.83,0.0,0.0
0.0,15.72,100.28,0.0,4.49,20.22,191.83,0.0,0.0
0.0,14.71,95.0,0.0,4.37,19.08,191.82,0.0,0.0
0.0,13.99,89.86,0.0,4.33,18.31,191.82,0.0,0.0
0.0,13.22,84.77,0.0,4.33,17.55,191.81,0.0,0.0
0.0,13.07,79.68,0.0,4.48,17.55,191.81,0.0,0.0
0.0,12.84,74.4,0.0,4.71,17.55,191.8,0.0,0.0
0.0,15.07,68.86,0.0,5.53,20.6,191.8,0.0,0.0
0.0,15.13,62.36,0.0,6.32,22.89,191.8,1.44,0.0
0.0,8.73,54.92,0.0,5.44,26.24,191.79,12.06,0.0
0.0,1.25,48.52,0.0,1.2,27.47,191.79,25.02,0.0
0.0,0.0,47.11,9.05,0.0,27.85,191.78,36.9,0.0
0.0,0.0,54.35,16.88,0.0,29.38,191.78,46.26,0.0
0.0,0.0,67.86,22.2,0.0,29.76,191.78,51.96,0.0
0.0,0.0,85.62,25.33,0.0,28.61,191.77,53.94,0.0
0.0,0.0,105.88,25.3,0.0,25.94,191.77,51.24,0.0
0.0,0.0,126.12,19.34,0.0,25.18,191.76,44.52,0.0
0.0,0.0,141.59,9.7,0.0,24.8,191.76,34.5,0.0
0.0,1.57,149.35,0.0,1.47,25.18,191.75,22.14,0.0
0.0,14.74,147.63,0.0,7.12,31.28,191.75,9.42,0.0
0.0,28.93,139.25,0.0,8.86,38.15,191.74,0.36,0.0
0.0,29.41,128.82,0.0,7.59,37.01,191.73,0.0,0.0
0.0,26.44,119.89,0.0,6.37,32.81,191.73,0.0,0.0
0.0,22.36,112.39,0.0,5.49,27.85,191.72,0.0,0.0
0.0,18.06,105.93,0.0,4.83,22.89,191.72,0.0,0.0
0.0,15.73,100.25,0.0,4.49,20.22,191.71,0.0,0.0
0.0,14.71,94.96,0.0,4.37,19.08,191.71,0.0,0.0
0.0,13.99,89.83,0.0,4.33,18.31,191.7,0.0,0.0
0.0,13.22,84.74,0.0,4.33,17.55,191.7,0.0,0.0
0.0,13.07,79.65,0.0,4.48,17.55,191.69,0.0,0.0
0.0,12.84,74.37,0.0,4.71,17.55,191.69,0.0,0.0
0.0,15.07,68.83,0.0,5.53,20.6,191.69,0.0,0.0
0.0,15.12,62.33,0.0,6.33,22.89,191.68,1.44,0.0
0.0,8.73,54.89,0.0,5.45,26.24,191.68,12.06,0.0
0.0,1.25,48.48,0.0,1.2,27.47,191.67,25.02,0.0
0.0,0.0,47.07,9.05,0.0,27.85,191.67,36.9,0.0
0.0,0.0,54.31,16.88,0.0,29.38,191.67,46.26,0.0
0.0,0.0,67.82,22.2,0.0,29.76,191.66,51.96,0.0
0.0,0.0,85.58,25.33,0.0,28.61,191.66,53.94,0.0
0.0,0.0,105.85,25.3,0.0,25.94,191.65,51.24,0.0
0.0,0.0,126.09,19.34,0.0,25.18,191.65,44.52,0.0
0.0,0.0,141.56,9.7,0.0,24.8,191.64,34.5,0.0
0.0,1.57,149.32,0.0,1.47,25.18,191.64,22.14,0.0
0.0,14.74,147.59,0.0,7.12,31.28,191.63,9.42,0.0
0.0,28.93,139.21,0.0,8.86,38.15,191.63,0.36,0.0
0.0,29.41,128.78,0.0,7.59,37.01,191.62,0.0,0.0
0.0,26.44,119.85,0.0,6.37,32.81,191.62,0.0,0.0
0.0,22.36,112.36,0.0,5.49,27.85,191.61,0.0,0.0
0.0,18.06,105.9,0.0,4.83,22.89,191.6,0.0,0.0
0.0,15.73,100.22,0.0,4.49,20.22,191.6,0.0,0.0
0.0,14.71,94.93,0.0,4.37,19.08,191.59,0.0,0.0
0.0,13.99,89.8,0.0,4.32,18.31,191.59,0.0,0.0
0.0,13.22,84.71,0.0,4.33,17.55,191.59,0.0,0.0
0.0,13.07,79.62,0.0,4.48,17.55,191.58,0.0,0.0
0.0,12.84,74.34,0.0,4.71,17.55,191.58,0.0,0.0
0.0,15.07,68.81,0.0,5.53,20.6,191.57,0.0,0.0
0.0,15.12,62.3,0.0,6.33,22.89,191.57,1.44,0.0
0.0,8.73,54.86,0.0,5.45,26.24,191.56,12.06,0.0
0.0,1.25,48.45,0.0,1.2,27.47,191.56,25.02,0.0
0.0,0.0,47.04,9.05,0.0,27.85,191.55,36.9,0.0
0.0,0.0,54.28,16.88,0.0,29.38,191.55,46.26,0.0
0.0,0.0,67.79,22.2,0.0,29.76,191.55,51.96,0.0
0.0,0.0,85.55,25.33,0.0,28.61,191.54,53.94,0.0
0.0,0.0,105.81,25.3,0.0,25.94,191.54,51.24,0.0
0.0,0.0,126.05,19.34,0.0,25.18,191.54,44.52,0.0
0.0,0.0,141.52,9.7,0.0,24.8,191.53,34.5,0.0
0.0,1.57,149.29,0.0,1.47,25.18,191.52,22.14,0.0
0.0,14.74,147.56,0.0,7.13,31.28,191.52,9.42,0.0
0.0,28.93,139.17,0.0,8.86,38.15,191.51,0.36,0.0
0.0,29.42,128.75,0.0,7.59,37.01,191.51,0.0,0.0
0.0,26.44,119.82,0.0,6.37,32.81,191.5,0.0,0.0
0.0,22.36,112.32,0.0,5.49,27.85,191.5,0.0,0.0
0.0,18.06,105.87,0.0,4.83,22.89,191.49,0.0,0.0
0.0,15.73,100.19,0.0,4.49,20.22,191.49,0.0,0.0
0.0,14.71,94.9,0.0,4.36,19.08,191.48,0.0,0.0
0.0,13.99,89.76,0.0,4.32,18.31,191.48,0.0,0.0
0.0,13.22,84.68,0.0,4.33,17.55,191.47,0.0,0.0
0.0,13.07,79.58,0.0,4.48,17.55,191.47,0.0,0.0
0.0,12.84,74.31,0.0,4.71,17.55,191.46,0.0,0.0
0.0,15.07,68.77,0.0,5.53,20.6,191.46,0.0,0.0
0.0,15.12,62.27,0.0,6.33,22.89,191.45,1.44,0.0
0.0,8.73,54.82,0.0,5.45,26.24,191.45,12.06,0.0
0.0,1.25,48.41,0.0,1.2,27.47,191.44,25.02,0.0
0.0,0.0,47.01,9.05,0.0,27.85,191.44,36.9,0.0
0.0,0.0,54.25,16.88,0.0,29.38,191.44,46.26,0.0
0.0,0.0,67.75,22.2,0.0,29.76,191.43,51.96,0.0
0.0,0.0,85.52,25.33,0.0,28.61,191.43,53.94,0.0
0.0,0.0,105.78,25.3,0.0,25.94,191.43,51.24,0.0
0.0,0.0,126.02,19.34,0.0,25.18,191.42,44.52,0.0
0.0,0.0,141.49,9.7,0.0,24.8,191.42,34.5,0.0
0.0,1.57,149.25,0.0,1.47,25.18,191.41,22.14,0.0
0.0,14.73,147.52,0.0,7.13,31.28,191.4,9.42,0.0
0.0,28.93,139.14,0.0,8.86,38.15,191.4,0.36,0.0
0.0,29.42,128.71,0.0,7.59,37.01,191.39,0.0,0.0
0.0,26.44,119.78,0.0,6.37,32.81,191.39,0.0,0.0
0.0,22.36,112.29,0.0,5.49,27.85,191.38,0.0,0.0
0.0,18.06,105.83,0.0,4.83,22.89,191.38,0.0,0.0
0.0,15.73,100.15,0.0,4.49,20.22,191.37,0.0,0.0
0.0,14.71,94.87,0.0,4.36,19.08,191.37,0.0,0.0
0.0,13.99,89.73,0.0,4.32,18.31,191.36,0.0,0.0
0.0,13.22,84.65,0.0,4.33,17.55,191.36,0.0,0.0
0.0,13.07,79.55,0.0,4.48,17.55,191.35,0.0,0.0
0.0,12.84,74.28,0.0,4.71,17.55,191.35,0.0,0.0
0.0,15.07,68.74,0.0,5.53,20.6,191.34,0.0,0.0
0.0,15.12,62.24,0.0,6.33,22.89,191.34,1.44,0.0
0.0,8.72,54.79,0.0,5.45,26.24,191.34,12.06,0.0
0.0,1.25,48.38,0.0,1.2,27.47,191.33,25.02,0.0
0.0,0.0,46.97,9.05,0.0,27.85,191.33,36.9,0.0
0.0,0.0,54.21,16.88,0.0,29.38,191.32,46.26,0.0
0.0,0.0,67.72,22.2,0.0,29.76,191.32,51.96,0.0
0.0,0.0,85.48,25.33,0.0,28.61,191.32,53.94,0.0
0.0,0.0,105.74,25.3,0.0,25.94,191.31,51.24,0.0
0.0,0.0,125.98,19.34,0.0,25.18,191.31,44.52,0.0
0.0,0.0,141.45,9.7,0.0,24.8,191.3,34.5,0.0
0.0,1.57,149.22,0.0,1.47,25.18,191.3,22.14,0.0
0.0,14.73,147.49,0.0,7.13,31.28,191.29,9.42,0.0
0.0,28.93,139.1,0.0,8.86,38.15,191.29,0.36,0.0
0.0,29.42,128.67,0.0,7.59,37.01,191.28,0.0,0.0
0.0,26.44,119.74,0.0,6.37,32.81,191.27,0.0,0.0
0.0,22.36,112.25,0.0,5.49,27.85,191.27,0.0,0.0
0.0,18.06,105.8,0.0,4.83,22.89,191.26,0.0,0.0
0.0,15.73,100.12,0.0,4.49,20.22,191.26,0.0,0.0
0.0,14.71,94.84,0.0,4.36,19.08,191.25,0.0,0.0
0.0,13.99,89.7,0.0,4.32,18.31,191.25,0.0,0.0
0.0,13.22,84.62,0.0,4.33,17.55,191.24,0.0,0.0
0.0,13.07,79.52,0.0,4.48,17.55,191.24,0.0,0.0
0.0,12.84,74.25,0.0,4.71,17.55,191.23,0.0,0.0
0.0,15.07,68.71,0.0,5.53,20.6,191.23,0.0,0.0
0.0,15.12,62.21,0.0,6.33,22.89,191.23,1.44,0.0
0.0,8.72,54.76,0.0,5.45,26.24,191.22,12.06,0.0
0.0,1.25,48.35,0.0,1.2,27.47,191.22,25.02,0.0
0.0,0.0,46.94,9.05,0.0,27.85,191.21,36.9,0.0
0.0,0.0,54.18,16.88,0.0,29.38,191.21,46.26,0.0
0.0,0.0,67.68,22.2,0.0,29.76,191.21,51.96,0.0
0.0,0.0,85.45,25.33,0.0,28.61,191.2,53.94,0.0
0.0,0.0,105.71,25.3,0.0,25.94,191.2,51.24,0.0
0.0,0.0,125.95,19.34,0.0,25.18,191.19,44.52,0.0
0.0,0.0,141.42,9.7,0.0,24.8,191.19,34.5,0.0
0.0,1.57,149.18,0.0,1.47,25.18,191.18,22.14,0.0
0.0,14.73,147.45,0.0,7.13,31.28,191.18,9.42,0.0
0.0,28.93,139.06,0.0,8.86,38.15,191.17,0.36,0.0
0.0,29.42,128.63,0.0,7.59,37.01,191.17,0.0,0.0
0.0,26.44,119.71,0.0,6.37,32.81,191.16,0.0,0.0
0.0,22.37,112.21,0.0,5.48,27.85,191.16,0.0,0.0
0.0,18.06,105.76,0.0,4.83,22.89,191.15,0.0,0.0
0.0,15.73,100.09,0.0,4.49,20.22,191.14,0.0,0.0
0.0,14.71,94.8,0.0,4.36,19.08,191.14,0.0,0.0
0.0,13.99,89.67,0.0,4.32,18.31,191.14,0.0,0.0
0.0,13.22,84.59,0.0,4.33,17.55,191.13,0.0,0.0
0.0,13.07,79.49,0.0,4.48,17.55,191.13,0.0,0.0
0.0,12.84,74.22,0.0,4.71,17.55,191.12,0.0,0.0
0.0,15.07,68.68,0.0,5.53,20.6,191.12,0.0,0.0
0.0,15.12,62.18,0.0,6.33,22.89,191.11,1.44,0.0
0.0,8.72,54.73,0.0,5.45,26.24,191.11,12.06,0.0
0.0,1.25,48.31,0.0,1.2,27.47,191.1,25.02,0.0
0.0,0.0,46.9,9.05,0.0,27.85,191.1,36.9,0.0
0.0,0.0,54.14,16.88,0.0,29.38,191.1,46.26,0.0
0.0,0.0,67.65,22.2,0.0,29.76,191.09,51.96,0.0
0.0,0.0,85.41,25.33,0.0,28.61,191.09,53.94,0.0
0.0,0.0,105.67,25.3,0.0,25.94,191.09,51.24,0.0
0.0,0.0,125.91,19.34,0.0,25.18,191.08,44.52,0.0
0.0,0.0,141.39,9.7,0.0,24.8,191.08,34.5,0.0
0.0,1.57,149.15,0.0,1.47,25.18,191.07,22.14,0.0
0.0,14.73,147.42,0.0,7.13,31.28,191.06,9.42,0.0
0.0,28.92,139.03,0.0,8.87,38.15,191.06,0.36,0.0
0.0,29.42,128.6,0.0,7.59,37.01,191.05,0.0,0.0
0.0,26.44,119.67,0.0,6.37,32.81,191.05,0.0,0.0
0.0,22.37,112.18,0.0,5.48,27.85,191.04,0.0,0.0
0.0,18.06,105.73,0.0,4.83,22.89,191.04,0.0,0.0
0.0,15.73,100.05,0.0,4.49,20.22,191.03,0.0,0.0
0.0,14.71,94.77,0.0,4.36,19.08,191.03,0.0,0.0
0.0,13.99,89.64,0.0,4.32,18.31,191.02,0.0,0.0
0.0,13.22,84.55,0.0,4.33,17.55,191.02,0.0,0.0
0.0,13.07,79.46,0.0,4.48,17.55,191.01,0.0,0.0
0.0,12.84,74.19,0.0,4.71,17.55,191.01,0.0,0.0
0.0,15.07,68.65,0.0,5.53,20.6,191.0,0.0,0.0
0.0,15.12,62.15,0.0,6.33,22.89,191.0,1.44,0.0
0.0,8.72,54.7,0.0,5.46,26.24,190.99,12.06,0.0
0.0,1.25,48.28,0.0,1.2,27.47,190.99,25.02,0.0
0.0,0.0,46.87,9.05,0.0,27.85,190.99,36.9,0.0
0.0,0.0,54.11,16.88,0.0,29.38,190.98,46.26,0.0
0.0,0.0,67.62,22.2,0.0,29.76,190.98,51.96,0.0
0.0,0.0,85.38,25.33,0.0,28.61,190.98,53.94,0.0
0.0,0.0,105.64,25.3,0.0,25.94,190.97,51.24,0.0
0.0,0.0,125.88,19.34,0.0,25.18,190.97,44.52,0.0
0.0,0.0,141.35,9.7,0.0,24.8,190.96,34.5,0.0
0.0,1.57,149.11,0.0,1.47,25.18,190.96,22.14,0.0
0.0,14.73,147.39,0.0,7.14,31.28,190.95,9.42,0.0
0.0,28.92,138.99,0.0,8.87,38.15,190.94,0.36,0.0
0.0,29.42,128.56,0.0,7.59,37.01,190.94,0.0,0.0
0.0,26.44,119.63,0.0,6.37,32.81,190.93,0.0,0.0
0.0,22.37,112.14,0.0,5.48,27.85,190.93,0.0,0.0
0.0,18.07,105.69,0.0,4.82,22.89,190.92,0.0,0.0
0.0,15.73,100.02,0.0,4.49,20.22,190.92,0.0,0.0
0.0,14.71,94.74,0.0,4.36,19.08,190.91,0.0,0.0
0.0,13.99,89.61,0.0,4.32,18.31,190.91,0.0,0.0
0.0,13.22,84.52,0.0,4.33,17.55,190.9,0.0,0.0
0.0,13.07,79.43,0.0,4.48,17.55,190.9,0.0,0.0
0.0,12.84,74.16,0.0,4.71,17.55,190.89,0.0,0.0
0.0,15.07,68.62,0.0,5.53,20.6,190.89,0.0,0.0
0.0,15.11,62.12,0.0,6.34,22.89,190.89,1.44,0.0
0.0,8.72,54.66,0.0,5.46,26.24,190.88,12.06,0.0
0.0,1.25,48.24,0.0,1.2,27.47,190.88,25.02,0.0
0.0,0.0,46.83,9.05,0.0,27.85,190.87,36.9,0.0
0.0,0.0,54.07,16.88,0.0,29.38,190.87,46.26,0.0
0.0,0.0,67.58,22.2,0.0,29.76,190.87,51.96,0.0
0.0,0.0,85.34,25.33,0.0,28.61,190.86,53.94,0.0
0.0,0.0,105.61,25.3,0.0,25.94,190.86,51.24,0.0
0.0,0.0,125.84,19.34,0.0,25.18,190.85,44.52,0.0
0.0,0.0,141.32,9.7,0.0,24.8,190.85,34.5,0.0
0.0,1.57,149.08,0.0,1.47,25.18,190.84,22.14,0.0
0.0,14.72,147.35,0.0,7.14,31.28,190.84,9.42,0.0
0.0,28.92,138.95,0.0,8.87,38.15,190.83,0.36,0.0
0.0,29.42,128.52,0.0,7.59,37.01,190.83,0.0,0.0
0.0,26.44,119.6,0.0,6.37,32.81,190.82,0.0,0.0
0.0,22.37,112.11,0.0,5.48,27.85,190.81,0.0,0.0
0.0,18.07,105.66,0.0,4.82,22.89,190.81,0.0,0.0
0.0,15.73,99.99,0.0,4.49,20.22,190.8,0.0,0.0
0.0,14.71,94.71,0.0,4.36,19.08,190.8,0.0,0.0
0.0,13.99,89.58,0.0,4.32,18.31,190.79,0.0,0.0
0.0,13.22,84.49,0.0,4.33,17.55,190.79,0.0,0.0
0.0,13.07,79.4,0.0,4.48,17.55,190.79,0.0,0.0
0.0,12.84,74.13,0.0,4.71,17.55,190.78,0.0,0.0
0.0,15.07,68.59,0.0,5.53,20.6,190.78,0.0,0.0
0.0,15.11,62.09,0.0,6.34,22.89,190.77,1.44,0.0
0.0,8.72,54.63,0.0,5.46,26.24,190.77,12.06,0.0
0.0,1.25,48.21,0.0,1.2,27.47,190.76,25.02,0.0
0.0,0.0,46.8,9.05,0.0,27.85,190.76,36.9,0.0
0.0,0.0,54.04,16.88,0.0,29.38,190.76,46.26,0.0
0.0,0.0,67.55,22.2,0.0,29.76,190.75,51.96,0.0
0.0,0.0,85.31,25.33,0.0,28.61,190.75,53.94,0.0
0.0,0.0,105.57,25.3,0.0,25.94,190.75,51.24,0.0
0.0,0.0,125.81,19.34,0.0,25.18,190.74,44.52,0.0
0.0,0.0,141.28,9.7,0.0,24.8,190.74,34.5,0.0
0.0,1.57,149.04,0.0,1.47,25.18,190.73,22.14,0.0
0.0,14.72,147.32,0.0,7.14,31.28,190.72,9.42,0.0
0.0,28.92,138.92,0.0,8.87,38.15,190.72,0.36,0.0
0.0,29.42,128.48,0.0,7.58,37.01,190.71,0.0,0.0
0.0,26.44,119.56,0.0,6.36,32.81,190.71,0.0,0.0
0.0,22.37,112.07,0.0,5.48,27.85,190.7,0.0,0.0
0.0,18.07,105.63,0.0,4.82,22.89,190.7,0.0,0.0
0.0,15.73,99.95,0.0,4.49,20.22,190.69,0.0,0.0
0.0,14.72,94.67,0.0,4.36,19.08,190.69,0.0,0.0
0.0,13.99,89.54,0.0,4.32,18.31,190.68,0.0,0.0
0.0,13.22,84.46,0.0,4.33,17.55,190.68,0.0,0.0
0.0,13.07,79.37,0.0,4.48,17.55,190.67,0.0,0.0
0.0,12.84,74.1,0.0,4.71,17.55,190.67,0.0,0.0
0.0,15.07,68.56,0.0,5.53,20.6,190.66,0.0,0.0
0.0,15.11,62.06,0.0,6.34,22.89,190.66,1.44,0.0
0.0,8.71,54.6,0.0,5.46,26.24,190.65,12.06,0.0
0.0,1.25,48.17,0.0,1.2,27.47,190.65,25.02,0.0
0.0,0.0,46.76,9.05,0.0,27.85,190.65,36.9,0.0
0.0,0.0,54.0,16.88,0.0,29.38,190.64,46.26,0.0
0.0,0.0,67.51,22.2,0.0,29.76,190.64,51.96,0.0
0.0,0.0,85.27,25.33,0.0,28.61,190.64,53.94,0.0
0.0,0.0,105.54,25.3,0.0,25.94,190.63,51.24,0.0
0.0,0.0,125.77,19.34,0.0,25.18,190.63,44.52,0.0
0.0,0.0,141.25,9.7,0.0,24.8,190.62,34.5,0.0
0.0,1.57,149.01,0.0,1.47,25.18,190.62,22.14,0.0
0.0,14.72,147.28,0.0,7.14,31.28,190.61,9.42,0.0
0.0,28.92,138.88,0.0,8.87,38.15,190.6,0.36,0.0
0.0,29.42,128.45,0.0,7.58,37.01,190.6,0.0,0.0
0.0,26.45,119.52,0.0,6.36,32.81,190.59,0.0,0.0
0.0,22.37,112.04,0.0,5.48,27.85,190.59,0.0,0.0
0.0,18.07,105.59,0.0,4.82,22.89,190.58,0.0,0.0
0.0,15.73,99.92,0.0,4.49,20.22,190.58,0.0,0.0
0.0,14.72,94.64,0.0,4.36,19.08,190.57,0.0,0.0
0.0,13.99,89.51,0.0,4.32,18.31,190.57,0.0,0.0
0.0,13.22,84.43,0.0,4.33,17.55,190.56,0.0,0.0
0.0,13.07,79.34,0.0,4.48,17.55,190.56,0.0,0.0
0.0,12.84,74.07,0.0,4.71,17.55,190.55,0.0,0.0
0.0,15.07,68.53,0.0,5.53,20.6,190.55,0.0,0.0
0.0,15.11,62.02,0.0,6.34,22.89,190.55,1.44,0.0
0.0,8.71,54.57,0.0,5.46,26.24,190.54,12.06,0.0
0.0,1.25,48.14,0.0,1.2,27.47,190.54,25.02,0.0
0.0,0.0,46.73,9.05,0.0,27.85,190.53,36.9,0.0
0.0,0.0,53.97,16.88,0.0,29.38,190.53,46.26,0.0
0.0,0.0,67.48,22.2,0.0,29.76,190.53,51.96,0.0
0.0,0.0,85.24,25.33,0.0,28.61,190.52,53.94,0.0
0.0,0.0,105.5,25.3,0.0,25.94,190.52,51.24,0.0
0.0,0.0,125.74,19.34,0.0,25.18,190.51,44.52,0.0
0.0,0.0,141.21,9.7,0.0,24.8,190.51,34.5,0.0
0.0,1.57,148.97,0.0,1.47,25.18,190.5,22.14,0.0
0.0,14.72,147.25,0.0,7.14,31.28,190.5,9.42,0.0
0.0,28.92,138.84,0.0,8.87,38.15,190.49,0.36,0.0
0.0,29.42,128.41,0.0,7.58,37.01,190.49,0.0,0.0
0.0,26.45,119.49,0.0,6.36,32.81,190.48,0.0,0.0
0.0,22.37,112.0,0.0,5.48,27.85,190.48,0.0,0.0
0.0,18.07,105.56,0.0,4.82,22.89,190.47,0.0,0.0
0.0,15.73,99.89,0.0,4.49,20.22,190.47,0.0,0.0
0.0,14.72,94.61,0.0,4.36,19.08,190.46,0.0,0.0
0.0,13.99,89.48,0.0,4.32,18.31,190.46,0.0,0.0
0.0,13.22,84.4,0.0,4.33,17.55,190.45,0.0,0.0
0.0,13.07,79.31,0.0,4.48,17.55,190.45,0.0,0.0
0.0,12.84,74.04,0.0,4.71,17.55,190.44,0.0,0.0
0.0,15.07,68.5,0.0,5.53,20.6,190.44,0.0,0.0
0.0,15.11,61.99,0.0,6.34,22.89,190.43,1.44,0.0
0.0,8.71,54.53,0.0,5.46,26.24,190.43,12.06,0.0
0.0,1.25,48.1,0.0,1.2,27.47,190.42,25.02,0.0
0.0,0.0,46.69,9.05,0.0,27.85,190.42,36.9,0.0
0.0,0.0,53.93,16.88,0.0,29.38,190.42,46.26,0.0
0.0,0.0,67.44,22.2,0.0,29.76,190.41,51.96,0.0
0.0,0.0,85.2,25.33,0.0,28.61,190.41,53.94,0.0
0.0,0.0,105.47,25.3,0.0,25.94,190.41,51.24,0.0
0.0,0.0,125.7,19.34,0.0,25.18,190.4,44.52,0.0
0.0,0.0,141.18,9.7,0.0,24.8,190.4,34.5,0.0
0.0,1.57,148.94,0.0,1.47,25.18,190.39,22.14,0.0
0.0,14.72,147.21,0.0,7.15,31.28,190.38,9.42,0.0
0.0,28.92,138.8,0.0,8.87,38.15,190.38,0.36,0.0
0.0,29.42,128.37,0.0,7.58,37.01,190.37,0.0,0.0
0.0,26.45,119.45,0.0,6.36,32.81,190.37,0.0,0.0
0.0,22.37,111.97,0.0,5.48,27.85,190.36,0.0,0.0
0.0,18.07,105.52,0.0,4.82,22.89,190.36,0.0,0.0
0.0,15.73,99.85,0.0,4.48,20.22,190.35,0.0,0.0
0.0,14.72,94.58,0.0,4.36,19.08,190.35,0.0,0.0
0.0,13.99,89.45,0.0,4.32,18.31,190.34,0.0,0.0
0.0,13.22,84.37,0.0,4.32,17.55,190.34,0.0,0.0
0.0,13.07,79.28,0.0,4.48,17.55,190.33,0.0,0.0
0.0,12.84,74.01,0.0,4.71,17.55,190.33,0.0,0.0
0.0,15.07,68.47,0.0,5.53,20.6,190.32,0.0,0.0
0.0,15.11,61.96,0.0,6.34,22.89,190.32,1.44,0.0
0.0,8.71,54.5,0.0,5.47,26.24,190.32,12.06,0.0
0.0,1.25,48.07,0.0,1.2,27.47,190.31,25.02,0.0
0.0,0.0,46.66,9.05,0.0,27.85,190.31,36.9,0.0
0.0,0.0,53.9,16.88,0.0,29.38,190.3,46.26,0.0
0.0,0.0,67.41,22.2,0.0,29.76,190.3,51.96,0.0
0.0,0.0,85.17,25.33,0.0,28.61,190.3,53.94,0.0
0.0,0.0,105.43,25.3,0.0,25.94,190.29,51.24,0.0
0.0,0.0,125.67,19.34,0.0,25.18,190.29,44.52,0.0
0.0,0.0,141.14,9.7,0.0,24.8,190.28,34.5,0.0
0.0,1.57,148.91,0.0,1.47,25.18,190.28,22.14,0.0
0.0,14.71,147.18,0.0,7.15,31.28,190.27,9.42,0.0
0.0,28.92,138.77,0.0,8.87,38.15,190.27,0.36,0.0
0.0,29.42,128.33,0.0,7.58,37.01,190.26,0.0,0.0
0.0,26.45,119.41,0.0,6.36,32.81,190.25,0.0,0.0
0.0,22.37,111.93,0.0,5.48,27.85,190.25,0.0,0.0
0.0,18.07,105.49,0.0,4.82,22.89,190.24,0.0,0.0
0.0,15.74,99.82,0.0,4.48,20.22,190.24,0.0,0.0
0.0,14.72,94.54,0.0,4.36,19.08,190.23,0.0,0.0
0.0,13.99,89.42,0.0,4.32,18.31,190.23,0.0,0.0
0.0,13.22,84.34,0.0,4.32,17.55,190.22,0.0,0.0
0.0,13.07,79.25,0.0,4.48,17.55,190.22,0.0,0.0
0.0,12.84,73.98,0.0,4.71,17.55,190.22,0.0,0.0
0.0,15.07,68.44,0.0,5.53,20.6,190.21,0.0,0.0
