P2,P1,E,Pch,Pdis,Demand,Emax,SolarGen,Pdumped
0.0,18.14,123.62,0.0,0.17,18.31,299.98,0.0,96080.0
0.0,17.42,123.45,0.0,0.13,17.55,299.98,0.0,96080.0
0.0,17.41,123.31,0.0,0.14,17.55,299.98,0.0,96080.0
0.0,17.4,123.17,0.0,0.15,17.55,299.98,0.0,96080.0
0.0,11.01,123.02,0.0,9.59,20.6,299.98,0.0,96080.0
0.0,9.98,113.18,0.0,11.47,22.89,299.98,1.44,96080.0
0.0,8.83,101.42,0.0,5.34,26.24,299.98,12.06,96080.0
0.0,2.4,95.94,0.0,0.05,27.47,299.98,25.02,96080.0
0.0,0.0,95.89,9.05,0.0,27.85,299.98,36.9,96080.0
0.0,0.0,104.72,16.88,0.0,29.38,299.98,46.26,96080.0
0.0,0.0,121.18,22.2,0.0,29.76,299.98,51.96,96080.0
0.0,0.0,142.83,25.33,0.0,28.61,299.98,53.94,96080.0
0.0,0.0,167.52,25.3,0.0,25.94,299.98,51.24,96080.0
0.0,0.0,192.19,19.34,0.0,25.18,299.98,44.52,96080.0
0.0,0.0,211.04,9.7,0.0,24.8,299.98,34.5,96080.0
0.0,2.98,220.5,0.0,0.06,25.18,299.98,22.14,96080.0
0.0,11.32,220.44,0.0,10.55,31.28,299.98,9.42,96080.0
0.0,15.85,209.62,0.0,21.94,38.15,299.98,0.36,96080.0
0.0,16.59,187.13,0.0,20.42,37.01,299.98,0.0,96080.0
0.0,15.98,166.19,0.0,16.83,32.81,299.98,0.0,96080.0
0.0,15.23,148.92,0.0,12.62,27.85,299.98,0.0,96080.0
0.0,15.25,135.98,0.0,7.64,22.89,299.98,0.0,96080.0
0.0,17.12,128.15,0.0,3.1,20.22,299.98,0.0,96080.0
0.0,18.79,124.97,0.0,0.29,19.08,299.98,0.0,96080.0
0.0,18.14,124.68,0.0,0.17,18.31,299.98,0.0,96080.0
0.0,17.41,124.5,0.0,0.14,17.55,299.98,0.0,96080.0
0.0,17.41,124.36,0.0,0.14,17.55,299.98,0.0,96080.0
0.0,17.4,124.22,0.0,0.15,17.55,299.98,0.0,96080.0
0.0,10.95,124.06,0.0,9.65,20.6,299.98,0.0,96080.0
0.0,9.94,114.16,0.0,11.51,22.89,299.98,1.44,96080.0
0.0,8.82,102.36,0.0,5.36,26.24,299.98,12.06,96080.0
0.0,2.4,96.87,0.0,0.05,27.47,299.98,25.02,96080.0
0.0,0.0,96.82,9.05,0.0,27.85,299.98,36.9,96080.0
0.0,0.0,105.64,16.88,0.0,29.38,299.98,46.26,96080.0
0.0,0.0,122.11,22.2,0.0,29.76,299.98,51.96,96080.0
0.0,0.0,143.75,25.33,0.0,28.61,299.98,53.94,96080.0
0.0,0.0,168.45,25.3,0.0,25.94,299.98,51.24,96080.0
0.0,0.0,193.11,19.34,0.0,25.18,299.98,44.52,96080.0
0.0,0.0,211.97,9.7,0.0,24.8,299.98,34.5,96080.0
0.0,2.98,221.43,0.0,0.06,25.18,299.98,22.14,96080.0
0.0,11.3,221.37,0.0,10.56,31.28,299.98,9.42,96080.0
0.0,15.84,210.54,0.0,21.95,38.15,299.98,0.36,96080.0
0.0,16.58,188.03,0.0,20.43,37.01,299.98,0.0,96080.0
0.0,15.96,167.08,0.0,16.85,32.81,299.98,0.0,96080.0
0.0,15.21,149.8,0.0,12.64,27.85,299.98,0.0,96080.0
0.0,15.22,136.83,0.0,7.67,22.89,299.98,0.0,96080.0
0.0,17.07,128.97,0.0,3.15,20.22,299.98,0.0,96080.0
0.0,18.78,125.74,0.0,0.3,19.08,299.98,0.0,96080.0
0.0,18.13,125.43,0.0,0.18,18.31,299.98,0.0,96080.0
0.0,17.41,125.25,0.0,0.14,17.55,299.98,0.0,96080.0
0.0,17.41,125.11,0.0,0.14,17.55,299.98,0.0,96080.0
0.0,17.39,124.96,0.0,0.16,17.55,299.98,0.0,96080.0
0.0,10.91,124.8,0.0,9.69,20.6,299.98,0.0,96080.0
0.0,9.92,114.87,0.0,11.53,22.89,299.98,1.44,96080.0
0.0,8.81,103.04,0.0,5.37,26.24,299.98,12.06,96080.0
0.0,2.4,97.53,0.0,0.05,27.47,299.98,25.02,96080.0
0.0,0.0,97.49,9.05,0.0,27.85,299.98,36.9,96080.0
0.0,0.0,106.31,16.88,0.0,29.38,299.98,46.26,96080.0
0.0,0.0,122.77,22.2,0.0,29.76,299.98,51.96,96080.0
0.0,0.0,144.42,25.33,0.0,28.61,299.98,53.94,96080.0
0.0,0.0,169.12,25.3,0.0,25.94,299.98,51.24,96080.0
0.0,0.0,193.78,19.34,0.0,25.18,299.98,44.52,96080.0
0.0,0.0,212.64,9.7,0.0,24.8,299.98,34.5,96080.0
0.0,2.98,222.1,0.0,0.06,25.18,299.98,22.14,96080.0
0.0,11.3,222.04,0.0,10.57,31.28,299.98,9.42,96080.0
0.0,15.84,211.2,0.0,21.95,38.15,299.98,0.36,96080.0
0.0,16.57,188.69,0.0,20.43,37.01,299.97,0.0,96080.0
0.0,15.95,167.73,0.0,16.86,32.81,299.97,0.0,96080.0
0.0,15.2,150.44,0.0,12.65,27.85,299.97,0.0,96080.0
0.0,15.2,137.46,0.0,7.69,22.89,299.97,0.0,96080.0
0.0,17.04,129.58,0.0,3.18,20.22,299.97,0.0,96080.0
0.0,18.77,126.32,0.0,0.3,19.08,299.97,0.0,96080.0
0.0,18.13,126.01,0.0,0.18,18.31,299.97,0.0,96080.0
0.0,17.41,125.82,0.0,0.14,17.55,299.97,0.0,96080.0
0.0,17.4,125.68,0.0,0.15,17.55,299.97,0.0,96080.0
0.0,17.39,125.53,0.0,0.16,17.55,299.97,0.0,96080.0
0.0,10.89,125.36,0.0,9.71,20.6,299.97,0.0,96080.0
0.0,9.9,115.4,0.0,11.55,22.89,299.97,1.44,96080.0
0.0,8.79,103.56,0.0,5.38,26.24,299.97,12.06,96080.0
0.0,2.4,98.04,0.0,0.05,27.47,299.97,25.02,96080.0
0.0,0.0,97.99,9.05,0.0,27.85,299.97,36.9,96080.0
0.0,0.0,106.81,16.88,0.0,29.38,299.97,46.26,96080.0
0.0,0.0,123.28,22.2,0.0,29.76,299.97,51.96,96080.0
0.0,0.0,144.92,25.33,0.0,28.61,299.97,53.94,96080.0
0.0,0.0,169.62,25.3,0.0,25.94,299.97,51.24,96080.0
0.0,0.0,194.28,19.34,0.0,25.18,299.97,44.52,96080.0
0.0,0.0,213.14,9.7,0.0,24.8,299.97,34.5,96080.0
0.0,2.98,222.6,0.0,0.06,25.18,299.97,22.14,96080.0
0.0,11.3,222.54,0.0,10.57,31.28,299.97,9.42,96080.0
0.0,15.84,211.7,0.0,21.95,38.15,299.97,0.36,96080.0
0.0,16.57,189.19,0.0,20.43,37.01,299.97,0.0,96080.0
0.0,15.95,168.23,0.0,16.86,32.81,299.97,0.0,96080.0
0.0,15.19,150.93,0.0,12.66,27.85,299.97,0.0,96080.0
0.0,15.2,137.95,0.0,7.69,22.89,299.97,0.0,96080.0
0.0,17.02,130.06,0.0,3.2,20.22,299.97,0.0,96080.0
0.0,18.76,126.78,0.0,0.31,19.08,299.97,0.0,96080.0
0.0,18.13,126.46,0.0,0.19,18.31,299.97,0.0,96080.0
0.0,17.41,126.27,0.0,0.14,17.55,299.97,0.0,96080.0
0.0,17.4,126.12,0.0,0.15,17.55,299.97,0.0,96080.0
0.0,17.39,125.97,0.0,0.16,17.55,299.97,0.0,96080.0
0.0,10.87,125.8,0.0,9.73,20.6,299.97,0.0,96080.0
0.0,9.89,115.82,0.0,11.56,22.89,299.97,1.44,96080.0
0.0,8.78,103.96,0.0,5.39,26.24,299.97,12.06,96080.0
0.0,2.4,98.43,0.0,0.05,27.47,299.97,25.02,96080.0
0.0,0.0,98.38,9.05,0.0,27.85,299.97,36.9,96080.0
0.0,0.0,107.21,16.88,0.0,29.38,299.97,46.26,96080.0
0.0,0.0,123.67,22.2,0.0,29.76,299.97,51.96,96080.0
0.0,0.0,145.32,25.33,0.0,28.61,299.97,53.94,96080.0
0.0,0.0,170.01,25.3,0.0,25.94,299.97,51.24,96080.0
0.0,0.0,194.68,19.34,0.0,25.18,299.97,44.52,96080.0
0.0,0.0,213.53,9.7,0.0,24.8,299.97,34.5,96080.0
0.0,2.98,222.99,0.0,0.06,25.18,299.97,22.14,96080.0
0.0,11.29,222.93,0.0,10.57,31.28,299.97,9.42,96080.0
0.0,15.84,212.09,0.0,21.95,38.15,299.97,0.36,96080.0
0.0,16.57,189.58,0.0,20.43,37.01,299.97,0.0,96080.0
0.0,15.95,168.62,0.0,16.86,32.81,299.97,0.0,96080.0
0.0,15.19,151.32,0.0,12.66,27.85,299.97,0.0,96080.0
0.0,15.19,138.34,0.0,7.7,22.89,299.97,0.0,96080.0
0.0,17.01,130.44,0.0,3.21,20.22,299.97,0.0,96080.0
0.0,18.75,127.15,0.0,0.32,19.08,299.97,0.0,96080.0
0.0,18.12,126.82,0.0,0.19,18.31,299.97,0.0,96080.0
0.0,17.4,126.62,0.0,0.15,17.55,299.97,0.0,96080.0
0.0,17.4,126.48,0.0,0.15,17.55,299.97,0.0,96080.0
0.0,17.38,126.32,0.0,0.17,17.55,299.97,0.0,96080.0
0.0,10.86,126.15,0.0,9.74,20.6,299.97,0.0,96080.0
0.0,9.88,116.16,0.0,11.57,22.89,299.97,1.44,96080.0
0.0,8.77,104.29,0.0,5.41,26.24,299.97,12.06,96080.0
0.0,2.4,98.74,0.0,0.05,27.47,299.97,25.02,96080.0
0.0,0.0,98.7,9.05,0.0,27.85,299.97,36.9,96080.0
0.0,0.0,107.52,16.88,0.0,29.38,299.97,46.26,96080.0
0.0,0.0,123.98,22.2,0.0,29.76,299.97,51.96,96080.0
0.0,0.0,145.63,25.33,0.0,28.61,299.97,53.94,96080.0
0.0,0.0,170.32,25.3,0.0,25.94,299.97,51.24,96080.0
0.0,0.0,194.99,19.34,0.0,25.18,299.97,44.52,96080.0
0.0,0.0,213.85,9.7,0.0,24.8,299.97,34.5,96080.0
0.0,2.98,223.31,0.0,0.06,25.18,299.97,22.14,96080.0
0.0,11.29,223.24,0.0,10.57,31.28,299.97,9.42,96080.0
0.0,15.84,212.4,0.0,21.95,38.15,299.96,0.36,96080.0
0.0,16.57,189.89,0.0,20.43,37.01,299.96,0.0,96080.0
0.0,15.95,168.94,0.0,16.86,32.81,299.96,0.0,96080.0
0.0,15.19,151.64,0.0,12.66,27.85,299.96,0.0,96080.0
0.0,15.19,138.65,0.0,7.7,22.89,299.96,0.0,96080.0
0.0,17.0,130.76,0.0,3.22,20.22,299.96,0.0,96080.0
0.0,18.75,127.46,0.0,0.33,19.08,299.96,0.0,96080.0
0.0,18.12,127.12,0.0,0.19,18.31,299.96,0.0,96080.0
0.0,17.4,126.92,0.0,0.15,17.55,299.96,0.0,96080.0
0.0,17.4,126.77,0.0,0.15,17.55,299.96,0.0,96080.0
0.0,17.38,126.61,0.0,0.17,17.55,299.96,0.0,96080.0
0.0,10.85,126.44,0.0,9.75,20.6,299.96,0.0,96080.0
0.0,9.87,116.44,0.0,11.58,22.89,299.96,1.44,96080.0
0.0,8.75,104.56,0.0,5.43,26.24,299.96,12.06,96080.0
0.0,2.4,99.0,0.0,0.05,27.47,299.96,25.02,96080.0
0.0,0.0,98.95,9.05,0.0,27.85,299.96,36.9,96080.0
0.0,0.0,107.78,16.88,0.0,29.38,299.96,46.26,96080.0
0.0,0.0,124.24,22.2,0.0,29.76,299.96,51.96,96080.0
0.0,0.0,145.89,25.33,0.0,28.61,299.96,53.94,96080.0
0.0,0.0,170.58,25.3,0.0,25.94,299.96,51.24,96080.0
0.0,0.0,195.25,19.34,0.0,25.18,299.96,44.52,96080.0
0.0,0.0,214.1,9.7,0.0,24.8,299.96,34.5,96080.0
0.0,2.98,223.56,0.0,0.06,25.18,299.96,22.14,96080.0
0.0,11.29,223.5,0.0,10.57,31.28,299.96,9.42,96080.0
0.0,15.84,212.66,0.0,21.95,38.15,299.96,0.36,96080.0
0.0,16.57,190.15,0.0,20.43,37.01,299.96,0.0,96080.0
0.0,15.95,169.2,0.0,16.86,32.81,299.96,0.0,96080.0
0.0,15.18,151.9,0.0,12.66,27.85,299.96,0.0,96080.0
0.0,15.2,138.91,0.0,7.69,22.89,299.96,0.0,96080.0
0.0,16.99,131.02,0.0,3.23,20.22,299.96,0.0,96080.0
0.0,18.74,127.71,0.0,0.34,19.08,299.96,0.0,96080.0
0.0,18.12,127.37,0.0,0.2,18.31,299.96,0.0,96080.0
0.0,17.4,127.17,0.0,0.15,17.55,299.96,0.0,96080.0
0.0,17.39,127.01,0.0,0.16,17.55,299.96,0.0,96080.0
0.0,17.38,126.85,0.0,0.17,17.55,299.96,0.0,96080.0
0.0,10.84,126.68,0.0,9.76,20.6,299.96,0.0,96080.0
0.0,9.87,116.67,0.0,11.58,22.89,299.96,1.44,96080.0
0.0,8.73,104.79,0.0,5.44,26.24,299.96,12.06,96080.0
0.0,2.4,99.21,0.0,0.05,27.47,299.96,25.02,96080.0
0.0,0.0,99.16,9.05,0.0,27.85,299.96,36.9,96080.0
0.0,0.0,107.99,16.88,0.0,29.38,299.96,46.26,96080.0
0.0,0.0,124.45,22.2,0.0,29.76,299.96,51.96,96080.0
0.0,0.0,146.1,25.33,0.0,28.61,299.96,53.94,96080.0
0.0,0.0,170.79,25.3,0.0,25.94,299.96,51.24,96080.0
0.0,0.0,195.46,19.34,0.0,25.18,299.96,44.52,96080.0
0.0,0.0,214.32,9.7,0.0,24.8,299.96,34.5,96080.0
0.0,2.98,223.78,0.0,0.06,25.18,299.96,22.14,96080.0
0.0,11.3,223.71,0.0,10.57,31.28,299.96,9.42,96080.0
0.0,15.85,212.87,0.0,21.94,38.15,299.96,0.36,96080.0
0.0,16.58,190.37,0.0,20.43,37.01,299.96,0.0,96080.0
0.0,15.95,169.41,0.0,16.86,32.81,299.96,0.0,96080.0
0.0,15.18,152.12,0.0,12.66,27.85,299.96,0.0,96080.0
0.0,15.2,139.13,0.0,7.69,22.89,299.96,0.0,96080.0
0.0,16.99,131.24,0.0,3.23,20.22,299.96,0.0,96080.0
0.0,18.73,127.93,0.0,0.34,19.08,299.96,0.0,96080.0
0.0,18.11,127.58,0.0,0.2,18.31,299.96,0.0,96080.0
0.0,17.4,127.38,0.0,0.15,17.55,299.96,0.0,96080.0
0.0,17.39,127.22,0.0,0.16,17.55,299.96,0.0,96080.0
0.0,17.38,127.06,0.0,0.17,17.55,299.96,0.0,96080.0
0.0,10.83,126.88,0.0,9.77,20.6,299.96,0.0,96080.0
0.0,9.87,116.87,0.0,11.58,22.89,299.96,1.44,96080.0
0.0,8.72,104.99,0.0,5.45,26.24,299.96,12.06,96080.0
0.0,2.4,99.39,0.0,0.05,27.47,299.96,25.02,96080.0
0.0,0.0,99.34,9.05,0.0,27.85,299.96,36.9,96080.0
0.0,0.0,108.17,16.88,0.0,29.38,299.96,46.26,96080.0
0.0,0.0,124.63,22.2,0.0,29.76,299.96,51.96,96080.0
0.0,0.0,146.28,25.33,0.0,28.61,299.96,53.94,96080.0
0.0,0.0,170.97,25.3,0.0,25.94,299.96,51.24,96080.0
0.0,0.0,195.64,19.34,0.0,25.18,299.96,44.52,96080.0
0.0,0.0,214.5,9.7,0.0,24.8,299.96,34.5,96080.0
0.0,2.98,223.96,0.0,0.06,25.18,299.96,22.14,96080.0
0.0,11.3,223.89,0.0,10.57,31.28,299.96,9.42,96080.0
0.0,15.85,213.05,0.0,21.94,38.15,299.95,0.36,96080.0
0.0,16.58,190.55,0.0,20.43,37.01,299.95,0.0,96080.0
0.0,15.95,169.6,0.0,16.86,32.81,299.95,0.0,96080.0
0.0,15.19,152.31,0.0,12.66,27.85,299.95,0.0,96080.0
0.0,15.2,139.32,0.0,7.69,22.89,299.95,0.0,96080.0
0.0,16.99,131.43,0.0,3.23,20.22,299.95,0.0,96080.0
0.0,18.73,128.12,0.0,0.35,19.08,299.95,0.0,96080.0
0.0,18.11,127.76,0.0,0.2,18.31,299.95,0.0,96080.0
0.0,17.4,127.56,0.0,0.15,17.55,299.95,0.0,96080.0
0.0,17.39,127.4,0.0,0.16,17.55,299.95,0.0,96080.0
0.0,17.37,127.24,0.0,0.18,17.55,299.95,0.0,96080.0
0.0,10.83,127.06,0.0,9.77,20.6,299.95,0.0,96080.0
0.0,9.86,117.04,0.0,11.59,22.89,299.95,1.44,96080.0
0.0,8.71,105.15,0.0,5.47,26.24,299.95,12.06,96080.0
0.0,2.4,99.54,0.0,0.05,27.47,299.95,25.02,96080.0
0.0,0.0,99.5,9.05,0.0,27.85,299.95,36.9,96080.0
0.0,0.0,108.32,16.88,0.0,29.38,299.95,46.26,96080.0
0.0,0.0,124.78,22.2,0.0,29.76,299.95,51.96,96080.0
0.0,0.0,146.43,25.33,0.0,28.61,299.95,53.94,96080.0
0.0,0.0,171.13,25.3,0.0,25.94,299.95,51.24,96080.0
0.0,0.0,195.79,19.34,0.0,25.18,299.95,44.52,96080.0
