P2,P1,E,Pch,Pdis,Demand,S_max,SolarGen,Pdumped
0.0,26.45,128.98,0.0,6.36,32.81,1.59,0.0,100000.0
0.0,22.33,121.5,0.0,5.52,27.85,0.0,0.0,100000.0
0.0,18.01,115.01,0.0,4.88,22.89,0.0,0.0,100000.0
0.0,15.66,109.27,0.0,4.56,20.22,0.0,0.0,100000.0
0.0,14.63,103.9,0.0,4.45,19.08,225.4,0.0,100000.0
0.0,13.9,98.67,0.0,4.42,18.31,324.2,0.0,100000.0
0.0,13.12,93.48,0.0,4.43,17.55,851.52,0.0,100000.0
0.0,12.97,88.27,0.0,4.58,17.55,0.0,0.0,100000.0
0.0,12.75,82.88,0.0,4.8,17.55,851.54,0.0,100000.0
0.0,14.98,77.23,0.0,5.62,20.6,0.0,0.0,100000.0
0.0,15.1,70.62,0.0,6.35,22.89,224.53,1.44,100000.0
0.0,8.81,63.15,0.0,5.36,26.24,227.85,12.06,100000.0
0.0,1.26,56.84,0.0,1.19,27.47,0.0,25.02,100000.0
0.0,0.0,55.44,9.05,0.0,27.85,0.0,36.9,100000.0
0.0,0.0,62.68,16.88,0.0,29.38,0.0,46.26,100000.0
0.0,0.0,76.19,22.2,0.0,29.76,172.24,51.96,100000.0
0.0,0.0,93.95,25.33,0.0,28.61,0.0,53.94,100000.0
0.0,0.0,114.21,25.3,0.0,25.94,228.19,51.24,100000.0
0.0,0.0,134.45,19.34,0.0,25.18,168.22,44.52,100000.0
0.0,0.0,149.92,9.7,0.0,24.8,0.0,34.5,100000.0
0.0,1.59,157.68,0.0,1.45,25.18,0.0,22.14,100000.0
0.0,15.01,155.97,0.0,6.85,31.28,168.24,9.42,100000.0
0.0,29.18,147.92,0.0,8.61,38.15,193.1,0.36,100000.0
0.0,29.52,137.79,0.0,7.49,37.01,0.0,0.0,100000.0
0.0,26.45,128.98,0.0,6.36,32.81,2.51,0.0,100000.0
0.0,22.33,121.5,0.0,5.52,27.85,0.0,0.0,100000.0
0.0,18.01,115.01,0.0,4.88,22.89,213.97,0.0,100000.0
0.0,15.66,109.27,0.0,4.56,20.22,162.45,0.0,100000.0
0.0,14.63,103.9,0.0,4.45,19.08,851.53,0.0,100000.0
0.0,13.9,98.67,0.0,4.42,18.31,0.0,0.0,100000.0
0.0,13.12,93.48,0.0,4.43,17.55,0.0,0.0,100000.0
0.0,12.97,88.27,0.0,4.58,17.55,0.0,0.0,100000.0
0.0,12.75,82.88,0.0,4.8,17.55,0.0,0.0,100000.0
0.0,14.98,77.23,0.0,5.62,20.6,0.0,0.0,100000.0
0.0,15.1,70.62,0.0,6.35,22.89,227.71,1.44,100000.0
0.0,8.81,63.15,0.0,5.36,26.24,498.93,12.06,100000.0
0.0,1.26,56.84,0.0,1.19,27.47,0.0,25.02,100000.0
0.0,0.0,55.44,9.05,0.0,27.85,699.62,36.9,100000.0
0.0,0.0,62.68,16.88,0.0,29.38,168.24,46.26,100000.0
0.0,0.0,76.18,22.2,0.0,29.76,871.45,51.96,100000.0
0.0,0.0,93.95,25.33,0.0,28.61,77.75,53.94,100000.0
0.0,0.0,114.21,25.3,0.0,25.94,0.0,51.24,100000.0
0.0,0.0,134.45,19.34,0.0,25.18,0.0,44.52,100000.0
0.0,0.0,149.92,9.7,0.0,24.8,193.13,34.5,100000.0
0.0,1.59,157.68,0.0,1.45,25.18,700.05,22.14,100000.0
0.0,15.01,155.97,0.0,6.85,31.28,324.17,9.42,100000.0
0.0,29.18,147.92,0.0,8.61,38.15,224.48,0.36,100000.0
0.0,29.52,137.79,0.0,7.49,37.01,225.32,0.0,100000.0
0.0,26.45,128.98,0.0,6.36,32.81,2.51,0.0,100000.0
0.0,22.33,121.5,0.0,5.52,27.85,849.57,0.0,100000.0
0.0,18.01,115.01,0.0,4.88,22.89,1.59,0.0,100000.0
0.0,15.66,109.27,0.0,4.56,20.22,245.17,0.0,100000.0
0.0,14.63,103.9,0.0,4.45,19.08,2.51,0.0,100000.0
0.0,13.9,98.67,0.0,4.42,18.31,0.0,0.0,100000.0
0.0,13.12,93.47,0.0,4.43,17.55,0.0,0.0,100000.0
0.0,12.97,88.27,0.0,4.58,17.55,168.23,0.0,100000.0
0.0,12.75,82.88,0.0,4.8,17.55,0.0,0.0,100000.0
0.0,14.98,77.23,0.0,5.62,20.6,871.37,0.0,100000.0
0.0,15.1,70.62,0.0,6.35,22.89,193.1,1.44,100000.0
0.0,8.81,63.15,0.0,5.36,26.24,227.96,12.06,100000.0
0.0,1.26,56.83,0.0,1.19,27.47,0.0,25.02,100000.0
0.0,0.0,55.44,9.05,0.0,27.85,214.06,36.9,100000.0
0.0,0.0,62.68,16.88,0.0,29.38,0.0,46.26,100000.0
0.0,0.0,76.18,22.2,0.0,29.76,851.48,51.96,100000.0
0.0,0.0,93.95,25.33,0.0,28.61,77.55,53.94,100000.0
0.0,0.0,114.21,25.3,0.0,25.94,324.25,51.24,100000.0
0.0,0.0,134.45,19.34,0.0,25.18,193.14,44.52,100000.0
0.0,0.0,149.92,9.7,0.0,24.8,0.0,34.5,100000.0
0.0,1.59,157.68,0.0,1.45,25.18,324.42,22.14,100000.0
0.0,15.01,155.97,0.0,6.85,31.28,227.9,9.42,100000.0
0.0,29.18,147.91,0.0,8.61,38.15,0.0,0.36,100000.0
0.0,29.52,137.79,0.0,7.49,37.01,699.9,0.0,100000.0
0.0,26.45,128.98,0.0,6.36,32.81,0.0,0.0,100000.0
0.0,22.33,121.5,0.0,5.52,27.85,228.22,0.0,100000.0
0.0,18.01,115.01,0.0,4.88,22.89,0.0,0.0,100000.0
0.0,15.66,109.27,0.0,4.56,20.22,77.52,0.0,100000.0
0.0,14.63,103.9,0.0,4.45,19.08,498.87,0.0,100000.0
0.0,13.9,98.67,0.0,4.42,18.31,1.59,0.0,100000.0
0.0,13.12,93.47,0.0,4.43,17.55,850.87,0.0,100000.0
0.0,12.97,88.27,0.0,4.58,17.55,213.97,0.0,100000.0
0.0,12.75,82.88,0.0,4.8,17.55,0.0,0.0,100000.0
0.0,14.98,77.23,0.0,5.62,20.6,0.0,0.0,100000.0
0.0,15.1,70.62,0.0,6.35,22.89,168.23,1.44,100000.0
0.0,8.81,63.14,0.0,5.36,26.24,228.12,12.06,100000.0
0.0,1.26,56.83,0.0,1.19,27.47,1.58,25.02,100000.0
0.0,0.0,55.43,9.05,0.0,27.85,168.23,36.9,100000.0
0.0,0.0,62.68,16.88,0.0,29.38,225.49,46.26,100000.0
0.0,0.0,76.18,22.2,0.0,29.76,324.12,51.96,100000.0
0.0,0.0,93.95,25.33,0.0,28.61,0.0,53.94,100000.0
0.0,0.0,114.21,25.3,0.0,25.94,162.46,51.24,100000.0
0.0,0.0,134.45,19.34,0.0,25.18,162.45,44.52,100000.0
0.0,0.0,149.92,9.7,0.0,24.8,225.33,34.5,100000.0
0.0,1.59,157.68,0.0,1.45,25.18,1.58,22.14,100000.0
0.0,15.01,155.97,0.0,6.85,31.28,0.0,9.42,100000.0
0.0,29.18,147.91,0.0,8.61,38.15,225.47,0.36,100000.0
0.0,29.52,137.78,0.0,7.49,37.01,1.58,0.0,100000.0
0.0,26.45,128.98,0.0,6.36,32.81,225.14,0.0,100000.0
0.0,22.33,121.5,0.0,5.52,27.85,2.51,0.0,100000.0
0.0,18.01,115.01,0.0,4.88,22.89,77.56,0.0,100000.0
0.0,15.66,109.26,0.0,4.56,20.22,228.53,0.0,100000.0
0.0,14.63,103.9,0.0,4.45,19.08,2.51,0.0,100000.0
0.0,13.9,98.67,0.0,4.42,18.31,0.0,0.0,100000.0
0.0,13.12,93.47,0.0,4.43,17.55,1.59,0.0,100000.0
0.0,12.97,88.27,0.0,4.58,17.55,0.0,0.0,100000.0
0.0,12.75,82.88,0.0,4.8,17.55,77.64,0.0,100000.0
0.0,14.98,77.23,0.0,5.62,20.6,225.23,0.0,100000.0
0.0,15.1,70.62,0.0,6.35,22.89,0.0,1.44,100000.0
0.0,8.81,63.14,0.0,5.36,26.24,225.45,12.06,100000.0
0.0,1.26,56.83,0.0,1.19,27.47,1.58,25.02,100000.0
0.0,0.0,55.43,9.05,0.0,27.85,2.51,36.9,100000.0
0.0,0.0,62.67,16.88,0.0,29.38,163.97,46.26,100000.0
0.0,0.0,76.18,22.2,0.0,29.76,224.39,51.96,100000.0
0.0,0.0,93.94,25.33,0.0,28.61,245.25,53.94,100000.0
0.0,0.0,114.21,25.3,0.0,25.94,851.52,51.24,100000.0
0.0,0.0,134.44,19.34,0.0,25.18,214.06,44.52,100000.0
0.0,0.0,149.92,9.7,0.0,24.8,0.0,34.5,100000.0
0.0,1.59,157.68,0.0,1.45,25.18,0.0,22.14,100000.0
0.0,15.01,155.97,0.0,6.85,31.28,324.2,9.42,100000.0
0.0,29.18,147.91,0.0,8.61,38.15,0.0,0.36,100000.0
0.0,29.52,137.78,0.0,7.49,37.01,245.12,0.0,100000.0
0.0,26.45,128.98,0.0,6.36,32.81,851.54,0.0,100000.0
0.0,22.33,121.5,0.0,5.52,27.85,0.0,0.0,100000.0
0.0,18.01,115.01,0.0,4.88,22.89,0.0,0.0,100000.0
0.0,15.66,109.26,0.0,4.56,20.22,214.06,0.0,100000.0
0.0,14.63,103.9,0.0,4.45,19.08,0.0,0.0,100000.0
0.0,13.9,98.67,0.0,4.42,18.31,699.93,0.0,100000.0
0.0,13.12,93.47,0.0,4.43,17.55,324.33,0.0,100000.0
0.0,12.97,88.27,0.0,4.58,17.55,0.0,0.0,100000.0
0.0,12.75,82.88,0.0,4.8,17.55,0.0,0.0,100000.0
0.0,14.98,77.23,0.0,5.62,20.6,498.63,0.0,100000.0
0.0,15.1,70.62,0.0,6.35,22.89,172.27,1.44,100000.0
0.0,8.81,63.14,0.0,5.36,26.24,2.51,12.06,100000.0
0.0,1.26,56.83,0.0,1.19,27.47,1.59,25.02,100000.0
0.0,0.0,55.43,9.05,0.0,27.85,0.0,36.9,100000.0
0.0,0.0,62.67,16.88,0.0,29.38,0.0,46.26,100000.0
0.0,0.0,76.18,22.2,0.0,29.76,0.0,51.96,100000.0
0.0,0.0,93.94,25.33,0.0,28.61,193.16,53.94,100000.0
0.0,0.0,114.21,25.3,0.0,25.94,851.53,51.24,100000.0
0.0,0.0,134.44,19.34,0.0,25.18,214.03,44.52,100000.0
0.0,0.0,149.92,9.7,0.0,24.8,0.0,34.5,100000.0
0.0,1.59,157.68,0.0,1.45,25.18,225.46,22.14,100000.0
0.0,15.01,155.97,0.0,6.85,31.28,193.12,9.42,100000.0
0.0,29.18,147.91,0.0,8.61,38.15,224.45,0.36,100000.0
0.0,29.52,137.78,0.0,7.49,37.01,0.0,0.0,100000.0
0.0,26.45,128.97,0.0,6.36,32.81,0.0,0.0,100000.0
0.0,22.33,121.5,0.0,5.52,27.85,193.11,0.0,100000.0
0.0,18.01,115.01,0.0,4.88,22.89,162.46,0.0,100000.0
0.0,15.66,109.26,0.0,4.56,20.22,0.0,0.0,100000.0
0.0,14.63,103.9,0.0,4.45,19.08,0.0,0.0,100000.0
0.0,13.9,98.67,0.0,4.42,18.31,0.0,0.0,100000.0
0.0,13.12,93.47,0.0,4.43,17.55,0.0,0.0,100000.0
0.0,12.97,88.27,0.0,4.58,17.55,245.23,0.0,100000.0
0.0,12.75,82.88,0.0,4.8,17.55,162.48,0.0,100000.0
0.0,14.98,77.23,0.0,5.62,20.6,324.39,0.0,100000.0
0.0,15.1,70.62,0.0,6.35,22.89,699.87,1.44,100000.0
0.0,8.81,63.14,0.0,5.36,26.24,851.52,12.06,100000.0
0.0,1.26,56.83,0.0,1.19,27.47,227.76,25.02,100000.0
0.0,0.0,55.43,9.05,0.0,27.85,245.13,36.9,100000.0
0.0,0.0,62.67,16.88,0.0,29.38,2.51,46.26,100000.0
0.0,0.0,76.18,22.2,0.0,29.76,0.0,51.96,100000.0
0.0,0.0,93.94,25.33,0.0,28.61,0.0,53.94,100000.0
0.0,0.0,114.2,25.3,0.0,25.94,172.27,51.24,100000.0
0.0,0.0,134.44,19.34,0.0,25.18,871.51,44.52,100000.0
0.0,0.0,149.92,9.7,0.0,24.8,0.0,34.5,100000.0
0.0,1.59,157.68,0.0,1.45,25.18,213.98,22.14,100000.0
0.0,15.01,155.97,0.0,6.85,31.28,77.67,9.42,100000.0
0.0,29.18,147.91,0.0,8.61,38.15,0.0,0.36,100000.0
0.0,29.52,137.78,0.0,7.49,37.01,324.28,0.0,100000.0
0.0,26.45,128.97,0.0,6.36,32.81,0.0,0.0,100000.0
0.0,22.33,121.5,0.0,5.52,27.85,168.23,0.0,100000.0
0.0,18.01,115.01,0.0,4.88,22.89,172.23,0.0,100000.0
0.0,15.66,109.26,0.0,4.56,20.22,195.62,0.0,100000.0
0.0,14.63,103.9,0.0,4.45,19.08,324.23,0.0,100000.0
0.0,13.9,98.66,0.0,4.42,18.31,0.0,0.0,100000.0
0.0,13.12,93.47,0.0,4.43,17.55,2.51,0.0,100000.0
0.0,12.97,88.26,0.0,4.58,17.55,225.49,0.0,100000.0
0.0,12.75,82.88,0.0,4.8,17.55,77.61,0.0,100000.0
0.0,14.98,77.23,0.0,5.62,20.6,245.19,0.0,100000.0
0.0,15.1,70.62,0.0,6.35,22.89,0.0,1.44,100000.0
0.0,8.81,63.14,0.0,5.36,26.24,0.0,12.06,100000.0
0.0,1.26,56.83,0.0,1.19,27.47,224.48,25.02,100000.0
0.0,0.0,55.43,9.05,0.0,27.85,0.0,36.9,100000.0
0.0,0.0,62.67,16.88,0.0,29.38,0.0,46.26,100000.0
0.0,0.0,76.18,22.2,0.0,29.76,224.37,51.96,100000.0
0.0,0.0,93.94,25.33,0.0,28.61,224.45,53.94,100000.0
0.0,0.0,114.2,25.3,0.0,25.94,324.3,51.24,100000.0
0.0,0.0,134.44,19.34,0.0,25.18,851.54,44.52,100000.0
0.0,0.0,149.91,9.7,0.0,24.8,324.12,34.5,100000.0
0.0,1.59,157.68,0.0,1.45,25.18,162.45,22.14,100000.0
0.0,15.01,155.97,0.0,6.85,31.28,193.12,9.42,100000.0
0.0,29.18,147.91,0.0,8.61,38.15,193.13,0.36,100000.0
0.0,29.52,137.78,0.0,7.49,37.01,77.49,0.0,100000.0
0.0,26.45,128.97,0.0,6.36,32.81,498.73,0.0,100000.0
0.0,22.33,121.5,0.0,5.52,27.85,214.06,0.0,100000.0
0.0,18.01,115.0,0.0,4.88,22.89,2.51,0.0,100000.0
0.0,15.66,109.26,0.0,4.56,20.22,1.58,0.0,100000.0
0.0,14.63,103.9,0.0,4.45,19.08,172.27,0.0,100000.0
0.0,13.9,98.66,0.0,4.42,18.31,498.91,0.0,100000.0
0.0,13.12,93.47,0.0,4.43,17.55,0.0,0.0,100000.0
0.0,12.97,88.26,0.0,4.58,17.55,214.01,0.0,100000.0
0.0,12.75,82.88,0.0,4.8,17.55,498.21,0.0,100000.0
0.0,14.98,77.23,0.0,5.62,20.6,0.0,0.0,100000.0
0.0,15.1,70.61,0.0,6.35,22.89,699.9,1.44,100000.0
0.0,8.81,63.14,0.0,5.36,26.24,228.26,12.06,100000.0
0.0,1.26,56.83,0.0,1.19,27.47,0.0,25.02,100000.0
0.0,0.0,55.43,9.05,0.0,27.85,0.0,36.9,100000.0
0.0,0.0,62.67,16.88,0.0,29.38,498.29,46.26,100000.0
0.0,0.0,76.18,22.2,0.0,29.76,224.53,51.96,100000.0
0.0,0.0,93.94,25.33,0.0,28.61,213.97,53.94,100000.0
0.0,0.0,114.2,25.3,0.0,25.94,1.59,51.24,100000.0
0.0,0.0,134.44,19.34,0.0,25.18,213.99,44.52,100000.0
0.0,0.0,149.91,9.7,0.0,24.8,213.99,34.5,100000.0
0.0,1.59,157.68,0.0,1.45,25.18,1.58,22.14,100000.0
0.0,15.01,155.97,0.0,6.85,31.28,498.8,9.42,100000.0
0.0,29.18,147.91,0.0,8.61,38.15,0.0,0.36,100000.0
0.0,29.52,137.78,0.0,7.49,37.01,0.0,0.0,100000.0
0.0,26.45,128.97,0.0,6.36,32.81,193.12,0.0,100000.0
0.0,22.33,121.49,0.0,5.52,27.85,0.0,0.0,100000.0
0.0,18.01,115.0,0.0,4.88,22.89,224.58,0.0,100000.0
0.0,15.66,109.26,0.0,4.56,20.22,0.0,0.0,100000.0
0.0,14.63,103.89,0.0,4.45,19.08,193.18,0.0,100000.0
0.0,13.9,98.66,0.0,4.42,18.31,168.22,0.0,100000.0
0.0,13.12,93.47,0.0,4.43,17.55,871.48,0.0,100000.0
0.0,12.97,88.26,0.0,4.58,17.55,225.17,0.0,100000.0
0.0,12.75,82.88,0.0,4.8,17.55,224.56,0.0,100000.0
0.0,14.98,77.23,0.0,5.62,20.6,227.74,0.0,100000.0
0.0,15.1,70.61,0.0,6.35,22.89,0.0,1.44,100000.0
0.0,8.81,63.14,0.0,5.36,26.24,245.14,12.06,100000.0
0.0,1.26,56.83,0.0,1.19,27.47,162.46,25.02,100000.0
0.0,0.0,55.43,9.05,0.0,27.85,214.01,36.9,100000.0
0.0,0.0,62.67,16.88,0.0,29.38,168.22,46.26,100000.0
0.0,0.0,76.18,22.2,0.0,29.76,224.41,51.96,100000.0
0.0,0.0,93.94,25.33,0.0,28.61,871.51,53.94,100000.0
0.0,0.0,114.2,25.3,0.0,25.94,0.0,51.24,100000.0
0.0,0.0,134.44,19.34,0.0,25.18,227.98,44.52,100000.0
0.0,0.0,149.91,9.7,0.0,24.8,0.0,34.5,100000.0
0.0,1.59,157.67,0.0,1.45,25.18,162.54,22.14,100000.0
0.0,15.01,155.96,0.0,6.85,31.28,871.45,9.42,100000.0
0.0,29.18,147.91,0.0,8.61,38.15,0.0,0.36,100000.0
0.0,29.52,137.78,0.0,7.49,37.01,172.27,0.0,100000.0
0.0,26.45,128.97,0.0,6.36,32.81,871.28,0.0,100000.0
0.0,22.33,121.49,0.0,5.52,27.85,0.0,0.0,100000.0
0.0,18.01,115.0,0.0,4.88,22.89,868.99,0.0,100000.0
0.0,15.66,109.26,0.0,4.56,20.22,162.48,0.0,100000.0
0.0,14.63,103.89,0.0,4.45,19.08,231.97,0.0,100000.0
0.0,13.9,98.66,0.0,4.42,18.31,871.39,0.0,100000.0
0.0,13.12,93.47,0.0,4.43,17.55,225.48,0.0,100000.0
0.0,12.97,88.26,0.0,4.58,17.55,2.51,0.0,100000.0
0.0,12.75,82.88,0.0,4.8,17.55,0.0,0.0,100000.0
0.0,14.98,77.22,0.0,5.62,20.6,498.6,0.0,100000.0
0.0,15.1,70.61,0.0,6.35,22.89,213.99,1.44,100000.0
0.0,8.81,63.14,0.0,5.36,26.24,214.01,12.06,100000.0
0.0,1.26,56.83,0.0,1.19,27.47,193.1,25.02,100000.0
0.0,0.0,55.43,9.05,0.0,27.85,324.35,36.9,100000.0
0.0,0.0,62.67,16.88,0.0,29.38,2.51,46.26,100000.0
0.0,0.0,76.18,22.2,0.0,29.76,245.21,51.96,100000.0
0.0,0.0,93.94,25.33,0.0,28.61,0.0,53.94,100000.0
0.0,0.0,114.2,25.3,0.0,25.94,1.59,51.24,100000.0
0.0,0.0,134.44,19.34,0.0,25.18,871.4,44.52,100000.0
0.0,0.0,149.91,9.7,0.0,24.8,77.53,34.5,100000.0
0.0,1.59,157.67,0.0,1.45,25.18,0.0,22.14,100000.0
0.0,15.01,155.96,0.0,6.85,31.28,225.45,9.42,100000.0
0.0,29.18,147.91,0.0,8.61,38.15,869.82,0.36,100000.0
0.0,29.52,137.78,0.0,7.49,37.01,324.32,0.0,100000.0
0.0,26.45,128.97,0.0,6.36,32.81,172.27,0.0,100000.0
0.0,22.33,121.49,0.0,5.52,27.85,0.0,0.0,100000.0
0.0,18.01,115.0,0.0,4.88,22.89,225.39,0.0,100000.0
0.0,15.66,109.26,0.0,4.56,20.22,1.59,0.0,100000.0
0.0,14.63,103.89,0.0,4.45,19.08,2.51,0.0,100000.0
0.0,13.9,98.66,0.0,4.42,18.31,0.0,0.0,100000.0
0.0,13.12,93.47,0.0,4.43,17.55,0.0,0.0,100000.0
0.0,12.97,88.26,0.0,4.58,17.55,699.55,0.0,100000.0
0.0,12.75,82.87,0.0,4.8,17.55,2.51,0.0,100000.0
0.0,14.98,77.22,0.0,5.62,20.6,1.59,0.0,100000.0
0.0,15.1,70.61,0.0,6.35,22.89,245.24,1.44,100000.0
0.0,8.81,63.14,0.0,5.36,26.24,871.42,12.06,100000.0
0.0,1.26,56.83,0.0,1.19,27.47,1.59,25.02,100000.0
0.0,0.0,55.43,9.05,0.0,27.85,324.38,36.9,100000.0
0.0,0.0,62.67,16.88,0.0,29.38,0.0,46.26,100000.0
0.0,0.0,76.18,22.2,0.0,29.76,699.43,51.96,100000.0
0.0,0.0,93.94,25.33,0.0,28.61,324.35,53.94,100000.0
0.0,0.0,114.2,25.3,0.0,25.94,2.51,51.24,100000.0
0.0,0.0,134.44,19.34,0.0,25.18,77.49,44.52,100000.0
0.0,0.0,149.91,9.7,0.0,24.8,245.16,34.5,100000.0
0.0,1.59,157.67,0.0,1.45,25.18,0.0,22.14,100000.0
0.0,15.01,155.96,0.0,6.85,31.28,0.0,9.42,100000.0
0.0,29.18,147.9,0.0,8.61,38.15,871.49,0.36,100000.0
0.0,29.52,137.78,0.0,7.49,37.01,0.0,0.0,100000.0
0.0,26.45,128.97,0.0,6.36,32.81,227.76,0.0,100000.0
0.0,22.33,121.49,0.0,5.52,27.85,871.31,0.0,100000.0
0.0,18.01,115.0,0.0,4.88,22.89,225.48,0.0,100000.0
0.0,15.66,109.26,0.0,4.56,20.22,214.08,0.0,100000.0
0.0,14.63,103.89,0.0,4.45,19.08,213.97,0.0,100000.0
0.0,13.9,98.66,0.0,4.42,18.31,498.87,0.0,100000.0
0.0,13.12,93.47,0.0,4.43,17.55,0.0,0.0,100000.0
0.0,12.97,88.26,0.0,4.58,17.55,1.58,0.0,100000.0
0.0,12.75,82.87,0.0,4.8,17.55,172.23,0.0,100000.0
0.0,14.98,77.22,0.0,5.62,20.6,851.45,0.0,100000.0
0.0,15.1,70.61,0.0,6.35,22.89,227.89,1.44,100000.0
0.0,8.81,63.14,0.0,5.36,26.24,1.59,12.06,100000.0
0.0,1.26,56.82,0.0,1.19,27.47,193.12,25.02,100000.0
0.0,0.0,55.43,9.05,0.0,27.85,851.51,36.9,100000.0
0.0,0.0,62.67,16.88,0.0,29.38,871.44,46.26,100000.0
0.0,0.0,76.17,22.2,0.0,29.76,0.0,51.96,100000.0
0.0,0.0,93.94,25.33,0.0,28.61,168.24,53.94,100000.0
0.0,0.0,114.2,25.3,0.0,25.94,225.24,51.24,100000.0
0.0,0.0,134.44,19.34,0.0,25.18,259.87,44.52,100000.0
0.0,0.0,149.91,9.7,0.0,24.8,0.0,34.5,100000.0
0.0,1.59,157.67,0.0,1.45,25.18,324.39,22.14,100000.0
0.0,15.01,155.96,0.0,6.85,31.28,871.44,9.42,100000.0
0.0,29.18,147.9,0.0,8.61,38.15,1.59,0.36,100000.0
0.0,29.52,137.78,0.0,7.49,37.01,224.49,0.0,100000.0
0.0,26.45,128.97,0.0,6.36,32.81,324.25,0.0,100000.0
0.0,22.33,121.49,0.0,5.52,27.85,699.97,0.0,100000.0
0.0,18.01,115.0,0.0,4.88,22.89,871.38,0.0,100000.0
0.0,15.66,109.26,0.0,4.56,20.22,2.51,0.0,100000.0
0.0,14.63,103.89,0.0,4.45,19.08,193.1,0.0,100000.0
0.0,13.9,98.66,0.0,4.42,18.31,168.22,0.0,100000.0
0.0,13.12,93.47,0.0,4.43,17.55,0.0,0.0,100000.0
0.0,12.97,88.26,0.0,4.58,17.55,498.91,0.0,100000.0
0.0,12.75,82.87,0.0,4.8,17.55,162.46,0.0,100000.0
0.0,14.98,77.22,0.0,5.62,20.6,1.59,0.0,100000.0
0.0,15.1,70.61,0.0,6.35,22.89,224.78,1.44,100000.0
0.0,8.81,63.14,0.0,5.36,26.24,193.14,12.06,100000.0
0.0,1.26,56.82,0.0,1.19,27.47,0.0,25.02,100000.0
0.0,0.0,55.43,9.05,0.0,27.85,324.41,36.9,100000.0
0.0,0.0,62.67,16.88,0.0,29.38,0.0,46.26,100000.0
0.0,0.0,76.17,22.2,0.0,29.76,227.67,51.96,100000.0
0.0,0.0,93.94,25.33,0.0,28.61,0.0,53.94,100000.0
0.0,0.0,114.2,25.3,0.0,25.94,172.28,51.24,100000.0
0.0,0.0,134.44,19.34,0.0,25.18,851.47,44.52,100000.0
0.0,0.0,149.91,9.7,0.0,24.8,851.51,34.5,100000.0
0.0,1.59,157.67,0.0,1.45,25.18,193.15,22.14,100000.0
0.0,15.01,155.96,0.0,6.85,31.28,0.0,9.42,100000.0
0.0,29.18,147.9,0.0,8.61,38.15,1.58,0.36,100000.0
0.0,29.52,137.77,0.0,7.49,37.01,498.78,0.0,100000.0
0.0,26.45,128.97,0.0,6.35,32.81,162.47,0.0,100000.0
0.0,22.33,121.49,0.0,5.52,27.85,2.51,0.0,100000.0
0.0,18.01,115.0,0.0,4.88,22.89,851.47,0.0,100000.0
0.0,15.66,109.26,0.0,4.56,20.22,225.36,0.0,100000.0
0.0,14.63,103.89,0.0,4.45,19.08,172.24,0.0,100000.0
0.0,13.9,98.66,0.0,4.42,18.31,225.49,0.0,100000.0
0.0,13.12,93.46,0.0,4.43,17.55,193.17,0.0,100000.0
0.0,12.97,88.26,0.0,4.58,17.55,0.0,0.0,100000.0
0.0,12.75,82.87,0.0,4.8,17.55,0.0,0.0,100000.0
0.0,14.98,77.22,0.0,5.62,20.6,1.59,0.0,100000.0
0.0,15.1,70.61,0.0,6.35,22.89,851.39,1.44,100000.0
0.0,8.81,63.13,0.0,5.36,26.24,227.77,12.06,100000.0
0.0,1.26,56.82,0.0,1.19,27.47,851.06,25.02,100000.0
0.0,0.0,55.42,9.05,0.0,27.85,162.46,36.9,100000.0
0.0,0.0,62.66,16.88,0.0,29.38,851.46,46.26,100000.0
0.0,0.0,76.17,22.2,0.0,29.76,225.26,51.96,100000.0
0.0,0.0,93.93,25.33,0.0,28.61,245.23,53.94,100000.0
0.0,0.0,114.2,25.3,0.0,25.94,227.76,51.24,100000.0
0.0,0.0,134.43,19.34,0.0,25.18,225.33,44.52,100000.0
0.0,0.0,149.91,9.7,0.0,24.8,0.0,34.5,100000.0
0.0,1.59,157.67,0.0,1.45,25.18,77.59,22.14,100000.0
0.0,15.01,155.96,0.0,6.85,31.28,224.65,9.42,100000.0
0.0,29.18,147.9,0.0,8.61,38.15,0.0,0.36,100000.0
0.0,29.52,137.77,0.0,7.49,37.01,228.0,0.0,100000.0
0.0,26.45,128.97,0.0,6.36,32.81,0.0,0.0,100000.0
0.0,22.33,121.49,0.0,5.52,27.85,2.51,0.0,100000.0
0.0,18.01,115.0,0.0,4.88,22.89,1.58,0.0,100000.0
0.0,15.66,109.26,0.0,4.56,20.22,225.43,0.0,100000.0
0.0,14.63,103.89,0.0,4.45,19.08,172.28,0.0,100000.0
0.0,13.9,98.66,0.0,4.42,18.31,0.0,0.0,100000.0
0.0,13.12,93.46,0.0,4.43,17.55,0.0,0.0,100000.0
0.0,12.97,88.26,0.0,4.58,17.55,162.57,0.0,100000.0
0.0,12.75,82.87,0.0,4.8,17.55,225.04,0.0,100000.0
0.0,14.98,77.22,0.0,5.62,20.6,0.0,0.0,100000.0
0.0,15.1,70.61,0.0,6.35,22.89,871.26,1.44,100000.0
0.0,8.81,63.13,0.0,5.36,26.24,1.58,12.06,100000.0
0.0,1.26,56.82,0.0,1.19,27.47,168.27,25.02,100000.0
0.0,0.0,55.42,9.05,0.0,27.85,227.77,36.9,100000.0
0.0,0.0,62.66,16.88,0.0,29.38,0.0,46.26,100000.0
0.0,0.0,76.17,22.2,0.0,29.76,78.26,51.96,100000.0
0.0,0.0,93.93,25.33,0.0,28.61,699.73,53.94,100000.0
