P2,P1,E,Pch,Pdis,Demand,S_max,SolarGen,Pdumped
0.0,1.26,56.74,0.0,1.19,27.47,2.51,25.02,100000.0
0.0,0.0,55.35,9.05,0.0,27.85,0.0,36.9,100000.0
0.0,0.0,62.59,16.88,0.0,29.38,0.0,46.26,100000.0
0.0,0.0,76.09,22.2,0.0,29.76,224.43,51.96,100000.0
0.0,0.0,93.86,25.33,0.0,28.61,851.14,53.94,100000.0
0.0,0.0,114.12,25.3,0.0,25.94,851.49,51.24,100000.0
0.0,0.0,134.36,19.34,0.0,25.18,162.48,44.52,100000.0
0.0,0.0,149.83,9.7,0.0,24.8,0.0,34.5,100000.0
0.0,1.59,157.59,0.0,1.45,25.18,851.53,22.14,100000.0
0.0,15.01,155.88,0.0,6.85,31.28,0.0,9.42,100000.0
0.0,29.17,147.82,0.0,8.62,38.15,168.24,0.36,100000.0
0.0,29.51,137.68,0.0,7.5,37.01,77.5,0.0,100000.0
0.0,26.45,128.86,0.0,6.36,32.81,193.25,0.0,100000.0
0.0,22.33,121.38,0.0,5.52,27.85,0.0,0.0,100000.0
0.0,18.0,114.88,0.0,4.89,22.89,224.39,0.0,100000.0
0.0,15.66,109.13,0.0,4.56,20.22,172.25,0.0,100000.0
0.0,14.63,103.76,0.0,4.45,19.08,0.0,0.0,100000.0
0.0,13.9,98.53,0.0,4.41,18.31,0.0,0.0,100000.0
0.0,13.13,93.34,0.0,4.42,17.55,2.51,0.0,100000.0
0.0,12.97,88.13,0.0,4.58,17.55,168.22,0.0,100000.0
0.0,12.75,82.75,0.0,4.8,17.55,245.18,0.0,100000.0
0.0,14.99,77.11,0.0,5.61,20.6,0.0,0.0,100000.0
0.0,15.11,70.51,0.0,6.34,22.89,0.0,1.44,100000.0
0.0,8.82,63.05,0.0,5.35,26.24,0.0,12.06,100000.0
0.0,1.26,56.75,0.0,1.19,27.47,224.85,25.02,100000.0
0.0,0.0,55.35,9.05,0.0,27.85,0.0,36.9,100000.0
0.0,0.0,62.59,16.88,0.0,29.38,245.26,46.26,100000.0
0.0,0.0,76.1,22.2,0.0,29.76,2.51,51.96,100000.0
0.0,0.0,93.86,25.33,0.0,28.61,0.0,53.94,100000.0
0.0,0.0,114.13,25.3,0.0,25.94,848.41,51.24,100000.0
0.0,0.0,134.37,19.34,0.0,25.18,1.59,44.52,100000.0
0.0,0.0,149.84,9.7,0.0,24.8,172.23,34.5,100000.0
0.0,1.59,157.6,0.0,1.45,25.18,168.23,22.14,100000.0
0.0,15.01,155.89,0.0,6.85,31.28,172.25,9.42,100000.0
0.0,29.17,147.83,0.0,8.62,38.15,0.0,0.36,100000.0
0.0,29.51,137.69,0.0,7.5,37.01,213.97,0.0,100000.0
0.0,26.45,128.87,0.0,6.36,32.81,168.22,0.0,100000.0
0.0,22.33,121.38,0.0,5.52,27.85,0.0,0.0,100000.0
0.0,18.0,114.89,0.0,4.89,22.89,172.25,0.0,100000.0
0.0,15.66,109.14,0.0,4.56,20.22,324.32,0.0,100000.0
0.0,14.63,103.77,0.0,4.45,19.08,162.45,0.0,100000.0
0.0,13.9,98.54,0.0,4.41,18.31,0.0,0.0,100000.0
0.0,13.13,93.34,0.0,4.42,17.55,0.0,0.0,100000.0
0.0,12.97,88.14,0.0,4.58,17.55,0.0,0.0,100000.0
0.0,12.75,82.76,0.0,4.8,17.55,172.23,0.0,100000.0
0.0,14.99,77.11,0.0,5.61,20.6,172.23,0.0,100000.0
0.0,15.11,70.51,0.0,6.34,22.89,213.97,1.44,100000.0
0.0,8.82,63.06,0.0,5.35,26.24,0.0,12.06,100000.0
0.0,1.26,56.76,0.0,1.19,27.47,498.84,25.02,100000.0
0.0,0.0,55.36,9.05,0.0,27.85,0.0,36.9,100000.0
0.0,0.0,62.6,16.88,0.0,29.38,324.19,46.26,100000.0
0.0,0.0,76.11,22.2,0.0,29.76,168.24,51.96,100000.0
0.0,0.0,93.87,25.33,0.0,28.61,193.15,53.94,100000.0
0.0,0.0,114.13,25.3,0.0,25.94,498.71,51.24,100000.0
0.0,0.0,134.37,19.34,0.0,25.18,0.0,44.52,100000.0
0.0,0.0,149.84,9.7,0.0,24.8,699.66,34.5,100000.0
0.0,1.59,157.61,0.0,1.45,25.18,224.43,22.14,100000.0
0.0,15.01,155.9,0.0,6.85,31.28,224.41,9.42,100000.0
0.0,29.17,147.84,0.0,8.62,38.15,0.0,0.36,100000.0
0.0,29.51,137.7,0.0,7.5,37.01,0.0,0.0,100000.0
0.0,26.45,128.88,0.0,6.36,32.81,2.51,0.0,100000.0
0.0,22.33,121.39,0.0,5.52,27.85,225.49,0.0,100000.0
0.0,18.0,114.9,0.0,4.89,22.89,227.84,0.0,100000.0
0.0,15.66,109.15,0.0,4.56,20.22,324.2,0.0,100000.0
0.0,14.63,103.78,0.0,4.45,19.08,324.29,0.0,100000.0
0.0,13.9,98.55,0.0,4.41,18.31,0.0,0.0,100000.0
0.0,13.13,93.35,0.0,4.42,17.55,0.0,0.0,100000.0
0.0,12.97,88.15,0.0,4.58,17.55,193.12,0.0,100000.0
0.0,12.75,82.77,0.0,4.8,17.55,0.0,0.0,100000.0
0.0,14.99,77.12,0.0,5.61,20.6,324.41,0.0,100000.0
0.0,15.11,70.52,0.0,6.34,22.89,224.5,1.44,100000.0
0.0,8.82,63.06,0.0,5.35,26.24,214.08,12.06,100000.0
0.0,1.26,56.77,0.0,1.19,27.47,0.0,25.02,100000.0
0.0,0.0,55.37,9.05,0.0,27.85,1.59,36.9,100000.0
0.0,0.0,62.61,16.88,0.0,29.38,77.62,46.26,100000.0
0.0,0.0,76.12,22.2,0.0,29.76,699.56,51.96,100000.0
0.0,0.0,93.88,25.33,0.0,28.61,851.3,53.94,100000.0
0.0,0.0,114.14,25.3,0.0,25.94,77.62,51.24,100000.0
0.0,0.0,134.38,19.34,0.0,25.18,225.4,44.52,100000.0
0.0,0.0,149.85,9.7,0.0,24.8,851.36,34.5,100000.0
0.0,1.59,157.61,0.0,1.45,25.18,324.3,22.14,100000.0
0.0,15.01,155.9,0.0,6.85,31.28,172.25,9.42,100000.0
0.0,29.17,147.85,0.0,8.62,38.15,77.51,0.36,100000.0
0.0,29.51,137.71,0.0,7.5,37.01,225.44,0.0,100000.0
0.0,26.45,128.89,0.0,6.36,32.81,0.0,0.0,100000.0
0.0,22.33,121.4,0.0,5.52,27.85,162.46,0.0,100000.0
0.0,18.0,114.9,0.0,4.89,22.89,851.48,0.0,100000.0
0.0,15.66,109.16,0.0,4.56,20.22,851.53,0.0,100000.0
0.0,14.63,103.79,0.0,4.45,19.08,0.0,0.0,100000.0
0.0,13.9,98.56,0.0,4.41,18.31,851.53,0.0,100000.0
0.0,13.13,93.36,0.0,4.42,17.55,2.51,0.0,100000.0
0.0,12.97,88.16,0.0,4.58,17.55,0.0,0.0,100000.0
0.0,12.75,82.77,0.0,4.8,17.55,0.0,0.0,100000.0
0.0,14.99,77.13,0.0,5.61,20.6,0.0,0.0,100000.0
0.0,15.11,70.53,0.0,6.34,22.89,172.23,1.44,100000.0
0.0,8.82,63.07,0.0,5.35,26.24,1.58,12.06,100000.0
0.0,1.26,56.77,0.0,1.19,27.47,498.75,25.02,100000.0
0.0,0.0,55.37,9.05,0.0,27.85,224.42,36.9,100000.0
0.0,0.0,62.61,16.88,0.0,29.38,0.0,46.26,100000.0
0.0,0.0,76.12,22.2,0.0,29.76,213.98,51.96,100000.0
0.0,0.0,93.88,25.33,0.0,28.61,224.53,53.94,100000.0
0.0,0.0,114.15,25.3,0.0,25.94,0.0,51.24,100000.0
0.0,0.0,134.39,19.34,0.0,25.18,224.58,44.52,100000.0
0.0,0.0,149.86,9.7,0.0,24.8,0.0,34.5,100000.0
0.0,1.59,157.62,0.0,1.45,25.18,77.51,22.14,100000.0
0.0,15.01,155.91,0.0,6.85,31.28,498.86,9.42,100000.0
0.0,29.17,147.85,0.0,8.62,38.15,2.51,0.36,100000.0
0.0,29.51,137.71,0.0,7.5,37.01,162.45,0.0,100000.0
0.0,26.45,128.89,0.0,6.36,32.81,172.27,0.0,100000.0
0.0,22.33,121.41,0.0,5.52,27.85,227.83,0.0,100000.0
0.0,18.0,114.91,0.0,4.89,22.89,168.24,0.0,100000.0
0.0,15.66,109.16,0.0,4.56,20.22,0.0,0.0,100000.0
0.0,14.63,103.79,0.0,4.45,19.08,498.92,0.0,100000.0
0.0,13.9,98.56,0.0,4.42,18.31,225.3,0.0,100000.0
0.0,13.13,93.37,0.0,4.42,17.55,868.52,0.0,100000.0
0.0,12.97,88.16,0.0,4.58,17.55,0.0,0.0,100000.0
0.0,12.75,82.78,0.0,4.8,17.55,0.0,0.0,100000.0
0.0,14.99,77.14,0.0,5.61,20.6,172.27,0.0,100000.0
0.0,15.11,70.54,0.0,6.34,22.89,0.0,1.44,100000.0
0.0,8.82,63.08,0.0,5.35,26.24,2.51,12.06,100000.0
0.0,1.26,56.78,0.0,1.19,27.47,172.25,25.02,100000.0
0.0,0.0,55.38,9.05,0.0,27.85,700.05,36.9,100000.0
0.0,0.0,62.62,16.88,0.0,29.38,1.59,46.26,100000.0
0.0,0.0,76.13,22.2,0.0,29.76,0.0,51.96,100000.0
0.0,0.0,93.89,25.33,0.0,28.61,0.0,53.94,100000.0
0.0,0.0,114.15,25.3,0.0,25.94,0.0,51.24,100000.0
0.0,0.0,134.39,19.34,0.0,25.18,213.98,44.52,100000.0
0.0,0.0,149.86,9.7,0.0,24.8,162.45,34.5,100000.0
0.0,1.59,157.63,0.0,1.45,25.18,699.34,22.14,100000.0
0.0,15.01,155.92,0.0,6.85,31.28,172.26,9.42,100000.0
0.0,29.17,147.86,0.0,8.62,38.15,224.44,0.36,100000.0
0.0,29.51,137.72,0.0,7.5,37.01,699.77,0.0,100000.0
0.0,26.45,128.9,0.0,6.36,32.81,851.54,0.0,100000.0
0.0,22.33,121.42,0.0,5.52,27.85,193.11,0.0,100000.0
0.0,18.0,114.92,0.0,4.89,22.89,0.0,0.0,100000.0
0.0,15.66,109.17,0.0,4.56,20.22,0.0,0.0,100000.0
0.0,14.63,103.8,0.0,4.45,19.08,0.0,0.0,100000.0
0.0,13.9,98.57,0.0,4.42,18.31,77.55,0.0,100000.0
0.0,13.13,93.38,0.0,4.42,17.55,245.12,0.0,100000.0
0.0,12.97,88.17,0.0,4.58,17.55,193.11,0.0,100000.0
0.0,12.75,82.79,0.0,4.8,17.55,227.87,0.0,100000.0
0.0,14.99,77.14,0.0,5.61,20.6,224.64,0.0,100000.0
0.0,15.11,70.54,0.0,6.34,22.89,871.25,1.44,100000.0
0.0,8.82,63.08,0.0,5.35,26.24,193.17,12.06,100000.0
0.0,1.26,56.78,0.0,1.19,27.47,225.49,25.02,100000.0
0.0,0.0,55.39,9.05,0.0,27.85,0.0,36.9,100000.0
0.0,0.0,62.63,16.88,0.0,29.38,0.0,46.26,100000.0
0.0,0.0,76.13,22.2,0.0,29.76,245.12,51.96,100000.0
0.0,0.0,93.9,25.33,0.0,28.61,2.51,53.94,100000.0
0.0,0.0,114.16,25.3,0.0,25.94,214.09,51.24,100000.0
0.0,0.0,134.4,19.34,0.0,25.18,77.6,44.52,100000.0
0.0,0.0,149.87,9.7,0.0,24.8,0.0,34.5,100000.0
0.0,1.59,157.63,0.0,1.45,25.18,162.47,22.14,100000.0
0.0,15.01,155.92,0.0,6.85,31.28,224.45,9.42,100000.0
0.0,29.17,147.86,0.0,8.62,38.15,172.25,0.36,100000.0
0.0,29.51,137.73,0.0,7.5,37.01,2.51,0.0,100000.0
0.0,26.45,128.91,0.0,6.36,32.81,324.34,0.0,100000.0
0.0,22.33,121.42,0.0,5.52,27.85,0.0,0.0,100000.0
0.0,18.0,114.93,0.0,4.89,22.89,1.58,0.0,100000.0
0.0,15.66,109.18,0.0,4.56,20.22,324.15,0.0,100000.0
0.0,14.63,103.81,0.0,4.45,19.08,0.0,0.0,100000.0
0.0,13.9,98.58,0.0,4.42,18.31,168.23,0.0,100000.0
0.0,13.13,93.38,0.0,4.42,17.55,227.75,0.0,100000.0
0.0,12.97,88.18,0.0,4.58,17.55,0.0,0.0,100000.0
0.0,12.75,82.79,0.0,4.8,17.55,0.0,0.0,100000.0
0.0,14.99,77.15,0.0,5.61,20.6,226.3,0.0,100000.0
0.0,15.11,70.55,0.0,6.34,22.89,245.18,1.44,100000.0
0.0,8.82,63.09,0.0,5.35,26.24,498.73,12.06,100000.0
0.0,1.26,56.79,0.0,1.19,27.47,324.32,25.02,100000.0
0.0,0.0,55.39,9.05,0.0,27.85,193.18,36.9,100000.0
0.0,0.0,62.63,16.88,0.0,29.38,0.0,46.26,100000.0
0.0,0.0,76.14,22.2,0.0,29.76,851.44,51.96,100000.0
0.0,0.0,93.9,25.33,0.0,28.61,851.48,53.94,100000.0
0.0,0.0,114.16,25.3,0.0,25.94,245.13,51.24,100000.0
0.0,0.0,134.4,19.34,0.0,25.18,225.47,44.52,100000.0
0.0,0.0,149.87,9.7,0.0,24.8,172.25,34.5,100000.0
0.0,1.59,157.64,0.0,1.45,25.18,172.25,22.14,100000.0
0.0,15.01,155.93,0.0,6.85,31.28,245.28,9.42,100000.0
0.0,29.17,147.87,0.0,8.62,38.15,0.0,0.36,100000.0
0.0,29.51,137.73,0.0,7.5,37.01,0.0,0.0,100000.0
0.0,26.45,128.91,0.0,6.36,32.81,1.59,0.0,100000.0
0.0,22.33,121.43,0.0,5.52,27.85,245.25,0.0,100000.0
0.0,18.0,114.93,0.0,4.89,22.89,2.51,0.0,100000.0
0.0,15.66,109.18,0.0,4.56,20.22,235.36,0.0,100000.0
0.0,14.63,103.82,0.0,4.45,19.08,850.25,0.0,100000.0
0.0,13.9,98.58,0.0,4.42,18.31,0.0,0.0,100000.0
0.0,13.13,93.39,0.0,4.42,17.55,698.58,0.0,100000.0
0.0,12.97,88.18,0.0,4.58,17.55,245.18,0.0,100000.0
0.0,12.75,82.8,0.0,4.8,17.55,0.0,0.0,100000.0
0.0,14.99,77.16,0.0,5.61,20.6,1.59,0.0,100000.0
0.0,15.11,70.55,0.0,6.34,22.89,324.25,1.44,100000.0
0.0,8.82,63.09,0.0,5.35,26.24,498.69,12.06,100000.0
0.0,1.26,56.79,0.0,1.19,27.47,245.18,25.02,100000.0
0.0,0.0,55.4,9.05,0.0,27.85,698.42,36.9,100000.0
0.0,0.0,62.64,16.88,0.0,29.38,0.0,46.26,100000.0
0.0,0.0,76.14,22.2,0.0,29.76,699.73,51.96,100000.0
0.0,0.0,93.91,25.33,0.0,28.61,224.46,53.94,100000.0
0.0,0.0,114.17,25.3,0.0,25.94,225.45,51.24,100000.0
0.0,0.0,134.41,19.34,0.0,25.18,324.35,44.52,100000.0
0.0,0.0,149.88,9.7,0.0,24.8,172.26,34.5,100000.0
0.0,1.59,157.64,0.0,1.45,25.18,162.75,22.14,100000.0
0.0,15.01,155.93,0.0,6.85,31.28,851.51,9.42,100000.0
0.0,29.17,147.88,0.0,8.62,38.15,168.22,0.36,100000.0
0.0,29.51,137.74,0.0,7.5,37.01,162.46,0.0,100000.0
0.0,26.45,128.92,0.0,6.36,32.81,193.13,0.0,100000.0
0.0,22.33,121.43,0.0,5.52,27.85,498.64,0.0,100000.0
0.0,18.0,114.94,0.0,4.89,22.89,245.29,0.0,100000.0
0.0,15.66,109.19,0.0,4.56,20.22,0.0,0.0,100000.0
0.0,14.63,103.82,0.0,4.45,19.08,850.54,0.0,100000.0
0.0,13.9,98.59,0.0,4.42,18.31,0.0,0.0,100000.0
0.0,13.13,93.39,0.0,4.42,17.55,498.67,0.0,100000.0
0.0,12.97,88.19,0.0,4.58,17.55,172.24,0.0,100000.0
0.0,12.75,82.81,0.0,4.8,17.55,213.98,0.0,100000.0
0.0,14.99,77.16,0.0,5.61,20.6,324.22,0.0,100000.0
0.0,15.11,70.56,0.0,6.34,22.89,498.66,1.44,100000.0
0.0,8.82,63.1,0.0,5.35,26.24,871.54,12.06,100000.0
0.0,1.26,56.8,0.0,1.19,27.47,172.24,25.02,100000.0
0.0,0.0,55.4,9.05,0.0,27.85,193.18,36.9,100000.0
0.0,0.0,62.64,16.88,0.0,29.38,193.11,46.26,100000.0
0.0,0.0,76.15,22.2,0.0,29.76,172.28,51.96,100000.0
0.0,0.0,93.91,25.33,0.0,28.61,851.53,53.94,100000.0
0.0,0.0,114.17,25.3,0.0,25.94,225.23,51.24,100000.0
0.0,0.0,134.41,19.34,0.0,25.18,699.85,44.52,100000.0
0.0,0.0,149.88,9.7,0.0,24.8,228.23,34.5,100000.0
0.0,1.59,157.65,0.0,1.45,25.18,0.0,22.14,100000.0
0.0,15.02,155.94,0.0,6.85,31.28,227.85,9.42,100000.0
0.0,29.17,147.88,0.0,8.62,38.15,0.0,0.36,100000.0
0.0,29.51,137.74,0.0,7.5,37.01,0.0,0.0,100000.0
0.0,26.45,128.92,0.0,6.36,32.81,851.52,0.0,100000.0
0.0,22.33,121.44,0.0,5.52,27.85,0.0,0.0,100000.0
0.0,18.0,114.94,0.0,4.89,22.89,0.0,0.0,100000.0
0.0,15.66,109.2,0.0,4.56,20.22,168.24,0.0,100000.0
0.0,14.63,103.83,0.0,4.45,19.08,0.0,0.0,100000.0
0.0,13.9,98.59,0.0,4.42,18.31,193.12,0.0,100000.0
0.0,13.13,93.4,0.0,4.42,17.55,0.0,0.0,100000.0
0.0,12.97,88.2,0.0,4.58,17.55,245.2,0.0,100000.0
0.0,12.75,82.81,0.0,4.8,17.55,0.0,0.0,100000.0
0.0,14.99,77.17,0.0,5.61,20.6,245.23,0.0,100000.0
0.0,15.11,70.56,0.0,6.34,22.89,0.0,1.44,100000.0
0.0,8.82,63.1,0.0,5.35,26.24,227.89,12.06,100000.0
0.0,1.26,56.8,0.0,1.19,27.47,21.38,25.02,100000.0
0.0,0.0,55.41,9.05,0.0,27.85,870.78,36.9,100000.0
0.0,0.0,62.65,16.88,0.0,29.38,0.0,46.26,100000.0
0.0,0.0,76.15,22.2,0.0,29.76,870.87,51.96,100000.0
0.0,0.0,93.92,25.33,0.0,28.61,0.0,53.94,100000.0
0.0,0.0,114.18,25.3,0.0,25.94,224.61,51.24,100000.0
0.0,0.0,134.42,19.34,0.0,25.18,77.54,44.52,100000.0
0.0,0.0,149.89,9.7,0.0,24.8,172.27,34.5,100000.0
0.0,1.59,157.65,0.0,1.45,25.18,498.58,22.14,100000.0
0.0,15.02,155.94,0.0,6.85,31.28,0.0,9.42,100000.0
0.0,29.17,147.88,0.0,8.62,38.15,871.49,0.36,100000.0
0.0,29.51,137.75,0.0,7.5,37.01,227.82,0.0,100000.0
0.0,26.45,128.93,0.0,6.36,32.81,225.49,0.0,100000.0
0.0,22.33,121.45,0.0,5.52,27.85,213.96,0.0,100000.0
0.0,18.0,114.95,0.0,4.89,22.89,851.52,0.0,100000.0
0.0,15.66,109.2,0.0,4.56,20.22,77.51,0.0,100000.0
0.0,14.63,103.83,0.0,4.45,19.08,0.0,0.0,100000.0
0.0,13.9,98.6,0.0,4.42,18.31,245.27,0.0,100000.0
0.0,13.12,93.41,0.0,4.42,17.55,0.0,0.0,100000.0
0.0,12.97,88.2,0.0,4.58,17.55,245.12,0.0,100000.0
0.0,12.75,82.82,0.0,4.8,17.55,162.45,0.0,100000.0
0.0,14.99,77.17,0.0,5.61,20.6,245.18,0.0,100000.0
0.0,15.11,70.57,0.0,6.34,22.89,0.0,1.44,100000.0
0.0,8.82,63.11,0.0,5.36,26.24,168.22,12.06,100000.0
0.0,1.26,56.81,0.0,1.19,27.47,168.24,25.02,100000.0
0.0,0.0,55.41,9.05,0.0,27.85,77.65,36.9,100000.0
0.0,0.0,62.65,16.88,0.0,29.38,162.51,46.26,100000.0
0.0,0.0,76.16,22.2,0.0,29.76,871.35,51.96,100000.0
0.0,0.0,93.92,25.33,0.0,28.61,168.31,53.94,100000.0
0.0,0.0,114.18,25.3,0.0,25.94,324.23,51.24,100000.0
0.0,0.0,134.42,19.34,0.0,25.18,0.0,44.52,100000.0
0.0,0.0,149.89,9.7,0.0,24.8,225.46,34.5,100000.0
0.0,1.59,157.66,0.0,1.45,25.18,224.82,22.14,100000.0
0.0,15.02,155.95,0.0,6.85,31.28,172.25,9.42,100000.0
0.0,29.17,147.89,0.0,8.62,38.15,224.39,0.36,100000.0
0.0,29.51,137.75,0.0,7.5,37.01,193.1,0.0,100000.0
0.0,26.45,128.93,0.0,6.36,32.81,871.44,0.0,100000.0
0.0,22.33,121.45,0.0,5.52,27.85,0.0,0.0,100000.0
0.0,18.0,114.95,0.0,4.89,22.89,172.24,0.0,100000.0
0.0,15.66,109.21,0.0,4.56,20.22,498.83,0.0,100000.0
0.0,14.63,103.84,0.0,4.45,19.08,168.23,0.0,100000.0
0.0,13.9,98.61,0.0,4.42,18.31,0.0,0.0,100000.0
0.0,13.12,93.41,0.0,4.42,17.55,2.51,0.0,100000.0
0.0,12.97,88.21,0.0,4.58,17.55,851.5,0.0,100000.0
0.0,12.75,82.82,0.0,4.8,17.55,77.56,0.0,100000.0
0.0,14.99,77.18,0.0,5.61,20.6,227.89,0.0,100000.0
0.0,15.11,70.57,0.0,6.34,22.89,162.48,1.44,100000.0
0.0,8.82,63.11,0.0,5.36,26.24,162.69,12.06,100000.0
0.0,1.26,56.81,0.0,1.19,27.47,1.59,25.02,100000.0
0.0,0.0,55.41,9.05,0.0,27.85,0.0,36.9,100000.0
0.0,0.0,62.65,16.88,0.0,29.38,213.96,46.26,100000.0
0.0,0.0,76.16,22.2,0.0,29.76,0.0,51.96,100000.0
0.0,0.0,93.92,25.33,0.0,28.61,0.0,53.94,100000.0
0.0,0.0,114.19,25.3,0.0,25.94,699.75,51.24,100000.0
0.0,0.0,134.42,19.34,0.0,25.18,871.07,44.52,100000.0
0.0,0.0,149.9,9.7,0.0,24.8,0.0,34.5,100000.0
0.0,1.59,157.66,0.0,1.45,25.18,0.0,22.14,100000.0
0.0,15.02,155.95,0.0,6.85,31.28,700.03,9.42,100000.0
0.0,29.17,147.89,0.0,8.62,38.15,77.62,0.36,100000.0
0.0,29.51,137.76,0.0,7.5,37.01,77.77,0.0,100000.0
0.0,26.45,128.94,0.0,6.36,32.81,236.97,0.0,100000.0
0.0,22.33,121.46,0.0,5.52,27.85,162.45,0.0,100000.0
0.0,18.0,114.96,0.0,4.89,22.89,0.0,0.0,100000.0
0.0,15.66,109.21,0.0,4.56,20.22,168.23,0.0,100000.0
0.0,14.63,103.84,0.0,4.45,19.08,227.92,0.0,100000.0
0.0,13.9,98.61,0.0,4.42,18.31,2.51,0.0,100000.0
0.0,13.12,93.42,0.0,4.42,17.55,77.52,0.0,100000.0
0.0,12.97,88.21,0.0,4.58,17.55,172.23,0.0,100000.0
0.0,12.75,82.83,0.0,4.8,17.55,227.99,0.0,100000.0
0.0,14.99,77.18,0.0,5.61,20.6,172.66,0.0,100000.0
0.0,15.11,70.58,0.0,6.34,22.89,851.41,1.44,100000.0
0.0,8.82,63.12,0.0,5.36,26.24,0.0,12.06,100000.0
0.0,1.26,56.82,0.0,1.19,27.47,192.72,25.02,100000.0
0.0,0.0,55.42,9.05,0.0,27.85,0.0,36.9,100000.0
0.0,0.0,62.66,16.88,0.0,29.38,193.11,46.26,100000.0
0.0,0.0,76.17,22.2,0.0,29.76,168.23,51.96,100000.0
0.0,0.0,93.93,25.33,0.0,28.61,0.0,53.94,100000.0
0.0,0.0,114.19,25.3,0.0,25.94,0.0,51.24,100000.0
0.0,0.0,134.43,19.34,0.0,25.18,871.49,44.52,100000.0
0.0,0.0,149.9,9.7,0.0,24.8,193.17,34.5,100000.0
0.0,1.59,157.66,0.0,1.45,25.18,213.99,22.14,100000.0
0.0,15.02,155.95,0.0,6.85,31.28,193.18,9.42,100000.0
0.0,29.17,147.9,0.0,8.62,38.15,0.0,0.36,100000.0
0.0,29.51,137.76,0.0,7.49,37.01,0.0,0.0,100000.0
0.0,26.45,128.94,0.0,6.36,32.81,162.45,0.0,100000.0
0.0,22.33,121.46,0.0,5.52,27.85,229.04,0.0,100000.0
0.0,18.0,114.96,0.0,4.89,22.89,245.14,0.0,100000.0
0.0,15.66,109.22,0.0,4.56,20.22,0.0,0.0,100000.0
0.0,14.63,103.85,0.0,4.45,19.08,168.22,0.0,100000.0
0.0,13.9,98.62,0.0,4.42,18.31,0.0,0.0,100000.0
0.0,13.12,93.42,0.0,4.42,17.55,193.1,0.0,100000.0
0.0,12.97,88.22,0.0,4.58,17.55,193.12,0.0,100000.0
0.0,12.75,82.83,0.0,4.8,17.55,214.05,0.0,100000.0
0.0,14.99,77.18,0.0,5.61,20.6,214.62,0.0,100000.0
0.0,15.11,70.58,0.0,6.34,22.89,77.57,1.44,100000.0
0.0,8.82,63.12,0.0,5.36,26.24,324.3,12.06,100000.0
0.0,1.26,56.82,0.0,1.19,27.47,0.0,25.02,100000.0
0.0,0.0,55.42,9.05,0.0,27.85,871.42,36.9,100000.0
0.0,0.0,62.66,16.88,0.0,29.38,2.51,46.26,100000.0
0.0,0.0,76.17,22.2,0.0,29.76,172.23,51.96,100000.0
0.0,0.0,93.93,25.33,0.0,28.61,324.13,53.94,100000.0
0.0,0.0,114.19,25.3,0.0,25.94,0.0,51.24,100000.0
0.0,0.0,134.43,19.34,0.0,25.18,699.83,44.52,100000.0
0.0,0.0,149.9,9.7,0.0,24.8,225.41,34.5,100000.0
0.0,1.59,157.67,0.0,1.45,25.18,851.46,22.14,100000.0
0.0,15.02,155.96,0.0,6.85,31.28,168.3,9.42,100000.0
0.0,29.17,147.9,0.0,8.62,38.15,0.0,0.36,100000.0
0.0,29.51,137.77,0.0,7.49,37.01,0.0,0.0,100000.0
0.0,26.45,128.95,0.0,6.36,32.81,699.87,0.0,100000.0
0.0,22.33,121.46,0.0,5.52,27.85,77.67,0.0,100000.0
0.0,18.0,114.97,0.0,4.89,22.89,193.13,0.0,100000.0
0.0,15.66,109.22,0.0,4.56,20.22,2.51,0.0,100000.0
0.0,14.63,103.85,0.0,4.45,19.08,214.0,0.0,100000.0
0.0,13.9,98.62,0.0,4.42,18.31,245.24,0.0,100000.0
0.0,13.12,93.42,0.0,4.42,17.55,699.51,0.0,100000.0
0.0,12.97,88.22,0.0,4.58,17.55,851.46,0.0,100000.0
0.0,12.75,82.84,0.0,4.8,17.55,193.1,0.0,100000.0
0.0,14.99,77.19,0.0,5.61,20.6,77.58,0.0,100000.0
0.0,15.11,70.59,0.0,6.34,22.89,0.0,1.44,100000.0
0.0,8.82,63.12,0.0,5.36,26.24,193.1,12.06,100000.0
0.0,1.26,56.82,0.0,1.19,27.47,324.42,25.02,100000.0
0.0,0.0,55.42,9.05,0.0,27.85,1.59,36.9,100000.0
0.0,0.0,62.67,16.88,0.0,29.38,871.43,46.26,100000.0
0.0,0.0,76.17,22.2,0.0,29.76,498.61,51.96,100000.0
0.0,0.0,93.94,25.33,0.0,28.61,227.94,53.94,100000.0
0.0,0.0,114.2,25.3,0.0,25.94,0.0,51.24,100000.0
0.0,0.0,134.44,19.34,0.0,25.18,1.58,44.52,100000.0
0.0,0.0,149.91,9.7,0.0,24.8,0.0,34.5,100000.0
0.0,1.59,157.67,0.0,1.45,25.18,324.39,22.14,100000.0
0.0,15.02,155.96,0.0,6.85,31.28,172.24,9.42,100000.0
0.0,29.17,147.9,0.0,8.62,38.15,0.0,0.36,100000.0
0.0,29.51,137.77,0.0,7.49,37.01,168.23,0.0,100000.0
0.0,26.45,128.95,0.0,6.36,32.81,0.0,0.0,100000.0
0.0,22.33,121.47,0.0,5.52,27.85,945.12,0.0,100000.0
0.0,18.0,114.97,0.0,4.89,22.89,245.23,0.0,100000.0
0.0,15.66,109.22,0.0,4.56,20.22,168.22,0.0,100000.0
0.0,14.63,103.86,0.0,4.45,19.08,0.0,0.0,100000.0
